[1, 'label']	34
[2, 's1', 'heading']	Dinah and the Shechemites
[3, 'p1', 'verse', 'v1', 'label']	1
[4, 'p1', 'verse', 'v1', 'content']	Now Dinah, Leah’s daughter whom she bore to Jacob, went to meet
[5, 'p1', 'verse', 'v1', 'note', 'f']	tn Heb “went out to see.” The verb “to see,” followed by the preposition בְּ (bÿ), here has the idea of “look over.” The young girl wanted to meet these women and see what they were like.
[6, 'p1', 'verse', 'v1', 'content']	the young women
[7, 'p1', 'verse', 'v1', 'note', 'f']	tn Heb “daughters.”
[8, 'p1', 'verse', 'v1', 'content']	of the land.
['v001_NET_GEN_034', 9, 'p1', 'verse', 'v1', 'plain_text']	1 Now Dinah, Leah’s daughter whom she bore to Jacob, went to meet the young women of the land.
[10, 'p1', 'verse', 'v2', 'label']	2
[11, 'p1', 'verse', 'v2', 'content']	When Shechem son of Hamor the Hivite, who ruled that area, saw her, he grabbed her, forced himself on her,
[12, 'p1', 'verse', 'v2', 'note', 'f']	tn Heb “and he took her and lay with her.” The suffixed form following the verb appears to be the sign of the accusative instead of the preposition, but see BDB 1012 s.v. שָׁכַב.
[13, 'p1', 'verse', 'v2', 'content']	and sexually assaulted her.
[14, 'p1', 'verse', 'v2', 'note', 'f']	tn The verb עָנָה (’anah) in the Piel stem can have various shades of meaning, depending on the context: “to defile; to mistreat; to violate; to rape; to shame; to afflict.” Here it means that Shechem violated or humiliated Dinah by raping her.
['v002_NET_GEN_034', 15, 'p1', 'verse', 'v2', 'plain_text']	2 When Shechem son of Hamor the Hivite, who ruled that area, saw her, he grabbed her, forced himself on her, and sexually assaulted her.
[16, 'p1', 'verse', 'v3', 'label']	3
[17, 'p1', 'verse', 'v3', 'content']	Then he became very attached
[18, 'p1', 'verse', 'v3', 'note', 'f']	tn Heb “his soul stuck to [or “joined with”],” meaning Shechem became very attached to Dinah emotionally.
[19, 'p1', 'verse', 'v3', 'content']	to Dinah, Jacob’s daughter. He fell in love with the young woman and spoke romantically to her.
[20, 'p1', 'verse', 'v3', 'note', 'f']	tn Heb “and he spoke to the heart of the young woman,” which apparently refers in this context to tender, romantic speech (Hos 2:14). Another option is to translate the expression “he reassured the young woman” (see Judg 19:3, 2 Sam 19:7; cf. NEB “comforted her”).
['v003_NET_GEN_034', 21, 'p1', 'verse', 'v3', 'plain_text']	3 Then he became very attached to Dinah, Jacob’s daughter. He fell in love with the young woman and spoke romantically to her.
[22, 'p1', 'verse', 'v4', 'label']	4
[23, 'p1', 'verse', 'v4', 'content']	Shechem said to his father Hamor, “Acquire this young girl as my wife.”
[24, 'p1', 'verse', 'v4', 'note', 'f']	tn Heb “Take for me this young woman for a wife.”
['v004_NET_GEN_034', 25, 'p1', 'verse', 'v4', 'plain_text']	4 Shechem said to his father Hamor, “Acquire this young girl as my wife.”
[26, 'p1', 'verse', 'v5', 'label']	5
[27, 'p1', 'verse', 'v5', 'content']	When
[28, 'p1', 'verse', 'v5', 'note', 'f']	tn The two disjunctive clauses in this verse (“Now Jacob heard…and his sons were”) are juxtaposed to indicate synchronic action.
[29, 'p1', 'verse', 'v5', 'content']	Jacob heard that Shechem
