[1, 'label']	30
[2, 'p1', 'verse', 'v1', 'label']	1
[3, 'p1', 'verse', 'v1', 'content']	When Rachel saw that she could not give Jacob children, she
[4, 'p1', 'verse', 'v1', 'note', 'f']	tn Heb “Rachel.” The proper name has been replaced by the pronoun (“she”) in the translation for stylistic reasons.
[5, 'p1', 'verse', 'v1', 'content']	became jealous of her sister. She said to Jacob, “Give me children
[6, 'p1', 'verse', 'v1', 'note', 'f']	tn Heb “sons.”
[7, 'p1', 'verse', 'v1', 'content']	or I’ll die!”
['v001_NET_GEN_030', 8, 'p1', 'verse', 'v1', 'plain_text']	1 When Rachel saw that she could not give Jacob children, she became jealous of her sister. She said to Jacob, “Give me children or I’ll die!”
[9, 'p1', 'verse', 'v2', 'label']	2
[10, 'p1', 'verse', 'v2', 'content']	Jacob became furious
[11, 'p1', 'verse', 'v2', 'note', 'f']	tn Heb “and the anger of Jacob was hot.”
[12, 'p1', 'verse', 'v2', 'content']	with Rachel and exclaimed, “Am I in the place of God, who has kept you from having children?”
[13, 'p1', 'verse', 'v2', 'note', 'f']	tn Heb “who has withheld from you the fruit of the womb.”
['v002_NET_GEN_030', 14, 'p1', 'verse', 'v2', 'plain_text']	2 Jacob became furious with Rachel and exclaimed, “Am I in the place of God, who has kept you from having children?”
[15, 'p1', 'verse', 'v3', 'label']	3
[16, 'p1', 'verse', 'v3', 'content']	She replied, “Here is my servant Bilhah! Have sexual relations with
[17, 'p1', 'verse', 'v3', 'note', 'f']	tn Heb “go in to.” The expression “go in to” in this context refers to sexual intercourse.
[18, 'p1', 'verse', 'v3', 'content']	her so that she can bear
[19, 'p1', 'verse', 'v3', 'note', 'f']	tn After the imperative, the prefixed verbal form with the conjunction indicates the immediate purpose of the proposed activity.
[20, 'p1', 'verse', 'v3', 'content']	children
[21, 'p1', 'verse', 'v3', 'note', 'f']	tn The word “children” is not in the Hebrew text but has been supplied in the translation for stylistic reasons.
[22, 'p1', 'verse', 'v3', 'content']	for me
[23, 'p1', 'verse', 'v3', 'note', 'f']	tn Heb “upon my knees.” This is an idiomatic way of saying that Bilhah will be simply a surrogate mother. Rachel will adopt the child as her own.
[24, 'p1', 'verse', 'v3', 'content']	and I can have a family through her.”
[25, 'p1', 'verse', 'v3', 'note', 'f']	tn Heb “and I will be built up, even I, from her.” The prefixed verbal form with the conjunction is subordinated to the preceding prefixed verbal form and gives the ultimate purpose for the proposed action. The idiom of “built up” here refers to having a family (see Gen 16:2, as well as Ruth 4:11 and BDB 125 s.v. בָנָה).
['v003_NET_GEN_030', 26, 'p1', 'verse', 'v3', 'plain_text']	3 She replied, “Here is my servant Bilhah! Have sexual relations with her so that she can bear children for me and I can have a family through her.”
[27, 'p2', 'verse', 'v4', 'label']	4
