[1, 'label']	27
[2, 's1', 'heading']	Jacob Cheats Esau out of the Blessing
[3, 'p1', 'verse', 'v1', 'label']	1
[4, 'p1', 'verse', 'v1', 'content']	When
[5, 'p1', 'verse', 'v1', 'note', 'f']	tn The clause begins with the temporal indicator (“and it happened”), making it subordinate to the main clause that follows later in the sentence.
[6, 'p1', 'verse', 'v1', 'content']	Isaac was old and his eyes were so weak that he was almost blind,
[7, 'p1', 'verse', 'v1', 'note', 'f']	tn Heb “and his eyes were weak from seeing.”
[8, 'p1', 'verse', 'v1', 'content']	he called his older
[9, 'p1', 'verse', 'v1', 'note', 'f']	tn Heb “greater” (in terms of age).
[10, 'p1', 'verse', 'v1', 'content']	son Esau and said to him, “My son!” “Here I am!” Esau
[11, 'p1', 'verse', 'v1', 'note', 'f']	tn Heb “he”; the referent (Esau) is specified in the translation for clarity.
[12, 'p1', 'verse', 'v1', 'content']	replied.
['v001_NET_GEN_027', 13, 'p1', 'verse', 'v1', 'plain_text']	1 When Isaac was old and his eyes were so weak that he was almost blind, he called his older son Esau and said to him, “My son!” “Here I am!” Esau replied.
[14, 'p1', 'verse', 'v2', 'label']	2
[15, 'p1', 'verse', 'v2', 'content']	Isaac
[16, 'p1', 'verse', 'v2', 'note', 'f']	tn Heb “he”; the referent (Isaac) is specified in the translation for clarity.
[17, 'p1', 'verse', 'v2', 'content']	said, “Since
[18, 'p1', 'verse', 'v2', 'note', 'f']	tn The particle הִנֵּה (hinneh, “look”) here introduces a logically foundational statement, upon which the coming instruction will be based.
[19, 'p1', 'verse', 'v2', 'content']	I am so old, I could die at any time.
[20, 'p1', 'verse', 'v2', 'note', 'f']	tn Heb “I do not know the day of my death.”
['v002_NET_GEN_027', 21, 'p1', 'verse', 'v2', 'plain_text']	2 Isaac said, “Since I am so old, I could die at any time.
[22, 'p1', 'verse', 'v3', 'label']	3
[23, 'p1', 'verse', 'v3', 'content']	Therefore, take your weapons – your quiver and your bow – and go out into the open fields and hunt down some wild game
