[1, 'label']	42
[2, 's1', 'heading']	Joseph’s Brothers in Egypt
[3, 'p1', 'verse', 'v1', 'label']	1
[4, 'p1', 'verse', 'v1', 'content']	When Jacob heard
[5, 'p1', 'verse', 'v1', 'note', 'f']	tn Heb “saw.”
[6, 'p1', 'verse', 'v1', 'content']	there was grain in Egypt, he
[7, 'p1', 'verse', 'v1', 'note', 'f']	tn Heb “Jacob.” Here the proper name has been replaced by the pronoun (“he”) in the translation for stylistic reasons.
[8, 'p1', 'verse', 'v1', 'content']	said to his sons, “Why are you looking at each other?”
[9, 'p1', 'verse', 'v1', 'note', 'f']	sn Why are you looking at each other? The point of Jacob’s question is that his sons should be going to get grain rather than sitting around doing nothing. Jacob, as the patriarch, still makes the decisions for the whole clan.
['v001_NET_GEN_042', 10, 'p1', 'verse', 'v1', 'plain_text']	1 When Jacob heard there was grain in Egypt, he said to his sons, “Why are you looking at each other?”
[11, 'p1', 'verse', 'v2', 'label']	2
[12, 'p1', 'verse', 'v2', 'content']	He then said, “Look, I hear that there is grain in Egypt. Go down there and buy grain for us
[13, 'p1', 'verse', 'v2', 'note', 'f']	tn Heb “and buy for us from there.” The word “grain,” the direct object of “buy,” has been supplied for clarity, and the words “from there” have been omitted in the translation for stylistic reasons.
[14, 'p1', 'verse', 'v2', 'content']	so that we may live
[15, 'p1', 'verse', 'v2', 'note', 'f']	tn Following the imperatives, the prefixed verbal form with prefixed vav expresses purpose of result.
[16, 'p1', 'verse', 'v2', 'content']	and not die.”
[17, 'p1', 'verse', 'v2', 'note', 'f']	tn The imperfect tense continues the nuance of the verb before it.
['v002_NET_GEN_042', 18, 'p1', 'verse', 'v2', 'plain_text']	2 He then said, “Look, I hear that there is grain in Egypt. Go down there and buy grain for us so that we may live and not die.”
[19, 'p2', 'verse', 'v3', 'label']	3
[20, 'p2', 'verse', 'v3', 'content']	So ten of Joseph’s brothers went down to buy grain from Egypt.
['v003_NET_GEN_042', 21, 'p2', 'verse', 'v3', 'plain_text']	3 So ten of Joseph’s brothers went down to buy grain from Egypt.
[22, 'p2', 'verse', 'v4', 'label']	4
[23, 'p2', 'verse', 'v4', 'content']	But Jacob did not send Joseph’s brother Benjamin with his brothers,
[24, 'p2', 'verse', 'v4', 'note', 'f']	tn Heb “But Benjamin, the brother of Joseph, Jacob did not send with his brothers.” The disjunctive clause highlights the contrast between Benjamin and the other ten.
[25, 'p2', 'verse', 'v4', 'content']	for he said,
[26, 'p2', 'verse', 'v4', 'note', 'f']	tn The Hebrew verb אָמַר (’amar, “to say”) could also be translated “thought” (i.e., “he said to himself”) here, giving Jacob’s reasoning rather than spoken words.
[27, 'p2', 'verse', 'v4', 'content']	“What if some accident
[28, 'p2', 'verse', 'v4', 'note', 'f']	tn The Hebrew noun אָסוֹן (’ason) is a rare word meaning “accident, harm.” Apart from its use in these passages it occurs in Exodus 21:22-23 of an accident to a pregnant woman. The term is a rather general one, but Jacob was no doubt thinking of his loss of Joseph.
[29, 'p2', 'verse', 'v4', 'content']	happens
[30, 'p2', 'verse', 'v4', 'note', 'f']	tn Heb “encounters.”
[31, 'p2', 'verse', 'v4', 'content']	to him?”
['v004_NET_GEN_042', 32, 'p2', 'verse', 'v4', 'plain_text']	4 But Jacob did not send Joseph’s brother Benjamin with his brothers, for he said, “What if some accident happens to him?”
[33, 'p2', 'verse', 'v5', 'label']	5
[34, 'p2', 'verse', 'v5', 'content']	So Israel’s sons came to buy grain among the other travelers,
[35, 'p2', 'verse', 'v5', 'note', 'f']	tn Heb “in the midst of the coming ones.”
[36, 'p2', 'verse', 'v5', 'content']	for the famine was severe in the land of Canaan.
['v005_NET_GEN_042', 37, 'p2', 'verse', 'v5', 'plain_text']	5 So Israel’s sons came to buy grain among the other travelers, for the famine was severe in the land of Canaan.
[38, 'p3', 'verse', 'v6', 'label']	6
[39, 'p3', 'verse', 'v6', 'content']	Now Joseph was the ruler of the country, the one who sold grain to all the people of the country.
[40, 'p3', 'verse', 'v6', 'note', 'f']	tn The disjunctive clause either introduces a new episode in the unfolding drama or provides the reader with supplemental information necessary to understanding the story.
[41, 'p3', 'verse', 'v6', 'content']	Joseph’s brothers came and bowed down
[42, 'p3', 'verse', 'v6', 'note', 'f']	sn Joseph’s brothers came and bowed down before him. Here is the beginning of the fulfillment of Joseph’s dreams (see Gen 37). But it is not the complete fulfillment, since all his brothers and his parents must come. The point of the dream, of course, was not simply to get the family to bow to Joseph, but that Joseph would be placed in a position of rule and authority to save the family and the world (41:57).
[43, 'p3', 'verse', 'v6', 'content']	before him with
[44, 'p3', 'verse', 'v6', 'note', 'f']	tn The word “faces” is an adverbial accusative, so the preposition has been supplied in the translation.
[45, 'p3', 'verse', 'v6', 'content']	their faces to the ground.
['v006_NET_GEN_042', 46, 'p3', 'verse', 'v6', 'plain_text']	6 Now Joseph was the ruler of the country, the one who sold grain to all the people of the country. Joseph’s brothers came and bowed down before him with their faces to the ground.
[47, 'p3', 'verse', 'v7', 'label']	7
[48, 'p3', 'verse', 'v7', 'content']	When Joseph saw his brothers, he recognized them, but he pretended to be a stranger
[49, 'p3', 'verse', 'v7', 'note', 'f']	sn But pretended to be a stranger. Joseph intends to test his brothers to see if they have changed and have the integrity to be patriarchs of the tribes of Israel. He will do this by putting them in the same situations that they and he were in before. The first test will be to awaken their conscience.
[50, 'p3', 'verse', 'v7', 'content']	to them and spoke to them harshly. He asked, “Where do you come from?” They answered,
[51, 'p3', 'verse', 'v7', 'note', 'f']	tn Heb “said.”
