[1, 'label']	28
[2, 'p1', 'verse', 'v1', 'label']	1
[3, 'p1', 'verse', 'v1', 'content']	So Isaac called for Jacob and blessed him. Then he commanded him, “You must not marry a Canaanite woman!
[4, 'p1', 'verse', 'v1', 'note', 'f']	tn Heb “you must not take a wife from the daughters of Canaan.”
['v001_NET_GEN_028', 5, 'p1', 'verse', 'v1', 'plain_text']	1 So Isaac called for Jacob and blessed him. Then he commanded him, “You must not marry a Canaanite woman!
[6, 'p1', 'verse', 'v2', 'label']	2
[7, 'p1', 'verse', 'v2', 'content']	Leave immediately
[8, 'p1', 'verse', 'v2', 'note', 'f']	tn Heb “Arise! Go!” The first of the two imperatives is adverbial and stresses the immediacy of the departure.
[9, 'p1', 'verse', 'v2', 'content']	for Paddan Aram! Go to the house of Bethuel, your mother’s father, and find yourself a wife there, among the daughters of Laban, your mother’s brother.
['v002_NET_GEN_028', 10, 'p1', 'verse', 'v2', 'plain_text']	2 Leave immediately for Paddan Aram! Go to the house of Bethuel, your mother’s father, and find yourself a wife there, among the daughters of Laban, your mother’s brother.
[11, 'p1', 'verse', 'v3', 'label']	3
[12, 'p1', 'verse', 'v3', 'content']	May the sovereign God
[13, 'p1', 'verse', 'v3', 'note', 'f']	tn Heb “El Shaddai.” See the extended note on the phrase “sovereign God” in Gen 17:1.
[14, 'p1', 'verse', 'v3', 'content']	bless you! May he make you fruitful and give you a multitude of descendants!
[15, 'p1', 'verse', 'v3', 'note', 'f']	tn Heb “and make you fruitful and multiply you.” See Gen 17:6, 20 for similar terminology.
[16, 'p1', 'verse', 'v3', 'content']	Then you will become
[17, 'p1', 'verse', 'v3', 'note', 'f']	tn The perfect verbal form with vav (ו) consecutive here indicates consequence. The collocation הָיָה + preposition לְ (hayah + lÿ) means “become.”
[18, 'p1', 'verse', 'v3', 'content']	a large nation.
[19, 'p1', 'verse', 'v3', 'note', 'f']	tn Heb “an assembly of peoples.”
['v003_NET_GEN_028', 20, 'p1', 'verse', 'v3', 'plain_text']	3 May the sovereign God bless you! May he make you fruitful and give you a multitude of descendants! Then you will become a large nation.
[21, 'p1', 'verse', 'v4', 'label']	4
[22, 'p1', 'verse', 'v4', 'content']	May he give you and your descendants the blessing he gave to Abraham
[23, 'p1', 'verse', 'v4', 'note', 'f']	tn Heb “and may he give to you the blessing of Abraham, to you and to your offspring with you.” The name “Abraham” is an objective genitive here; this refers to the blessing that God gave to Abraham.
[24, 'p1', 'verse', 'v4', 'content']	so that you may possess the land
[25, 'p1', 'verse', 'v4', 'note', 'f']	tn The words “the land” have been supplied in the translation for clarity.
[26, 'p1', 'verse', 'v4', 'content']	God gave to Abraham, the land where you have been living as a temporary resident.”
[27, 'p1', 'verse', 'v4', 'note', 'f']	tn Heb “the land of your sojournings,” that is, the land where Jacob had been living as a resident alien, as his future descendants would after him.
['v004_NET_GEN_028', 28, 'p1', 'verse', 'v4', 'plain_text']	4 May he give you and your descendants the blessing he gave to Abraham so that you may possess the land God gave to Abraham, the land where you have been living as a temporary resident.”
[29, 'p1', 'verse', 'v5', 'label']	5
[30, 'p1', 'verse', 'v5', 'content']	So Isaac sent Jacob on his way, and he went to Paddan Aram, to Laban son of Bethuel the Aramean and brother of Rebekah, the mother of Jacob and Esau.
['v005_NET_GEN_028', 31, 'p1', 'verse', 'v5', 'plain_text']	5 So Isaac sent Jacob on his way, and he went to Paddan Aram, to Laban son of Bethuel the Aramean and brother of Rebekah, the mother of Jacob and Esau.
[32, 'p2', 'verse', 'v6', 'label']	6
[33, 'p2', 'verse', 'v6', 'content']	Esau saw that Isaac had blessed Jacob and sent him off to Paddan Aram to find a wife there.
[34, 'p2', 'verse', 'v6', 'note', 'f']	tn Heb “to take for himself from there a wife.”
[35, 'p2', 'verse', 'v6', 'content']	As he blessed him,
[36, 'p2', 'verse', 'v6', 'note', 'f']	tn The infinitive construct with the preposition and the suffix form a temporal clause.
[37, 'p2', 'verse', 'v6', 'content']	Isaac commanded him, “You must not marry a Canaanite woman.”
[38, 'p2', 'verse', 'v6', 'note', 'f']	tn Heb “you must not take a wife from the daughters of Canaan.”
['v006_NET_GEN_028', 39, 'p2', 'verse', 'v6', 'plain_text']	6 Esau saw that Isaac had blessed Jacob and sent him off to Paddan Aram to find a wife there. As he blessed him, Isaac commanded him, “You must not marry a Canaanite woman.”
[40, 'p2', 'verse', 'v7', 'label']	7
[41, 'p2', 'verse', 'v7', 'content']	Jacob obeyed his father and mother and left for Paddan Aram.
['v007_NET_GEN_028', 42, 'p2', 'verse', 'v7', 'plain_text']	7 Jacob obeyed his father and mother and left for Paddan Aram.
