[1, 'label']	9
[2, 's1', 'heading']	God’s Covenant with Humankind through Noah
[3, 'p1', 'verse', 'v1', 'label']	1
[4, 'p1', 'verse', 'v1', 'content']	Then God blessed Noah and his sons and said to them, “Be fruitful and multiply and fill the earth.
['v001_NET_GEN_009', 5, 'p1', 'verse', 'v1', 'plain_text']	1 Then God blessed Noah and his sons and said to them, “Be fruitful and multiply and fill the earth.
[6, 'p1', 'verse', 'v2', 'label']	2
[7, 'p1', 'verse', 'v2', 'content']	Every living creature of the earth and every bird of the sky will be terrified of you.
[8, 'p1', 'verse', 'v2', 'note', 'f']	tn Heb “and fear of you and dread of you will be upon every living creature of the earth and upon every bird of the sky.” The suffixes on the nouns “fear” and “dread” are objective genitives. The animals will fear humans from this time forward.
[9, 'p1', 'verse', 'v2', 'content']	Everything that creeps on the ground and all the fish of the sea are under your authority.
[10, 'p1', 'verse', 'v2', 'note', 'f']	tn Heb “into your hand are given.” The “hand” signifies power. To say the animals have been given into the hands of humans means humans have been given authority over them.
['v002_NET_GEN_009', 11, 'p1', 'verse', 'v2', 'plain_text']	2 Every living creature of the earth and every bird of the sky will be terrified of you. Everything that creeps on the ground and all the fish of the sea are under your authority.
[12, 'p1', 'verse', 'v3', 'label']	3
[13, 'p1', 'verse', 'v3', 'content']	You may eat any moving thing that lives.
[14, 'p1', 'verse', 'v3', 'note', 'f']	tn Heb “every moving thing that lives for you will be for food.”
[15, 'p1', 'verse', 'v3', 'content']	As I gave you
[16, 'p1', 'verse', 'v3', 'note', 'f']	tn The words “I gave you” are not in the Hebrew text, but are supplied in the translation for stylistic reasons.
[17, 'p1', 'verse', 'v3', 'content']	the green plants, I now give
[18, 'p1', 'verse', 'v3', 'note', 'f']	tn The perfect verb form describes the action that accompanies the declaration.
[19, 'p1', 'verse', 'v3', 'content']	you everything.
['v003_NET_GEN_009', 20, 'p1', 'verse', 'v3', 'plain_text']	3 You may eat any moving thing that lives. As I gave you the green plants, I now give you everything.
[21, 'p2', 'verse', 'v4', 'label']	4
[22, 'p2', 'verse', 'v4', 'content']	But
[23, 'p2', 'verse', 'v4', 'note', 'f']	tn Heb “only.”
[24, 'p2', 'verse', 'v4', 'content']	you must not eat meat
[25, 'p2', 'verse', 'v4', 'note', 'f']	tn Or “flesh.”
[26, 'p2', 'verse', 'v4', 'content']	with its life (that is,
[27, 'p2', 'verse', 'v4', 'note', 'f']	tn Heb “its life, its blood.” The second word is in apposition to the first, explaining what is meant by “its life.” Since the blood is equated with life, meat that had the blood in it was not to be eaten.
[28, 'p2', 'verse', 'v4', 'content']	its blood) in it.
[29, 'p2', 'verse', 'v4', 'note', 'f']	tn The words “in it” are supplied in the translation for stylistic reasons.
sn You must not eat meat with its life…in it. Because of the carnage produced by the flood, people might conclude that life is cheap and therefore treat it lightly. But God will not permit them to kill or even to eat anything with the lifeblood still in it, serving as a reminder of the sanctity of life.
['v004_NET_GEN_009', 30, 'p2', 'verse', 'v4', 'plain_text']	4 But you must not eat meat with its life (that is, its blood) in it.
[31, 'p2', 'verse', 'v5', 'label']	5
