[1, 'label']	17
[2, 's1', 'heading']	The Sign of the Covenant
[3, 'p1', 'verse', 'v1', 'label']	1
[4, 'p1', 'verse', 'v1', 'content']	When Abram was 99 years old,
[5, 'p1', 'verse', 'v1', 'note', 'f']	tn Heb “the son of ninety-nine years.”
[6, 'p1', 'verse', 'v1', 'content']	the
[7, 'p1', 'verse', 'v1', 'sc']	Lord
[8, 'p1', 'verse', 'v1', 'content']	appeared to him and said,
[9, 'p1', 'verse', 'v1', 'note', 'f']	tn Heb “appeared to Abram and said to him.” The proper name has been replaced by the pronoun (“him”) and the final phrase “to him” has been left untranslated for stylistic reasons.
[10, 'p1', 'verse', 'v1', 'content']	“I am the sovereign God.
[11, 'p1', 'verse', 'v1', 'note', 'f']	tn The name אֵל שַׁדַּי (’el shadday, “El Shaddai”) has often been translated “God Almighty,” primarily because Jerome translated it omnipotens (“all powerful”) in the Latin Vulgate. There has been much debate over the meaning of the name. For discussion see W. F. Albright, “The Names Shaddai and Abram,” JBL 54 (1935): 173-210; R. Gordis, “The Biblical Root sdy-sd,” JTS 41 (1940): 34-43; and especially T. N. D. Mettinger, In Search of God, 69-72. Shaddai/El Shaddai is the sovereign king of the world who grants, blesses, and judges. In the Book of Genesis he blesses the patriarchs with fertility and promises numerous descendants. Outside Genesis he both blesses/protects and takes away life/happiness. The patriarchs knew God primarily as El Shaddai (Exod 6:3). While the origin and meaning of this name are uncertain (see discussion below) its significance is clear. The name is used in contexts where God appears as the source of fertility and life. In Gen 17:1-8 he appeared to Abram, introduced himself as El Shaddai, and announced his intention to make the patriarch fruitful. In the role of El Shaddai God repeated these words (now elevated to the status of a decree) to Jacob (35:11). Earlier Isaac had pronounced a blessing on Jacob in which he asked El Shaddai to make Jacob fruitful (28:3). Jacob later prayed that his sons would be treated with mercy when they returned to Egypt with Benjamin (43:14). The fertility theme is not as apparent here, though one must remember that Jacob viewed Benjamin as the sole remaining son of the favored and once-barren Rachel (see 29:31; 30:22-24; 35:16-18). It is quite natural that he would appeal to El Shaddai to preserve Benjamin’s life, for it was El Shaddai’s miraculous power which made it possible for Rachel to give him sons in the first place. In 48:3 Jacob, prior to blessing Joseph’s sons, told him how El Shaddai appeared to him at Bethel (see Gen 28) and promised to make him fruitful. When blessing Joseph on his deathbed Jacob referred to Shaddai (we should probably read “El Shaddai,” along with a few Hebrew mss, the Samaritan Pentateuch, the LXX, and Syriac) as the one who provides abundant blessings, including “blessings of the breast and womb” (49:25). (The direct association of the name with “breasts” suggests the name might mean “the one of the breast” [i.e., the one who gives fertility], but the juxtaposition is probably better explained as wordplay. Note the wordplay involving the name and the root שָׁדַד, shadad, “destroy”] in Isa 13:6 and in Joel 1:15.) Outside Genesis the name Shaddai (minus the element “El” [“God”]) is normally used when God is viewed as the sovereign king who blesses/protects or curses/brings judgment. The name appears in the introduction to two of Balaam’s oracles (Num 24:4, 16) of blessing upon Israel. Naomi employs the name when accusing the Lord of treating her bitterly by taking the lives of her husband and sons (Ruth 1:20-21). In Ps 68:14; Isa 13:6; and Joel 1:15 Shaddai judges his enemies through warfare, while Ps 91:1 depicts him as the protector of his people. (In Ezek 1:24 and 10:5 the sound of the cherubs’ wings is compared to Shaddai’s powerful voice. The reference may be to the mighty divine warrior’s battle cry which accompanies his angry judgment.) Finally, the name occurs 31 times in the Book of Job. Job and his “friends” assume that Shaddai is the sovereign king of the world (11:7; 37:23a) who is the source of life (33:4b) and is responsible for maintaining justice (8:3; 34:10-12; 37:23b). He provides abundant blessings, including children (22:17-18; 29:4-6), but he can also discipline, punish, and destroy (5:17; 6:4; 21:20; 23:16). It is not surprising to see the name so often in this book, where the theme of God’s justice is primary and even called into question (24:1; 27:2). The most likely proposal is that the name means “God, the one of the mountain” (an Akkadian cognate means “mountain,” to which the Hebrew שַׁד, shad, “breast”] is probably related). For a discussion of proposed derivations see T. N. D. Mettinger, In Search of God, 70-71. The name may originally have depicted God as the sovereign judge who, in Canaanite style, ruled from a sacred mountain. Isa 14:13 and Ezek 28:14, 16 associate such a mountain with God, while Ps 48:2 refers to Zion as “Zaphon,” the Canaanite Olympus from which the high god El ruled. (In Isa 14 the Canaanite god El may be in view. Note that Isaiah pictures pagan kings as taunting the king of Babylon, suggesting that pagan mythology may provide the background for the language and imagery.)
[12, 'p1', 'verse', 'v1', 'content']	Walk
[13, 'p1', 'verse', 'v1', 'note', 'f']	tn Or “Live out your life.” The Hebrew verb translated “walk” is the Hitpael; it means “to walk back and forth; to walk about; to live out one’s life.”
[14, 'p1', 'verse', 'v1', 'content']	before me
[15, 'p1', 'verse', 'v1', 'note', 'f']	tn Or “in my presence.”
[16, 'p1', 'verse', 'v1', 'content']	and be blameless.
[17, 'p1', 'verse', 'v1', 'note', 'f']	tn There are two imperatives here: “walk…and be blameless [or “perfect”].” The second imperative may be purely sequential (see the translation) or consequential: “walk before me and then you will be blameless.” How one interprets the sequence depends on the meaning of “walk before”: (1) If it simply refers in a neutral way to serving the Lord, then the second imperative is likely sequential. (2) But if it has a positive moral connotation (“serve me faithfully”), then the second imperative probably indicates purpose (or result). For other uses of the idiom see 1 Sam 2:30, 35 and 12:2 (where it occurs twice).
['v001_NET_GEN_017', 18, 'p1', 'verse', 'v1', 'plain_text']	1 When Abram was 99 years old, the Lord appeared to him and said, “I am the sovereign God. Walk before me and be blameless.
[19, 'p1', 'verse', 'v2', 'label']	2
[20, 'p1', 'verse', 'v2', 'content']	Then I will confirm my covenant
[21, 'p1', 'verse', 'v2', 'note', 'f']	tn Following the imperative, the cohortative indicates consequence. If Abram is blameless, then the Lord will ratify the covenant. Earlier the Lord ratified part of his promise to Abram (see Gen 15:18-21), guaranteeing him that his descendants would live in the land. But the expanded form of the promise, which includes numerous descendants and eternal possession of the land, remains to be ratified. This expanded form of the promise is in view here (see vv. 2b, 4-8). See the note at Gen 15:18 and R. B. Chisholm, “Evidence from Genesis,” A Case for Premillennialism, 35-54.
[22, 'p1', 'verse', 'v2', 'content']	between me and you, and I will give you a multitude of descendants.”
[23, 'p1', 'verse', 'v2', 'note', 'f']	tn Heb “I will multiply you exceedingly, exceedingly.” The repetition is emphatic.
['v002_NET_GEN_017', 24, 'p1', 'verse', 'v2', 'plain_text']	2 Then I will confirm my covenant between me and you, and I will give you a multitude of descendants.”
[25, 'p2', 'verse', 'v3', 'label']	3
[26, 'p2', 'verse', 'v3', 'content']	Abram bowed down with his face to the ground,
[27, 'p2', 'verse', 'v3', 'note', 'f']	tn Heb “And Abram fell on his face.” This expression probably means that Abram sank to his knees and put his forehead to the ground, although it is possible that he completely prostrated himself. In either case the posture indicates humility and reverence.
[28, 'p2', 'verse', 'v3', 'content']	and God said to him,
[29, 'p2', 'verse', 'v3', 'note', 'f']	tn Heb “God spoke to him, saying.” This is redundant in contemporary English and has been simplified in the translation for stylistic reasons.
['v003_NET_GEN_017', 30, 'p2', 'verse', 'v3', 'plain_text']	3 Abram bowed down with his face to the ground, and God said to him,
[31, 'p2', 'verse', 'v4', 'label']	4
[32, 'p2', 'verse', 'v4', 'content']	“As for me,
[33, 'p2', 'verse', 'v4', 'note', 'f']	tn Heb “I.”
[34, 'p2', 'verse', 'v4', 'content']	this
[35, 'p2', 'verse', 'v4', 'note', 'f']	tn Heb “is” (הִנֵּה, hinneh).
[36, 'p2', 'verse', 'v4', 'content']	is my covenant with you: You will be the father of a multitude of nations.
['v004_NET_GEN_017', 37, 'p2', 'verse', 'v4', 'plain_text']	4 “As for me, this is my covenant with you: You will be the father of a multitude of nations.
[38, 'p2', 'verse', 'v5', 'label']	5
[39, 'p2', 'verse', 'v5', 'content']	No longer will your name be
[40, 'p2', 'verse', 'v5', 'note', 'f']	tn Heb “will your name be called.”
[41, 'p2', 'verse', 'v5', 'content']	Abram. Instead, your name will be Abraham
[42, 'p2', 'verse', 'v5', 'note', 'f']	sn Your name will be Abraham. The renaming of Abram was a sign of confirmation to the patriarch. Every time the name was used it would be a reminder of God’s promise. “Abram” means “exalted father,” probably referring to Abram’s father Terah. The name looks to the past; Abram came from noble lineage. The name “Abraham” is a dialectical variant of the name Abram. But its significance is in the wordplay with אַב־הֲמוֹן (’av-hamon, “the father of a multitude,” which sounds like אַבְרָהָם, ’avraham, “Abraham”). The new name would be a reminder of God’s intention to make Abraham the father of a multitude. For a general discussion of renaming, see O. Eissfeldt, “Renaming in the Old Testament,” Words and Meanings, 70-83.
[43, 'p2', 'verse', 'v5', 'content']	because I will make you
[44, 'p2', 'verse', 'v5', 'note', 'f']	tn The perfect verbal form is used here in a rhetorical manner to emphasize God’s intention.
[45, 'p2', 'verse', 'v5', 'content']	the father of a multitude of nations.
['v005_NET_GEN_017', 46, 'p2', 'verse', 'v5', 'plain_text']	5 No longer will your name be Abram. Instead, your name will be Abraham because I will make you the father of a multitude of nations.
[47, 'p2', 'verse', 'v6', 'label']	6
[48, 'p2', 'verse', 'v6', 'content']	I will make you
[49, 'p2', 'verse', 'v6', 'note', 'f']	tn This verb starts a series of perfect verbal forms with vav (ו) consecutive to express God’s intentions.
[50, 'p2', 'verse', 'v6', 'content']	extremely
[51, 'p2', 'verse', 'v6', 'note', 'f']	tn Heb “exceedingly, exceedingly.” The repetition is emphatic.
[52, 'p2', 'verse', 'v6', 'content']	fruitful. I will make nations of you, and kings will descend from you.
[53, 'p2', 'verse', 'v6', 'note', 'f']	tn Heb “and I will make you into nations, and kings will come out from you.”
['v006_NET_GEN_017', 54, 'p2', 'verse', 'v6', 'plain_text']	6 I will make you extremely fruitful. I will make nations of you, and kings will descend from you.
[55, 'p2', 'verse', 'v7', 'label']	7
[56, 'p2', 'verse', 'v7', 'content']	I will confirm
[57, 'p2', 'verse', 'v7', 'note', 'f']	tn The verb קוּם (qum, “to arise, to stand up”) in the Hiphil verbal stem means “to confirm, to give effect to, to carry out” (i.e., a covenant or oath; see BDB 878-79 s.v. קוּם).
[58, 'p2', 'verse', 'v7', 'content']	my covenant as a perpetual
[59, 'p2', 'verse', 'v7', 'note', 'f']	tn Or “as an eternal.”
[60, 'p2', 'verse', 'v7', 'content']	covenant between me and you. It will extend to your descendants after you throughout their generations. I will be your God and the God of your descendants after you.
[61, 'p2', 'verse', 'v7', 'note', 'f']	tn Heb “to be to you for God and to your descendants after you.”
['v007_NET_GEN_017', 62, 'p2', 'verse', 'v7', 'plain_text']	7 I will confirm my covenant as a perpetual covenant between me and you. It will extend to your descendants after you throughout their generations. I will be your God and the God of your descendants after you.
[63, 'p2', 'verse', 'v8', 'label']	8
