[1, 'label']	22
[2, 's1', 'heading']	The Sacrifice of Isaac
[3, 'p1', 'verse', 'v1', 'label']	1
[4, 'p1', 'verse', 'v1', 'content']	Some time after these things God tested
[5, 'p1', 'verse', 'v1', 'note', 'f']	sn The Hebrew verb used here means “to test; to try; to prove.” In this passage God tests Abraham to see if he would be obedient. See T. W. Mann, The Book of the Torah, 44-48. See also J. L. Crenshaw, A Whirlpool of Torment (OBT), 9-30; and J. I. Lawlor, “The Test of Abraham,” GTJ 1 (1980): 19-35.
[6, 'p1', 'verse', 'v1', 'content']	Abraham. He said to him, “Abraham!” “Here I am!” Abraham
[7, 'p1', 'verse', 'v1', 'note', 'f']	tn Heb “he”; the referent (Abraham) has been specified in the translation for clarity.
[8, 'p1', 'verse', 'v1', 'content']	replied.
['v001_NET_GEN_022', 9, 'p1', 'verse', 'v1', 'plain_text']	1 Some time after these things God tested Abraham. He said to him, “Abraham!” “Here I am!” Abraham replied.
[10, 'p1', 'verse', 'v2', 'label']	2
[11, 'p1', 'verse', 'v2', 'content']	God
[12, 'p1', 'verse', 'v2', 'note', 'f']	tn Heb “he”; the referent (God) has been specified in the translation for clarity.
[13, 'p1', 'verse', 'v2', 'content']	said, “Take your son – your only son, whom you love, Isaac
[14, 'p1', 'verse', 'v2', 'note', 'f']	sn Take your son…Isaac. The instructions are very clear, but the details are deliberate. With every additional description the commandment becomes more challenging.
[15, 'p1', 'verse', 'v2', 'content']	– and go to the land of Moriah!
[16, 'p1', 'verse', 'v2', 'note', 'f']	sn There has been much debate over the location of Moriah; 2 Chr 3:1 suggests it may be the site where the temple was later built in Jerusalem.
[17, 'p1', 'verse', 'v2', 'content']	Offer him up there as a burnt offering
[18, 'p1', 'verse', 'v2', 'note', 'f']	sn A whole burnt offering signified the complete surrender of the worshiper and complete acceptance by God. The demand for a human sacrifice was certainly radical and may have seemed to Abraham out of character for God. Abraham would have to obey without fully understanding what God was about.
[19, 'p1', 'verse', 'v2', 'content']	on one of the mountains which I will indicate to
[20, 'p1', 'verse', 'v2', 'note', 'f']	tn Heb “which I will say to.”
[21, 'p1', 'verse', 'v2', 'content']	you.”
['v002_NET_GEN_022', 22, 'p1', 'verse', 'v2', 'plain_text']	2 God said, “Take your son – your only son, whom you love, Isaac – and go to the land of Moriah! Offer him up there as a burnt offering on one of the mountains which I will indicate to you.”
[23, 'p2', 'verse', 'v3', 'label']	3
[24, 'p2', 'verse', 'v3', 'content']	Early in the morning Abraham got up and saddled his donkey.
[25, 'p2', 'verse', 'v3', 'note', 'f']	tn Heb “Abraham rose up early in the morning and saddled his donkey.”
[26, 'p2', 'verse', 'v3', 'content']	He took two of his young servants with him, along with his son Isaac. When he had cut the wood for the burnt offering, he started out
[27, 'p2', 'verse', 'v3', 'note', 'f']	tn Heb “he arose and he went.”
[28, 'p2', 'verse', 'v3', 'content']	for the place God had spoken to him about.
['v003_NET_GEN_022', 29, 'p2', 'verse', 'v3', 'plain_text']	3 Early in the morning Abraham got up and saddled his donkey. He took two of his young servants with him, along with his son Isaac. When he had cut the wood for the burnt offering, he started out for the place God had spoken to him about.
[30, 'p3', 'verse', 'v4', 'label']	4
[31, 'p3', 'verse', 'v4', 'content']	On the third day Abraham caught sight of
[32, 'p3', 'verse', 'v4', 'note', 'f']	tn Heb “lifted up his eyes and saw.”
[33, 'p3', 'verse', 'v4', 'content']	the place in the distance.
['v004_NET_GEN_022', 34, 'p3', 'verse', 'v4', 'plain_text']	4 On the third day Abraham caught sight of the place in the distance.
[35, 'p3', 'verse', 'v5', 'label']	5
[36, 'p3', 'verse', 'v5', 'content']	So he
[37, 'p3', 'verse', 'v5', 'note', 'f']	tn Heb “And Abraham.” The proper name has been replaced in the translation by the pronoun (“he”) for stylistic reasons.
[38, 'p3', 'verse', 'v5', 'content']	said to his servants, “You two stay
