[1, 'label']	8
[2, 'p1', 'verse', 'v1', 'label']	1
[3, 'p1', 'verse', 'v1', 'content']	But God remembered
[4, 'p1', 'verse', 'v1', 'note', 'f']	tn The Hebrew word translated “remembered” often carries the sense of acting in accordance with what is remembered, i.e., fulfilling covenant promises (see B. S. Childs, Memory and Tradition in Israel [SBT], especially p. 34).
[5, 'p1', 'verse', 'v1', 'content']	Noah and all the wild animals and domestic animals that were with him in the ark. God caused a wind to blow over
[6, 'p1', 'verse', 'v1', 'note', 'f']	tn Heb “to pass over.”
[7, 'p1', 'verse', 'v1', 'content']	the earth and the waters receded.
['v001_NET_GEN_008', 8, 'p1', 'verse', 'v1', 'plain_text']	1 But God remembered Noah and all the wild animals and domestic animals that were with him in the ark. God caused a wind to blow over the earth and the waters receded.
[9, 'p1', 'verse', 'v2', 'label']	2
[10, 'p1', 'verse', 'v2', 'content']	The fountains of the deep and the floodgates of heaven were closed,
[11, 'p1', 'verse', 'v2', 'note', 'f']	tn Some (e.g., NIV) translate the preterite verb forms in this verse as past perfects (e.g., “had been closed”), for it seems likely that the sources of the water would have stopped before the waters receded.
[12, 'p1', 'verse', 'v2', 'content']	and the rain stopped falling from the sky.
['v002_NET_GEN_008', 13, 'p1', 'verse', 'v2', 'plain_text']	2 The fountains of the deep and the floodgates of heaven were closed, and the rain stopped falling from the sky.
[14, 'p1', 'verse', 'v3', 'label']	3
[15, 'p1', 'verse', 'v3', 'content']	The waters kept receding steadily
[16, 'p1', 'verse', 'v3', 'note', 'f']	tn The construction combines a Qal preterite from שׁוּב (shuv) with its infinitive absolute to indicate continuous action. The infinitive absolute from הָלָךְ (halakh) is included for emphasis: “the waters returned…going and returning.”
[17, 'p1', 'verse', 'v3', 'content']	from the earth, so that they
[18, 'p1', 'verse', 'v3', 'note', 'f']	tn Heb “the waters.” The pronoun (“they”) has been employed in the translation for stylistic reasons.
[19, 'p1', 'verse', 'v3', 'content']	had gone down
[20, 'p1', 'verse', 'v3', 'note', 'f']	tn The vav (ו) consecutive with the preterite here describes the consequence of the preceding action.
[21, 'p1', 'verse', 'v3', 'content']	by the end of the 150 days.
['v003_NET_GEN_008', 22, 'p1', 'verse', 'v3', 'plain_text']	3 The waters kept receding steadily from the earth, so that they had gone down by the end of the 150 days.
[23, 'p1', 'verse', 'v4', 'label']	4
[24, 'p1', 'verse', 'v4', 'content']	On the seventeenth day of the seventh month, the ark came to rest on one of the mountains of Ararat.
