[1, 'label']	14
[2, 's1', 'heading']	The Blessing of Victory for God’s People
[3, 'p1', 'verse', 'v1', 'label']	1
[4, 'p1', 'verse', 'v1', 'content']	At that time
[5, 'p1', 'verse', 'v1', 'note', 'f']	tn The sentence begins with the temporal indicator וַיְהִי (vayÿhi) followed by “in the days of.”
[6, 'p1', 'verse', 'v1', 'content']	Amraphel king of Shinar,
[7, 'p1', 'verse', 'v1', 'note', 'f']	sn Shinar (also in v. 9) is the region of Babylonia.
[8, 'p1', 'verse', 'v1', 'content']	Arioch king of Ellasar, Kedorlaomer king of Elam, and Tidal king of nations
[9, 'p1', 'verse', 'v1', 'note', 'f']	tn Or “king of Goyim.” The Hebrew term גּוֹיִם (goyim) means “nations,” but a number of modern translations merely transliterate the Hebrew (cf. NEB “Goyim”; NIV, NRSV “Goiim”).
['v001_NET_GEN_014', 10, 'p1', 'verse', 'v1', 'plain_text']	1 At that time Amraphel king of Shinar, Arioch king of Ellasar, Kedorlaomer king of Elam, and Tidal king of nations
[11, 'p1', 'verse', 'v2', 'label']	2
[12, 'p1', 'verse', 'v2', 'content']	went to war
[13, 'p1', 'verse', 'v2', 'note', 'f']	tn Heb “made war.”
sn Went to war. The conflict here reflects international warfare in the Early and Middle Bronze periods. The countries operated with overlords and vassals. Kings ruled over city states, or sometimes a number of city states (i.e., nations). Due to their treaties, when one went to war, those confederate with him joined him in battle. It appears here that it is Kedorlaomer’s war, because the western city states have rebelled against him (meaning they did not send products as tribute to keep him from invading them).
[14, 'p1', 'verse', 'v2', 'content']	against Bera king of Sodom, Birsha king of Gomorrah, Shinab king of Admah, Shemeber king of Zeboiim, and the king of Bela (that is, Zoar).
[15, 'p1', 'verse', 'v2', 'note', 'f']	sn On the geographical background of vv. 1-2 see J. P. Harland, “Sodom and Gomorrah,” The Biblical Archaeologist Reader, 1:41-75; and D. N. Freedman, “The Real Story of the Ebla Tablets, Ebla and the Cities of the Plain,” BA 41 (1978): 143-64.
['v002_NET_GEN_014', 16, 'p1', 'verse', 'v2', 'plain_text']	2 went to war against Bera king of Sodom, Birsha king of Gomorrah, Shinab king of Admah, Shemeber king of Zeboiim, and the king of Bela (that is, Zoar).
[17, 'p1', 'verse', 'v3', 'label']	3
[18, 'p1', 'verse', 'v3', 'content']	These last five kings
