[1, 'label']	19
sn God showed Abraham special consideration because of the covenantal relationship he had established with the patriarch. Yet the reader knows that God delivered the “righteous” (Lot’s designation in 2 Pet 2:7) before destroying their world – which is what he will do again at the end of the age.
[251, 'p13', 'verse', 'v29', 'content']	Abraham’s request. He removed Lot
[252, 'p13', 'verse', 'v29', 'note', 'f']	sn God’s removal of Lot before the judgment is paradigmatic. He typically delivers the godly before destroying their world.
[253, 'p13', 'verse', 'v29', 'content']	from the midst of the destruction when he destroyed
[254, 'p13', 'verse', 'v29', 'note', 'f']	tn Heb “the overthrow when [he] overthrew.”
[255, 'p13', 'verse', 'v29', 'content']	the cities Lot had lived in.
['v029_NET_GEN_019', 256, 'p13', 'verse', 'v29', 'plain_text']	29 So when God destroyed the cities of the region, God honored Abraham’s request. He removed Lot from the midst of the destruction when he destroyed the cities Lot had lived in.
[257, 'p14', 'verse', 'v30', 'label']	30
[258, 'p14', 'verse', 'v30', 'content']	Lot went up from Zoar with his two daughters and settled in the mountains because he was afraid to live in Zoar. So he lived in a cave with his two daughters.
['v030_NET_GEN_019', 259, 'p14', 'verse', 'v30', 'plain_text']	30 Lot went up from Zoar with his two daughters and settled in the mountains because he was afraid to live in Zoar. So he lived in a cave with his two daughters.
[260, 'p14', 'verse', 'v31', 'label']	31
[261, 'p14', 'verse', 'v31', 'content']	Later the older daughter said
[262, 'p14', 'verse', 'v31', 'note', 'f']	tn Heb “and the firstborn said.”
[263, 'p14', 'verse', 'v31', 'content']	to the younger, “Our father is old, and there is no man anywhere nearby
[264, 'p14', 'verse', 'v31', 'note', 'f']	tn Or perhaps “on earth,” in which case the statement would be hyperbolic; presumably there had been some men living in the town of Zoar to which Lot and his daughters had initially fled.
[265, 'p14', 'verse', 'v31', 'content']	to have sexual relations with us,
[266, 'p14', 'verse', 'v31', 'note', 'f']	tn Heb “to enter upon us.” This is a euphemism for sexual relations.
[267, 'p14', 'verse', 'v31', 'content']	according to the way of all the world.
['v031_NET_GEN_019', 268, 'p14', 'verse', 'v31', 'plain_text']	31 Later the older daughter said to the younger, “Our father is old, and there is no man anywhere nearby to have sexual relations with us, according to the way of all the world.
[269, 'p14', 'verse', 'v32', 'label']	32
[270, 'p14', 'verse', 'v32', 'content']	Come, let’s make our father drunk with wine
[271, 'p14', 'verse', 'v32', 'note', 'f']	tn Heb “drink wine.”
[272, 'p14', 'verse', 'v32', 'content']	so we can have sexual relations
[273, 'p14', 'verse', 'v32', 'note', 'f']	tn Heb “and we will lie down.” The cohortative with vav (ו) conjunctive is subordinated to the preceding cohortative and indicates purpose/result.
[274, 'p14', 'verse', 'v32', 'content']	with him and preserve
[275, 'p14', 'verse', 'v32', 'note', 'f']	tn Or “that we may preserve.” Here the cohortative with vav (ו) conjunctive indicates their ultimate goal.
[276, 'p14', 'verse', 'v32', 'content']	our family line through our father.”
[277, 'p14', 'verse', 'v32', 'note', 'f']	tn Heb “and we will keep alive from our father descendants.”
sn For a discussion of the cultural background of the daughters’ desire to preserve our family line see F. C. Fensham, “The Obliteration of the Family as Motif in the Near Eastern Literature,” AION 10 (1969): 191-99.
['v032_NET_GEN_019', 278, 'p14', 'verse', 'v32', 'plain_text']	32 Come, let’s make our father drunk with wine so we can have sexual relations with him and preserve our family line through our father.”
[279, 'p15', 'verse', 'v33', 'label']	33
[280, 'p15', 'verse', 'v33', 'content']	So that night they made their father drunk with wine,
[281, 'p15', 'verse', 'v33', 'note', 'f']	tn Heb “drink wine.”
[282, 'p15', 'verse', 'v33', 'content']	and the older daughter
[283, 'p15', 'verse', 'v33', 'note', 'f']	tn Heb “the firstborn.”
[284, 'p15', 'verse', 'v33', 'content']	came and had sexual relations with her father.
[285, 'p15', 'verse', 'v33', 'note', 'f']	tn Heb “and the firstborn came and lied down with her father.” The expression “lied down with” here and in the following verses is a euphemism for sexual relations.
[286, 'p15', 'verse', 'v33', 'content']	But he was not aware that she had sexual relations with him and then got up.
[287, 'p15', 'verse', 'v33', 'note', 'f']	tn Heb “and he did not know when she lay down and when she arose.”
['v033_NET_GEN_019', 288, 'p15', 'verse', 'v33', 'plain_text']	33 So that night they made their father drunk with wine, and the older daughter came and had sexual relations with her father. But he was not aware that she had sexual relations with him and then got up.
[289, 'p15', 'verse', 'v34', 'label']	34
[290, 'p15', 'verse', 'v34', 'content']	So in the morning the older daughter
[291, 'p15', 'verse', 'v34', 'note', 'f']	tn Heb “the firstborn.”
[292, 'p15', 'verse', 'v34', 'content']	said to the younger, “Since I had sexual relations with my father last night, let’s make him drunk again tonight.
[293, 'p15', 'verse', 'v34', 'note', 'f']	tn Heb “Look, I lied down with my father. Let’s make him drink wine again tonight.”
[294, 'p15', 'verse', 'v34', 'content']	Then you go and have sexual relations with him so we can preserve our family line through our father.”
[295, 'p15', 'verse', 'v34', 'note', 'f']	tn Heb “And go, lie down with him and we will keep alive from our father descendants.”
['v034_NET_GEN_019', 296, 'p15', 'verse', 'v34', 'plain_text']	34 So in the morning the older daughter said to the younger, “Since I had sexual relations with my father last night, let’s make him drunk again tonight. Then you go and have sexual relations with him so we can preserve our family line through our father.”
[297, 'p15', 'verse', 'v35', 'label']	35
[298, 'p15', 'verse', 'v35', 'content']	So they made their father drunk
[299, 'p15', 'verse', 'v35', 'note', 'f']	tn Heb “drink wine.”
[300, 'p15', 'verse', 'v35', 'content']	that night as well, and the younger one came and had sexual relations with him.
[301, 'p15', 'verse', 'v35', 'note', 'f']	tn Heb “lied down with him.”
[302, 'p15', 'verse', 'v35', 'content']	But he was not aware that she had sexual relations with him and then got up.
[303, 'p15', 'verse', 'v35', 'note', 'f']	tn Heb “And he did not know when she lied down and when she arose.”
['v035_NET_GEN_019', 304, 'p15', 'verse', 'v35', 'plain_text']	35 So they made their father drunk that night as well, and the younger one came and had sexual relations with him. But he was not aware that she had sexual relations with him and then got up.
[305, 'p16', 'verse', 'v36', 'label']	36
[306, 'p16', 'verse', 'v36', 'content']	In this way both of Lot’s daughters became pregnant by their father.
['v036_NET_GEN_019', 307, 'p16', 'verse', 'v36', 'plain_text']	36 In this way both of Lot’s daughters became pregnant by their father.
[308, 'p16', 'verse', 'v37', 'label']	37
[309, 'p16', 'verse', 'v37', 'content']	The older daughter
[310, 'p16', 'verse', 'v37', 'note', 'f']	tn Heb “the firstborn.”
[311, 'p16', 'verse', 'v37', 'content']	gave birth to a son and named him Moab.
[312, 'p16', 'verse', 'v37', 'note', 'f']	sn The meaning of the name Moab is not certain. The name sounds like the Hebrew phrase “from our father” (מֵאָבִינוּ, me’avinu) which the daughters used twice (vv. 32, 34). This account is probably included in the narrative in order to portray the Moabites, who later became enemies of God’s people, in a negative light.
[313, 'p16', 'verse', 'v37', 'content']	He is the ancestor of the Moabites of today.
['v037_NET_GEN_019', 314, 'p16', 'verse', 'v37', 'plain_text']	37 The older daughter gave birth to a son and named him Moab. He is the ancestor of the Moabites of today.
[315, 'p16', 'verse', 'v38', 'label']	38
[316, 'p16', 'verse', 'v38', 'content']	The younger daughter also gave birth to a son and named him Ben-Ammi.
[317, 'p16', 'verse', 'v38', 'note', 'f']	sn The name Ben-Ammi means “son of my people.” Like the account of Moab’s birth, this story is probably included in the narrative to portray the Ammonites, another perennial enemy of Israel, in a negative light.
[318, 'p16', 'verse', 'v38', 'content']	He is the ancestor of the Ammonites of today.
['v038_NET_GEN_019', 319, 'p16', 'verse', 'v38', 'plain_text']	38 The younger daughter also gave birth to a son and named him Ben-Ammi. He is the ancestor of the Ammonites of today.
XXXX ===================== Warning: Last verse number v38 does not match expected chapter length 22 for GEN chapter 19
