id,tag,text
1,"[1, 'label']",31
2,"[2, 's1', 'heading']",Jacob’s Flight from Laban
3,"[3, 'p1', 'verse', 'v1', 'label']",1
4,"[4, 'p1', 'verse', 'v1', 'content']","Jacob heard that Laban’s sons were complaining,"
5,"[5, 'p1', 'verse', 'v1', 'note', 'f']","tn Heb “and he heard the words of the sons of Laban, saying.”"
6,"[6, 'p1', 'verse', 'v1', 'content']",“Jacob has taken everything that belonged to our father! He has gotten rich
7,"[7, 'p1', 'verse', 'v1', 'note', 'f']","sn The Hebrew word translated “gotten rich” (כָּבוֹד, cavod) has the basic idea of “weight.” If one is heavy with possessions, then that one is wealthy (13:2). Abraham, Jacob, and Joseph all became wealthy when they left the promised land. Jacob’s wealth foreshadows what will happen to Israel when they leave the land of Egypt (Exod 12:35-38)."
8,"[8, 'p1', 'verse', 'v1', 'content']",at our father’s expense!”
9,"[9, 'p1', 'verse', 'v1', 'note', 'f']",tn Heb “and from that which belonged to our father he has gained all this wealth.”
10,"['v001_NET_GEN_031', 10, 'p1', 'verse', 'v1', 'plain_text']","1 Jacob heard that Laban’s sons were complaining, “Jacob has taken everything that belonged to our father! He has gotten rich at our father’s expense!”"
11,"[11, 'p1', 'verse', 'v2', 'label']",2
12,"[12, 'p1', 'verse', 'v2', 'content']","When Jacob saw the look on Laban’s face, he could tell his attitude toward him had changed."
13,"[13, 'p1', 'verse', 'v2', 'note', 'f']","tn Heb “and Jacob saw the face of Laban, and look, he was not with him as formerly.” Jacob knew from the expression on Laban’s face that his attitude toward him had changed – Jacob had become persona non grata."
14,"['v002_NET_GEN_031', 14, 'p1', 'verse', 'v2', 'plain_text']","2 When Jacob saw the look on Laban’s face, he could tell his attitude toward him had changed."
15,"[15, 'p2', 'verse', 'v3', 'label']",3
16,"[16, 'p2', 'verse', 'v3', 'content']",The
17,"[17, 'p2', 'verse', 'v3', 'sc']",Lord
18,"[18, 'p2', 'verse', 'v3', 'content']","said to Jacob, “Return to the land of your fathers"
19,"[19, 'p2', 'verse', 'v3', 'note', 'f']","tn Or perhaps “ancestors” (so NRSV), although the only “ancestors” Jacob had there were his grandfather Abraham and his father Isaac."
20,"[20, 'p2', 'verse', 'v3', 'content']",and to your relatives. I will be with you.”
21,"[21, 'p2', 'verse', 'v3', 'note', 'f']","sn I will be with you. Though Laban was no longer “with him,” the Lord promised to be."
22,"['v003_NET_GEN_031', 22, 'p2', 'verse', 'v3', 'plain_text']","3 The Lord said to Jacob, “Return to the land of your fathers and to your relatives. I will be with you.”"
23,"[23, 'p2', 'verse', 'v4', 'label']",4
24,"[24, 'p2', 'verse', 'v4', 'content']",So Jacob sent a message for Rachel and Leah
25,"[25, 'p2', 'verse', 'v4', 'note', 'f']","tn Heb “sent and called for Rachel and for Leah.” Jacob did not go in person, but probably sent a servant with a message for his wives to meet him in the field."
26,"[26, 'p2', 'verse', 'v4', 'content']",to come to the field
27,"[27, 'p2', 'verse', 'v4', 'note', 'f']","tn Heb “the field.” The word is an adverbial accusative, indicating that this is where Jacob wanted them to meet him. The words “to come to” are supplied in the translation for clarification and stylistic reasons."
28,"[28, 'p2', 'verse', 'v4', 'content']",where his flocks were.
29,"[29, 'p2', 'verse', 'v4', 'note', 'f']",tn Heb “to his flock.”
30,"['v004_NET_GEN_031', 30, 'p2', 'verse', 'v4', 'plain_text']",4 So Jacob sent a message for Rachel and Leah to come to the field where his flocks were.
31,"[31, 'p2', 'verse', 'v5', 'label']",5
32,"[32, 'p2', 'verse', 'v5', 'content']","There he said to them, “I can tell that your father’s attitude toward me has changed,"
33,"[33, 'p2', 'verse', 'v5', 'note', 'f']","tn Heb “I see the face of your father, that he is not toward me as formerly.”"
34,"[34, 'p2', 'verse', 'v5', 'content']",but the God of my father has been with me.
35,"['v005_NET_GEN_031', 35, 'p2', 'verse', 'v5', 'plain_text']","5 There he said to them, “I can tell that your father’s attitude toward me has changed, but the God of my father has been with me."
36,"[36, 'p2', 'verse', 'v6', 'label']",6
37,"[37, 'p2', 'verse', 'v6', 'content']","You know that I’ve worked for your father as hard as I could,"
38,"[38, 'p2', 'verse', 'v6', 'note', 'f']",tn Heb “with all my strength.”
39,"['v006_NET_GEN_031', 39, 'p2', 'verse', 'v6', 'plain_text']","6 You know that I’ve worked for your father as hard as I could,"
40,"[40, 'p2', 'verse', 'v7', 'label']",7
41,"[41, 'p2', 'verse', 'v7', 'content']",but your father has humiliated
42,"[42, 'p2', 'verse', 'v7', 'note', 'f']",tn This rare verb means “to make a fool of” someone. It involves deceiving someone so that their public reputation suffers (see Exod 8:25).
43,"[43, 'p2', 'verse', 'v7', 'content']",me and changed my wages ten times. But God has not permitted him to do me any harm.
44,"['v007_NET_GEN_031', 44, 'p2', 'verse', 'v7', 'plain_text']",7 but your father has humiliated me and changed my wages ten times. But God has not permitted him to do me any harm.
45,"[45, 'p2', 'verse', 'v8', 'label']",8
46,"[46, 'p2', 'verse', 'v8', 'content']","If he said,"
47,"[47, 'p2', 'verse', 'v8', 'note', 'f']","tn In the protasis (“if” section) of this conditional clause, the imperfect verbal form has a customary nuance – whatever he would say worked to Jacob’s benefit."
48,"[48, 'p2', 'verse', 'v8', 'content']",‘The speckled animals
49,"[49, 'p2', 'verse', 'v8', 'note', 'f']",tn Heb “speckled” (twice this verse). The word “animals” (after the first occurrence of “speckled”) and “offspring” (after the second) have been supplied in the translation for stylistic reasons. The same two terms (“animals” and “offspring”) have been supplied after the two occurrences of “streaked” later in this verse.
50,"[50, 'p2', 'verse', 'v8', 'content']","will be your wage,’ then the entire flock gave birth to speckled offspring. But if he said, ‘The streaked animals will be your wage,’ then the entire flock gave birth to streaked offspring."
51,"['v008_NET_GEN_031', 51, 'p2', 'verse', 'v8', 'plain_text']","8 If he said, ‘The speckled animals will be your wage,’ then the entire flock gave birth to speckled offspring. But if he said, ‘The streaked animals will be your wage,’ then the entire flock gave birth to streaked offspring."
52,"[52, 'p2', 'verse', 'v9', 'label']",9
53,"[53, 'p2', 'verse', 'v9', 'content']",In this way God has snatched away your father’s livestock and given them to me.
54,"['v009_NET_GEN_031', 54, 'p2', 'verse', 'v9', 'plain_text']",9 In this way God has snatched away your father’s livestock and given them to me.
55,"[55, 'p3', 'verse', 'v10', 'label']",10
56,"[56, 'p3', 'verse', 'v10', 'content']",“Once
57,"[57, 'p3', 'verse', 'v10', 'note', 'f']","tn The sentence begins with the temporal indicator, “and it happened at the time of.”"
58,"[58, 'p3', 'verse', 'v10', 'content']",during breeding season I saw
59,"[59, 'p3', 'verse', 'v10', 'note', 'f']",tn Heb “in the time of the breeding of the flock I lifted up my eyes and I saw.”
60,"[60, 'p3', 'verse', 'v10', 'content']",in a dream that the male goats mating with
61,"[61, 'p3', 'verse', 'v10', 'note', 'f']","tn Heb “going up on,” that is, mounting for intercourse."
62,"[62, 'p3', 'verse', 'v10', 'content']","the flock were streaked, speckled, and spotted."
63,"['v010_NET_GEN_031', 63, 'p3', 'verse', 'v10', 'plain_text']","10 “Once during breeding season I saw in a dream that the male goats mating with the flock were streaked, speckled, and spotted."
64,"[64, 'p3', 'verse', 'v11', 'label']",11
65,"[65, 'p3', 'verse', 'v11', 'content']","In the dream the angel of God said to me, ‘Jacob!’ ‘Here I am!’ I replied."
66,"['v011_NET_GEN_031', 66, 'p3', 'verse', 'v11', 'plain_text']","11 In the dream the angel of God said to me, ‘Jacob!’ ‘Here I am!’ I replied."
67,"[67, 'p3', 'verse', 'v12', 'label']",12
68,"[68, 'p3', 'verse', 'v12', 'content']","Then he said, ‘Observe"
69,"[69, 'p3', 'verse', 'v12', 'note', 'f']",tn Heb “lift up (now) your eyes and see.”
70,"[70, 'p3', 'verse', 'v12', 'content']",that all the male goats mating with
71,"[71, 'p3', 'verse', 'v12', 'note', 'f']","tn Heb “going up on,” that is, mounting for intercourse."
72,"[72, 'p3', 'verse', 'v12', 'content']","the flock are streaked, speckled, or spotted, for I have observed all that Laban has done to you."
73,"['v012_NET_GEN_031', 73, 'p3', 'verse', 'v12', 'plain_text']","12 Then he said, ‘Observe that all the male goats mating with the flock are streaked, speckled, or spotted, for I have observed all that Laban has done to you."
74,"[74, 'p3', 'verse', 'v13', 'label']",13
75,"[75, 'p3', 'verse', 'v13', 'content']","I am the God of Bethel,"
76,"[76, 'p3', 'verse', 'v13', 'note', 'f']",map For location see Map4-G4; Map5-C1; Map6-E3; Map7-D1; Map8-G3.
77,"[77, 'p3', 'verse', 'v13', 'content']",where you anointed
78,"[78, 'p3', 'verse', 'v13', 'note', 'f']",sn You anointed the sacred stone. In Gen 28:18 the text simply reported that Jacob poured oil on top of the stone. Now that pouring is interpreted by the Lord as an anointing. Jacob had consecrated the place.
79,"[79, 'p3', 'verse', 'v13', 'content']",the sacred stone and made a vow to me.
80,"[80, 'p3', 'verse', 'v13', 'note', 'f']","sn And made a vow to me. The second clause reminds Jacob of the vow he made to the Lord when he anointed the stone (Gen 28:20-22). God is now going to take him back to the land, and so he will have to fulfill his vow."
81,"[81, 'p3', 'verse', 'v13', 'content']",Now leave this land immediately
82,"[82, 'p3', 'verse', 'v13', 'note', 'f']","tn Heb “arise, leave!” The first imperative draws attention to the need for immediate action.
sn Leave this land immediately. The decision to leave was a wise one in view of the changed attitude in Laban and his sons. But more than that, it was the will of God. Jacob needed to respond to God’s call – the circumstances simply made it easier."
83,"[83, 'p3', 'verse', 'v13', 'content']",and return to your native land.’”
84,"['v013_NET_GEN_031', 84, 'p3', 'verse', 'v13', 'plain_text']","13 I am the God of Bethel, where you anointed the sacred stone and made a vow to me. Now leave this land immediately and return to your native land.’”"
85,"[85, 'p4', 'verse', 'v14', 'label']",14
86,"[86, 'p4', 'verse', 'v14', 'content']","Then Rachel and Leah replied to him, “Do we still have any portion or inheritance"
87,"[87, 'p4', 'verse', 'v14', 'note', 'f']","tn The two nouns may form a hendiadys, meaning “a share in the inheritance” or “a portion to inherit.”"
88,"[88, 'p4', 'verse', 'v14', 'content']",in our father’s house?
89,"['v014_NET_GEN_031', 89, 'p4', 'verse', 'v14', 'plain_text']","14 Then Rachel and Leah replied to him, “Do we still have any portion or inheritance in our father’s house?"
90,"[90, 'p4', 'verse', 'v15', 'label']",15
91,"[91, 'p4', 'verse', 'v15', 'content']","Hasn’t he treated us like foreigners? He not only sold us, but completely wasted"
92,"[92, 'p4', 'verse', 'v15', 'note', 'f']","tn Heb “and he devoured, even devouring.” The infinitive absolute (following the finite verb here) is used for emphasis.
sn He sold us and…wasted our money. The precise nature of Rachel’s and Leah’s complaint is not entirely clear. Since Jacob had to work to pay for them, they probably mean that their father has cheated Jacob and therefore cheated them as well. See M. Burrows, “The Complaint of Laban’s Daughters,” JAOS 57 (1937): 250-76."
93,"[93, 'p4', 'verse', 'v15', 'content']",the money paid for us!
94,"[94, 'p4', 'verse', 'v15', 'note', 'f']","tn Heb “our money.” The word “money” is used figuratively here; it means the price paid for Leah and Rachel. A literal translation (“our money”) makes it sound as if Laban wasted money that belonged to Rachel and Leah, rather than the money paid for them."
95,"['v015_NET_GEN_031', 95, 'p4', 'verse', 'v15', 'plain_text']","15 Hasn’t he treated us like foreigners? He not only sold us, but completely wasted the money paid for us!"
96,"[96, 'p4', 'verse', 'v16', 'label']",16
97,"[97, 'p4', 'verse', 'v16', 'content']",Surely all the wealth that God snatched away from our father belongs to us and to our children. So now do everything God has told you.”
98,"['v016_NET_GEN_031', 98, 'p4', 'verse', 'v16', 'plain_text']",16 Surely all the wealth that God snatched away from our father belongs to us and to our children. So now do everything God has told you.”
99,"[99, 'p5', 'verse', 'v17', 'label']",17
100,"[100, 'p5', 'verse', 'v17', 'content']",So Jacob immediately put his children and his wives on the camels.
101,"[101, 'p5', 'verse', 'v17', 'note', 'f']",tn Heb “and Jacob arose and he lifted up his sons and his wives on to the camels.”
102,"['v017_NET_GEN_031', 102, 'p5', 'verse', 'v17', 'plain_text']",17 So Jacob immediately put his children and his wives on the camels.
103,"[103, 'p5', 'verse', 'v18', 'label']",18
104,"[104, 'p5', 'verse', 'v18', 'content']",He took
105,"[105, 'p5', 'verse', 'v18', 'note', 'f']","tn Heb “drove,” but this is subject to misunderstanding in contemporary English."
106,"[106, 'p5', 'verse', 'v18', 'content']",away all the livestock he had acquired in Paddan Aram and all his moveable property that he had accumulated. Then he set out toward the land of Canaan to return to his father Isaac.
107,"[107, 'p5', 'verse', 'v18', 'note', 'f']","tn Heb “and he led away all his cattle and all his moveable property which he acquired, the cattle he obtained, which he acquired in Paddan Aram to go to Isaac his father to the land of Canaan.”"
108,"['v018_NET_GEN_031', 108, 'p5', 'verse', 'v18', 'plain_text']",18 He took away all the livestock he had acquired in Paddan Aram and all his moveable property that he had accumulated. Then he set out toward the land of Canaan to return to his father Isaac.
109,"[109, 'p6', 'verse', 'v19', 'label']",19
110,"[110, 'p6', 'verse', 'v19', 'content']","While Laban had gone to shear his sheep,"
111,"[111, 'p6', 'verse', 'v19', 'note', 'f']",tn This disjunctive clause (note the pattern conjunction + subject + verb) introduces a new scene. In the English translation it may be subordinated to the following clause.
112,"[112, 'p6', 'verse', 'v19', 'content']",Rachel stole the household idols
113,"[113, 'p6', 'verse', 'v19', 'note', 'f']","tn Or “household gods.” Some translations merely transliterate the Hebrew term תְּרָפִים (tÿrafim) as “teraphim,” which apparently refers to household idols. Some contend that possession of these idols guaranteed the right of inheritance, but it is more likely that they were viewed simply as protective deities. See M. Greenberg, “Another Look at Rachel’s Theft of the Teraphim,” JBL 81 (1962): 239-48."
114,"[114, 'p6', 'verse', 'v19', 'content']",that belonged to her father.
115,"['v019_NET_GEN_031', 115, 'p6', 'verse', 'v19', 'plain_text']","19 While Laban had gone to shear his sheep, Rachel stole the household idols that belonged to her father."
116,"[116, 'p6', 'verse', 'v20', 'label']",20
117,"[117, 'p6', 'verse', 'v20', 'content']",Jacob also deceived
118,"[118, 'p6', 'verse', 'v20', 'note', 'f']","tn Heb “stole the heart of,” an expression which apparently means “to deceive.” The repetition of the verb “to steal” shows that Jacob and Rachel are kindred spirits. Any thought that Laban would have resigned himself to their departure was now out of the question."
119,"[119, 'p6', 'verse', 'v20', 'content']",Laban the Aramean by not telling him that he was leaving.
120,"[120, 'p6', 'verse', 'v20', 'note', 'f']","tn Heb “fleeing,” which reflects Jacob’s viewpoint."
121,"['v020_NET_GEN_031', 121, 'p6', 'verse', 'v20', 'plain_text']",20 Jacob also deceived Laban the Aramean by not telling him that he was leaving.
122,"[122, 'p6', 'verse', 'v21', 'label']",21
123,"[123, 'p6', 'verse', 'v21', 'content']",He left
124,"[124, 'p6', 'verse', 'v21', 'note', 'f']",tn Heb “and he fled.”
125,"[125, 'p6', 'verse', 'v21', 'content']",with all he owned. He quickly crossed
126,"[126, 'p6', 'verse', 'v21', 'note', 'f']",tn Heb “he arose and crossed.” The first verb emphasizes that he wasted no time in getting across.
127,"[127, 'p6', 'verse', 'v21', 'content']",the Euphrates River
128,"[128, 'p6', 'verse', 'v21', 'note', 'f']",tn Heb “the river”; the referent (the Euphrates) has been specified in the translation for clarity.
129,"[129, 'p6', 'verse', 'v21', 'content']",and headed for
130,"[130, 'p6', 'verse', 'v21', 'note', 'f']",tn Heb “he set his face.”
131,"[131, 'p6', 'verse', 'v21', 'content']",the hill country of Gilead.
132,"['v021_NET_GEN_031', 132, 'p6', 'verse', 'v21', 'plain_text']",21 He left with all he owned. He quickly crossed the Euphrates River and headed for the hill country of Gilead.
133,"[133, 'p7', 'verse', 'v22', 'label']",22
134,"[134, 'p7', 'verse', 'v22', 'content']",Three days later Laban discovered Jacob had left.
135,"[135, 'p7', 'verse', 'v22', 'note', 'f']",tn Heb “and it was told to Laban on the third day that Jacob had fled.”
136,"['v022_NET_GEN_031', 136, 'p7', 'verse', 'v22', 'plain_text']",22 Three days later Laban discovered Jacob had left.
137,"[137, 'p7', 'verse', 'v23', 'label']",23
138,"[138, 'p7', 'verse', 'v23', 'content']",So he took his relatives
139,"[139, 'p7', 'verse', 'v23', 'note', 'f']",tn Heb “his brothers.”
140,"[140, 'p7', 'verse', 'v23', 'content']",with him and pursued Jacob
141,"[141, 'p7', 'verse', 'v23', 'note', 'f']",tn Heb “him”; the referent (Jacob) has been specified in the translation for clarity.
142,"[142, 'p7', 'verse', 'v23', 'content']",for seven days.
143,"[143, 'p7', 'verse', 'v23', 'note', 'f']",tn Heb “and he pursued after him a journey of seven days.”
144,"[144, 'p7', 'verse', 'v23', 'content']",He caught up with
145,"[145, 'p7', 'verse', 'v23', 'note', 'f']",tn Heb “drew close to.”
146,"[146, 'p7', 'verse', 'v23', 'content']",him in the hill country of Gilead.
147,"['v023_NET_GEN_031', 147, 'p7', 'verse', 'v23', 'plain_text']",23 So he took his relatives with him and pursued Jacob for seven days. He caught up with him in the hill country of Gilead.
148,"[148, 'p7', 'verse', 'v24', 'label']",24
149,"[149, 'p7', 'verse', 'v24', 'content']","But God came to Laban the Aramean in a dream at night and warned him,"
150,"[150, 'p7', 'verse', 'v24', 'note', 'f']",tn Heb “said to him.”
151,"[151, 'p7', 'verse', 'v24', 'content']",“Be careful
152,"[152, 'p7', 'verse', 'v24', 'note', 'f']","tn Heb “watch yourself,” which is a warning to be on guard against doing something that is inappropriate."
153,"[153, 'p7', 'verse', 'v24', 'content']",that you neither bless nor curse Jacob.”
154,"[154, 'p7', 'verse', 'v24', 'note', 'f']","tn Heb “lest you speak with Jacob from good to evil.” The precise meaning of the expression, which occurs only here and in v. 29, is uncertain. Since Laban proceeded to speak to Jacob at length, it cannot mean to maintain silence. Nor does it seem to be a prohibition against criticism (see vv. 26-30). Most likely it refers to a formal pronouncement, whether it be a blessing or a curse. Laban was to avoid saying anything to Jacob that would be intended to enhance him or to harm him."
155,"['v024_NET_GEN_031', 155, 'p7', 'verse', 'v24', 'plain_text']","24 But God came to Laban the Aramean in a dream at night and warned him, “Be careful that you neither bless nor curse Jacob.”"
156,"[156, 'p8', 'verse', 'v25', 'label']",25
157,"[157, 'p8', 'verse', 'v25', 'content']","Laban overtook Jacob, and when Jacob pitched his tent in the hill country of Gilead, Laban and his relatives set up camp there too."
158,"[158, 'p8', 'verse', 'v25', 'note', 'f']","tn Heb “and Jacob pitched his tent in the hill country, and Laban pitched with his brothers in the hill country of Gilead.” The juxtaposition of disjunctive clauses (note the pattern conjunction + subject + verb in both clauses) indicates synchronism of action."
159,"['v025_NET_GEN_031', 159, 'p8', 'verse', 'v25', 'plain_text']","25 Laban overtook Jacob, and when Jacob pitched his tent in the hill country of Gilead, Laban and his relatives set up camp there too."
160,"[160, 'p8', 'verse', 'v26', 'label']",26
161,"[161, 'p8', 'verse', 'v26', 'content']",“What have you done?” Laban demanded of Jacob. “You’ve deceived me
162,"[162, 'p8', 'verse', 'v26', 'note', 'f']",tn Heb “and you have stolen my heart.” This expression apparently means “to deceive” (see v. 20).
163,"[163, 'p8', 'verse', 'v26', 'content']",and carried away my daughters as if they were captives of war!
164,"[164, 'p8', 'verse', 'v26', 'note', 'f']",tn Heb “and you have led away my daughters like captives of a sword.”
165,"['v026_NET_GEN_031', 165, 'p8', 'verse', 'v26', 'plain_text']",26 “What have you done?” Laban demanded of Jacob. “You’ve deceived me and carried away my daughters as if they were captives of war!
166,"[166, 'p8', 'verse', 'v27', 'label']",27
167,"[167, 'p8', 'verse', 'v27', 'content']",Why did you run away secretly
168,"[168, 'p8', 'verse', 'v27', 'note', 'f']","tn Heb “Why did you hide in order to flee?” The verb “hide” and the infinitive “to flee” form a hendiadys, the infinitive becoming the main verb and the other the adverb: “flee secretly.”"
169,"[169, 'p8', 'verse', 'v27', 'content']",and deceive me?
170,"[170, 'p8', 'verse', 'v27', 'note', 'f']",tn Heb “and steal me.”
