id,tag,text
1,"[1, 'label']",38
2,"[2, 's1', 'heading']",Judah and Tamar
3,"[3, 'p1', 'verse', 'v1', 'label']",1
4,"[4, 'p1', 'verse', 'v1', 'content']",At that time Judah left
5,"[5, 'p1', 'verse', 'v1', 'note', 'f']",tn Heb “went down from.”
6,"[6, 'p1', 'verse', 'v1', 'content']",his brothers and stayed
7,"[7, 'p1', 'verse', 'v1', 'note', 'f']",tn Heb “and he turned aside unto.”
8,"[8, 'p1', 'verse', 'v1', 'content']",with an Adullamite man
9,"[9, 'p1', 'verse', 'v1', 'note', 'f']","tn Heb “a man, an Adullamite.”"
10,"[10, 'p1', 'verse', 'v1', 'content']",named Hirah.
11,"['v001_NET_GEN_038', 11, 'p1', 'verse', 'v1', 'plain_text']",1 At that time Judah left his brothers and stayed with an Adullamite man named Hirah.
12,"[12, 'p2', 'verse', 'v2', 'label']",2
13,"[13, 'p2', 'verse', 'v2', 'content']",There Judah saw the daughter of a Canaanite man
14,"[14, 'p2', 'verse', 'v2', 'note', 'f']","tn Heb “a man, a Canaanite.”"
15,"[15, 'p2', 'verse', 'v2', 'content']",named Shua.
16,"[16, 'p2', 'verse', 'v2', 'note', 'f']",tn Heb “and his name was Shua.”
17,"[17, 'p2', 'verse', 'v2', 'content']",Judah acquired her as a wife
18,"[18, 'p2', 'verse', 'v2', 'note', 'f']",tn Heb “and he took her.”
19,"[19, 'p2', 'verse', 'v2', 'content']",and had marital relations with her.
20,"[20, 'p2', 'verse', 'v2', 'note', 'f']",tn Heb “and he went to her.” This expression is a euphemism for sexual intercourse.
21,"['v002_NET_GEN_038', 21, 'p2', 'verse', 'v2', 'plain_text']",2 There Judah saw the daughter of a Canaanite man named Shua. Judah acquired her as a wife and had marital relations with her.
22,"[22, 'p2', 'verse', 'v3', 'label']",3
23,"[23, 'p2', 'verse', 'v3', 'content']",She became pregnant
24,"[24, 'p2', 'verse', 'v3', 'note', 'f']",tn Or “she conceived” (also in the following verse).
25,"[25, 'p2', 'verse', 'v3', 'content']",and had a son. Judah named
26,"[26, 'p2', 'verse', 'v3', 'note', 'f']","tc Some mss read this verb as feminine, “she called,” to match the pattern of the next two verses. But the MT, “he called,” should probably be retained as the more difficult reading.
tn Heb “and he called his name.” The referent (Judah) has been specified in the translation for clarity."
27,"[27, 'p2', 'verse', 'v3', 'content']",him Er.
28,"['v003_NET_GEN_038', 28, 'p2', 'verse', 'v3', 'plain_text']",3 She became pregnant and had a son. Judah named him Er.
29,"[29, 'p2', 'verse', 'v4', 'label']",4
30,"[30, 'p2', 'verse', 'v4', 'content']","She became pregnant again and had another son, whom she named Onan."
31,"['v004_NET_GEN_038', 31, 'p2', 'verse', 'v4', 'plain_text']","4 She became pregnant again and had another son, whom she named Onan."
32,"[32, 'p2', 'verse', 'v5', 'label']",5
33,"[33, 'p2', 'verse', 'v5', 'content']",Then she had
34,"[34, 'p2', 'verse', 'v5', 'note', 'f']",tn Heb “and she added again and she gave birth.” The first verb and the adverb emphasize that she gave birth once more.
35,"[35, 'p2', 'verse', 'v5', 'content']","yet another son, whom she named Shelah. She gave birth to him in Kezib."
36,"[36, 'p2', 'verse', 'v5', 'note', 'f']","tn Or “and he [i.e., Judah] was in Kezib when she gave birth to him.”"
37,"['v005_NET_GEN_038', 37, 'p2', 'verse', 'v5', 'plain_text']","5 Then she had yet another son, whom she named Shelah. She gave birth to him in Kezib."
38,"[38, 'p3', 'verse', 'v6', 'label']",6
39,"[39, 'p3', 'verse', 'v6', 'content']",Judah acquired
40,"[40, 'p3', 'verse', 'v6', 'note', 'f']",tn Heb “and Judah took.”
41,"[41, 'p3', 'verse', 'v6', 'content']",a wife for Er his firstborn; her name was Tamar.
42,"['v006_NET_GEN_038', 42, 'p3', 'verse', 'v6', 'plain_text']",6 Judah acquired a wife for Er his firstborn; her name was Tamar.
43,"[43, 'p3', 'verse', 'v7', 'label']",7
44,"[44, 'p3', 'verse', 'v7', 'content']","But Er, Judah’s firstborn, was evil in the"
45,"[45, 'p3', 'verse', 'v7', 'sc']",Lord
46,"[46, 'p3', 'verse', 'v7', 'content']","’s sight, so the"
47,"[47, 'p3', 'verse', 'v7', 'sc']",Lord
48,"[48, 'p3', 'verse', 'v7', 'content']",killed him.
49,"['v007_NET_GEN_038', 49, 'p3', 'verse', 'v7', 'plain_text']","7 But Er, Judah’s firstborn, was evil in the Lord ’s sight, so the Lord killed him."
50,"[50, 'p4', 'verse', 'v8', 'label']",8
51,"[51, 'p4', 'verse', 'v8', 'content']","Then Judah said to Onan, “Have sexual relations with"
