id,tag,text
1,"[1, 'label']",13
2,"[2, 's1', 'heading']",Abram’s Solution to the Strife
3,"[3, 'p1', 'verse', 'v1', 'label']",1
4,"[4, 'p1', 'verse', 'v1', 'content']",So Abram went up from Egypt into the Negev.
5,"[5, 'p1', 'verse', 'v1', 'note', 'f']","tn Or “the South [country]” (also in v. 3).
sn Negev is the name for the southern desert region in the land of Canaan."
6,"[6, 'p1', 'verse', 'v1', 'content']","He took his wife and all his possessions with him, as well as Lot."
7,"[7, 'p1', 'verse', 'v1', 'note', 'f']","tn Heb “And Abram went up from Egypt, he and his wife and all which was his, and Lot with him, to the Negev.”"
8,"['v001_NET_GEN_013', 8, 'p1', 'verse', 'v1', 'plain_text']","1 So Abram went up from Egypt into the Negev. He took his wife and all his possessions with him, as well as Lot."
9,"[9, 'p1', 'verse', 'v2', 'label']",2
10,"[10, 'p1', 'verse', 'v2', 'content']",(Now Abram was very wealthy
11,"[11, 'p1', 'verse', 'v2', 'note', 'f']",tn Heb “heavy.”
12,"[12, 'p1', 'verse', 'v2', 'content']","in livestock, silver, and gold.)"
13,"[13, 'p1', 'verse', 'v2', 'note', 'f']","tn This parenthetical clause, introduced by the vav (ו) disjunctive (translated “now”), provides information necessary to the point of the story."
14,"['v002_NET_GEN_013', 14, 'p1', 'verse', 'v2', 'plain_text']","2 (Now Abram was very wealthy in livestock, silver, and gold.)"
15,"[15, 'p2', 'verse', 'v3', 'label']",3
16,"[16, 'p2', 'verse', 'v3', 'content']",And he journeyed from place to place
17,"[17, 'p2', 'verse', 'v3', 'note', 'f']",tn Heb “on his journeys”; the verb and noun combination means to pick up the tents and move from camp to camp.
18,"[18, 'p2', 'verse', 'v3', 'content']",from the Negev as far as Bethel.
19,"[19, 'p2', 'verse', 'v3', 'note', 'f']",map For location see Map4-G4; Map5-C1; Map6-E3; Map7-D1; Map8-G3.
20,"[20, 'p2', 'verse', 'v3', 'content']",He returned
21,"[21, 'p2', 'verse', 'v3', 'note', 'f']",tn The words “he returned” are supplied in the translation for stylistic reasons.
22,"[22, 'p2', 'verse', 'v3', 'content']",to the place where he had pitched his tent
23,"[23, 'p2', 'verse', 'v3', 'note', 'f']",tn Heb “where his tent had been.”
24,"[24, 'p2', 'verse', 'v3', 'content']","at the beginning, between Bethel and Ai."
25,"['v003_NET_GEN_013', 25, 'p2', 'verse', 'v3', 'plain_text']","3 And he journeyed from place to place from the Negev as far as Bethel. He returned to the place where he had pitched his tent at the beginning, between Bethel and Ai."
26,"[26, 'p2', 'verse', 'v4', 'label']",4
27,"[27, 'p2', 'verse', 'v4', 'content']","This was the place where he had first built the altar,"
28,"[28, 'p2', 'verse', 'v4', 'note', 'f']",tn Heb “to the place of the altar which he had made there in the beginning” (cf. Gen 12:7-8).
