id,tag,text
1,"[1, 'label']",33
2,"[2, 's1', 'heading']",Jacob Meets Esau
3,"[3, 'p1', 'verse', 'v1', 'label']",1
4,"[4, 'p1', 'verse', 'v1', 'content']",Jacob looked up
5,"[5, 'p1', 'verse', 'v1', 'note', 'f']",tn Heb “and Jacob lifted up his eyes.”
6,"[6, 'p1', 'verse', 'v1', 'content']",and saw that Esau was coming
7,"[7, 'p1', 'verse', 'v1', 'note', 'f']","tn Or “and look, Esau was coming.” By the use of the particle הִנֵּה (hinneh, “look”), the narrator invites the reader to view the scene through Jacob’s eyes."
8,"[8, 'p1', 'verse', 'v1', 'content']","along with four hundred men. So he divided the children among Leah, Rachel, and the two female servants."
9,"['v001_NET_GEN_033', 9, 'p1', 'verse', 'v1', 'plain_text']","1 Jacob looked up and saw that Esau was coming along with four hundred men. So he divided the children among Leah, Rachel, and the two female servants."
10,"[10, 'p1', 'verse', 'v2', 'label']",2
11,"[11, 'p1', 'verse', 'v2', 'content']","He put the servants and their children in front, with Leah and her children behind them, and Rachel and Joseph behind them."
12,"[12, 'p1', 'verse', 'v2', 'note', 'f']",sn This kind of ranking according to favoritism no doubt fed the jealousy over Joseph that later becomes an important element in the narrative. It must have been painful to the family to see that they were expendable.
13,"['v002_NET_GEN_033', 13, 'p1', 'verse', 'v2', 'plain_text']","2 He put the servants and their children in front, with Leah and her children behind them, and Rachel and Joseph behind them."
14,"[14, 'p1', 'verse', 'v3', 'label']",3
15,"[15, 'p1', 'verse', 'v3', 'content']",But Jacob
16,"[16, 'p1', 'verse', 'v3', 'note', 'f']",tn Heb “and he”; the referent (Jacob) has been specified in the translation for clarity.
17,"[17, 'p1', 'verse', 'v3', 'content']","himself went on ahead of them, and he bowed toward the ground seven times as he approached"
18,"[18, 'p1', 'verse', 'v3', 'note', 'f']",tn Heb “until his drawing near unto his brother.” The construction uses the preposition with the infinitive construct to express a temporal clause.
19,"[19, 'p1', 'verse', 'v3', 'content']",his brother.
20,"['v003_NET_GEN_033', 20, 'p1', 'verse', 'v3', 'plain_text']","3 But Jacob himself went on ahead of them, and he bowed toward the ground seven times as he approached his brother."
21,"[21, 'p1', 'verse', 'v4', 'label']",4
22,"[22, 'p1', 'verse', 'v4', 'content']","But Esau ran to meet him, embraced him, hugged his neck, and kissed him. Then they both wept."
23,"['v004_NET_GEN_033', 23, 'p1', 'verse', 'v4', 'plain_text']","4 But Esau ran to meet him, embraced him, hugged his neck, and kissed him. Then they both wept."
24,"[24, 'p1', 'verse', 'v5', 'label']",5
25,"[25, 'p1', 'verse', 'v5', 'content']",When Esau
26,"[26, 'p1', 'verse', 'v5', 'note', 'f']",tn Heb “and he”; the referent (Esau) has been specified in the translation for clarity.
27,"[27, 'p1', 'verse', 'v5', 'content']",looked up
28,"[28, 'p1', 'verse', 'v5', 'note', 'f']",tn Heb “lifted up his eyes.”
29,"[29, 'p1', 'verse', 'v5', 'content']","and saw the women and the children, he asked, “Who are these people with you?” Jacob"
30,"[30, 'p1', 'verse', 'v5', 'note', 'f']",tn Heb “and he”; the referent (Jacob) has been specified in the translation for clarity.
31,"[31, 'p1', 'verse', 'v5', 'content']","replied, “The children whom God has graciously given"
32,"[32, 'p1', 'verse', 'v5', 'note', 'f']",tn The Hebrew verb means “to be gracious; to show favor”; here it carries the nuance “to give graciously.”
33,"[33, 'p1', 'verse', 'v5', 'content']",your servant.”
34,"['v005_NET_GEN_033', 34, 'p1', 'verse', 'v5', 'plain_text']","5 When Esau looked up and saw the women and the children, he asked, “Who are these people with you?” Jacob replied, “The children whom God has graciously given your servant.”"
35,"[35, 'p1', 'verse', 'v6', 'label']",6
36,"[36, 'p1', 'verse', 'v6', 'content']",The female servants came forward with their children and bowed down.
37,"[37, 'p1', 'verse', 'v6', 'note', 'f']","tn Heb “and the female servants drew near, they and their children and they bowed down.”"
38,"['v006_NET_GEN_033', 38, 'p1', 'verse', 'v6', 'plain_text']",6 The female servants came forward with their children and bowed down.
39,"[39, 'p1', 'verse', 'v7', 'label']",7
40,"[40, 'p1', 'verse', 'v7', 'content']",Then Leah came forward with her children and they bowed down. Finally Joseph and Rachel came forward and bowed down.
41,"['v007_NET_GEN_033', 41, 'p1', 'verse', 'v7', 'plain_text']",7 Then Leah came forward with her children and they bowed down. Finally Joseph and Rachel came forward and bowed down.
42,"[42, 'p2', 'verse', 'v8', 'label']",8
43,"[43, 'p2', 'verse', 'v8', 'content']",Esau
44,"[44, 'p2', 'verse', 'v8', 'note', 'f']",tn Heb “and he”; the referent (Esau) has been specified in the translation for clarity.
45,"[45, 'p2', 'verse', 'v8', 'content']","then asked, “What did you intend"
46,"[46, 'p2', 'verse', 'v8', 'note', 'f']",tn Heb “Who to you?”
47,"[47, 'p2', 'verse', 'v8', 'content']",by sending all these herds to meet me?”
48,"[48, 'p2', 'verse', 'v8', 'note', 'f']",tn Heb “all this camp which I met.”
49,"[49, 'p2', 'verse', 'v8', 'content']",Jacob
50,"[50, 'p2', 'verse', 'v8', 'note', 'f']",tn Heb “and he”; the referent (Jacob) has been specified in the translation for clarity.
51,"[51, 'p2', 'verse', 'v8', 'content']","replied, “To find favor in your sight, my lord.”"
52,"['v008_NET_GEN_033', 52, 'p2', 'verse', 'v8', 'plain_text']","8 Esau then asked, “What did you intend by sending all these herds to meet me?” Jacob replied, “To find favor in your sight, my lord.”"
53,"[53, 'p2', 'verse', 'v9', 'label']",9
54,"[54, 'p2', 'verse', 'v9', 'content']","But Esau said, “I have plenty, my brother. Keep what belongs to you.”"
55,"['v009_NET_GEN_033', 55, 'p2', 'verse', 'v9', 'plain_text']","9 But Esau said, “I have plenty, my brother. Keep what belongs to you.”"
56,"[56, 'p2', 'verse', 'v10', 'label']",10
57,"[57, 'p2', 'verse', 'v10', 'content']","“No, please take them,” Jacob said."
58,"[58, 'p2', 'verse', 'v10', 'note', 'f']","tn Heb “and Jacob said, ‘No, please.’” The words “take them” have been supplied in the translation for clarity, and the order of the introductory clause and the direct discourse rearranged for stylistic reasons."
59,"[59, 'p2', 'verse', 'v10', 'content']","“If I have found favor in your sight, accept"
60,"[60, 'p2', 'verse', 'v10', 'note', 'f']","tn The form is the perfect tense with a vav (ו) consecutive, expressing a contingent future nuance in the “then” section of the conditional sentence."
61,"[61, 'p2', 'verse', 'v10', 'content']","my gift from my hand. Now that I have seen your face and you have accepted me,"
62,"[62, 'p2', 'verse', 'v10', 'note', 'f']","tn The verbal form is the preterite with a vav (ו) consecutive, indicating result here."
63,"[63, 'p2', 'verse', 'v10', 'content']",it is as if I have seen the face of God.
64,"[64, 'p2', 'verse', 'v10', 'note', 'f']","tn Heb “for therefore I have seen your face like seeing the face of God and you have accepted me.”
sn This is an allusion to the preceding episode (32:22-31) in which Jacob saw the face of God and realized his prayer was answered."
65,"['v010_NET_GEN_033', 65, 'p2', 'verse', 'v10', 'plain_text']","10 “No, please take them,” Jacob said. “If I have found favor in your sight, accept my gift from my hand. Now that I have seen your face and you have accepted me, it is as if I have seen the face of God."
66,"[66, 'p2', 'verse', 'v11', 'label']",11
67,"[67, 'p2', 'verse', 'v11', 'content']",Please take my present
68,"[68, 'p2', 'verse', 'v11', 'note', 'f']",tn Heb “blessing.” It is as if Jacob is trying to repay what he stole from his brother twenty years earlier.
69,"[69, 'p2', 'verse', 'v11', 'content']","that was brought to you, for God has been generous"
