id,tag,text
1,"[1, 'label']",47
2,"[2, 's1', 'heading']",Joseph’s Wise Administration
3,"[3, 'p1', 'verse', 'v1', 'label']",1
4,"[4, 'p1', 'verse', 'v1', 'content']","Joseph went and told Pharaoh, “My father, my brothers, their flocks and herds, and all that they own have arrived from the land of"
5,"[5, 'p2', 'verse', 'v1', 'content']",Canaan. They are now
6,"[6, 'p2', 'verse', 'v1', 'note', 'f']",tn Heb “Look they [are] in the land of Goshen.” Joseph draws attention to the fact of their presence in Goshen.
7,"[7, 'p2', 'verse', 'v1', 'content']",in the land of Goshen.”
8,"['v001_NET_GEN_047', 8, 'p1', 'verse', 'v1', 'plain_text']","1 Joseph went and told Pharaoh, “My father, my brothers, their flocks and herds, and all that they own have arrived from the land of Canaan. They are now in the land of Goshen.”"
9,"[9, 'p2', 'verse', 'v2', 'label']",2
10,"[10, 'p2', 'verse', 'v2', 'content']",He took five of his brothers and introduced them to Pharaoh.
11,"[11, 'p2', 'verse', 'v2', 'note', 'f']",tn Heb “and from the whole of his brothers he took five men and presented them before Pharaoh.”
12,"['v002_NET_GEN_047', 12, 'p2', 'verse', 'v2', 'plain_text']",2 He took five of his brothers and introduced them to Pharaoh.
13,"[13, 'p3', 'verse', 'v3', 'label']",3
14,"[14, 'p3', 'verse', 'v3', 'content']",Pharaoh said to Joseph’s
15,"[15, 'p3', 'verse', 'v3', 'note', 'f']",tn Heb “his”; the referent (Joseph) has been specified in the translation for clarity.
16,"[16, 'p3', 'verse', 'v3', 'content']","brothers, “What is your occupation?” They said to Pharaoh, “Your servants take care of flocks, just as our ancestors did.”"
17,"[17, 'p3', 'verse', 'v3', 'note', 'f']",tn Heb “both we and our fathers.”
18,"['v003_NET_GEN_047', 18, 'p3', 'verse', 'v3', 'plain_text']","3 Pharaoh said to Joseph’s brothers, “What is your occupation?” They said to Pharaoh, “Your servants take care of flocks, just as our ancestors did.”"
19,"[19, 'p3', 'verse', 'v4', 'label']",4
20,"[20, 'p3', 'verse', 'v4', 'content']","Then they said to Pharaoh, “We have come to live as temporary residents"
21,"[21, 'p3', 'verse', 'v4', 'note', 'f']",tn Heb “to sojourn.”
22,"[22, 'p3', 'verse', 'v4', 'content']",in the land. There
23,"[23, 'p3', 'verse', 'v4', 'note', 'f']",tn Heb “for there.” The Hebrew uses a causal particle to connect what follows with what precedes. The translation divides the statement into two sentences for stylistic reasons.
24,"[24, 'p3', 'verse', 'v4', 'content']","is no pasture for your servants’ flocks because the famine is severe in the land of Canaan. So now, please let your servants live in the land of Goshen.”"
25,"['v004_NET_GEN_047', 25, 'p3', 'verse', 'v4', 'plain_text']","4 Then they said to Pharaoh, “We have come to live as temporary residents in the land. There is no pasture for your servants’ flocks because the famine is severe in the land of Canaan. So now, please let your servants live in the land of Goshen.”"
26,"[26, 'p4', 'verse', 'v5', 'label']",5
27,"[27, 'p4', 'verse', 'v5', 'content']","Pharaoh said to Joseph, “Your father and your brothers have come to you."
28,"['v005_NET_GEN_047', 28, 'p4', 'verse', 'v5', 'plain_text']","5 Pharaoh said to Joseph, “Your father and your brothers have come to you."
29,"[29, 'p4', 'verse', 'v6', 'label']",6
30,"[30, 'p4', 'verse', 'v6', 'content']",The land of Egypt is before you; settle your father and your brothers in the best region of the land. They may live in the land of Goshen. If you know of any highly capable men
31,"[31, 'p4', 'verse', 'v6', 'note', 'f']",tn Heb “men of skill.”
32,"[32, 'p4', 'verse', 'v6', 'content']","among them, put them in charge"
33,"[33, 'p4', 'verse', 'v6', 'note', 'f']","tn Heb “make them rulers.”
sn Put them in charge of my livestock. Pharaoh is, in effect, offering Joseph’s brothers jobs as royal keepers of livestock, a position mentioned often in Egyptian inscriptions, because the Pharaohs owned huge herds of cattle."
34,"[34, 'p4', 'verse', 'v6', 'content']",of my livestock.”
35,"['v006_NET_GEN_047', 35, 'p4', 'verse', 'v6', 'plain_text']","6 The land of Egypt is before you; settle your father and your brothers in the best region of the land. They may live in the land of Goshen. If you know of any highly capable men among them, put them in charge of my livestock.”"
36,"[36, 'p5', 'verse', 'v7', 'label']",7
37,"[37, 'p5', 'verse', 'v7', 'content']",Then Joseph brought in his father Jacob and presented him
38,"[38, 'p5', 'verse', 'v7', 'note', 'f']",tn Heb “caused him to stand.”
39,"[39, 'p5', 'verse', 'v7', 'content']",before Pharaoh. Jacob blessed
40,"[40, 'p5', 'verse', 'v7', 'note', 'f']","sn The precise meaning of the Hebrew verb translated “blessed” is difficult in this passage, because the content of Jacob’s blessing is not given. The expression could simply mean that he greeted Pharaoh, but that seems insufficient in this setting. Jacob probably praised Pharaoh, for the verb is used this way for praising God. It is also possible that he pronounced a formal prayer of blessing, asking God to reward Pharaoh for his kindness."
41,"[41, 'p5', 'verse', 'v7', 'content']",Pharaoh.
42,"['v007_NET_GEN_047', 42, 'p5', 'verse', 'v7', 'plain_text']",7 Then Joseph brought in his father Jacob and presented him before Pharaoh. Jacob blessed Pharaoh.
43,"[43, 'p5', 'verse', 'v8', 'label']",8
44,"[44, 'p5', 'verse', 'v8', 'content']","Pharaoh said to Jacob, “How long have you lived?”"
45,"[45, 'p5', 'verse', 'v8', 'note', 'f']",tn Heb “How many are the days of the years of your life?”
46,"['v008_NET_GEN_047', 46, 'p5', 'verse', 'v8', 'plain_text']","8 Pharaoh said to Jacob, “How long have you lived?”"
47,"[47, 'p5', 'verse', 'v9', 'label']",9
48,"[48, 'p5', 'verse', 'v9', 'content']","Jacob said to Pharaoh, “All"
49,"[49, 'p5', 'verse', 'v9', 'note', 'f']",tn Heb “the days of.”
50,"[50, 'p5', 'verse', 'v9', 'content']",the years of my travels
51,"[51, 'p5', 'verse', 'v9', 'note', 'f']","tn Heb “sojournings.” Jacob uses a term that depicts him as one who has lived an unsettled life, temporarily residing in many different places."
52,"[52, 'p5', 'verse', 'v9', 'content']",are 130. All
53,"[53, 'p5', 'verse', 'v9', 'note', 'f']",tn Heb “the days of.”
54,"[54, 'p5', 'verse', 'v9', 'content']",the years of my life have been few and painful;
55,"[55, 'p5', 'verse', 'v9', 'note', 'f']","tn The Hebrew word רַע (ra’) can sometimes mean “evil,” but that would give the wrong connotation here, where it refers to pain, difficulty, and sorrow. Jacob is thinking back through all the troubles he had to endure to get to this point."
56,"[56, 'p5', 'verse', 'v9', 'content']",the years of my travels are not as long as those of my ancestors.”
57,"[57, 'p5', 'verse', 'v9', 'note', 'f']",tn Heb “and they have not reached the days of the years of my fathers in the days of their sojournings.”
58,"['v009_NET_GEN_047', 58, 'p5', 'verse', 'v9', 'plain_text']","9 Jacob said to Pharaoh, “All the years of my travels are 130. All the years of my life have been few and painful; the years of my travels are not as long as those of my ancestors.”"
59,"[59, 'p5', 'verse', 'v10', 'label']",10
60,"[60, 'p5', 'verse', 'v10', 'content']",Then Jacob blessed Pharaoh and went out from his presence.
61,"[61, 'p5', 'verse', 'v10', 'note', 'f']",tn Heb “from before Pharaoh.”
62,"['v010_NET_GEN_047', 62, 'p5', 'verse', 'v10', 'plain_text']",10 Then Jacob blessed Pharaoh and went out from his presence.
63,"[63, 'p6', 'verse', 'v11', 'label']",11
64,"[64, 'p6', 'verse', 'v11', 'content']",So Joseph settled his father and his brothers. He gave them territory
65,"[65, 'p6', 'verse', 'v11', 'note', 'f']","tn Heb “a possession,” or “a holding.” Joseph gave them a plot of land with rights of ownership in the land of Goshen."
66,"[66, 'p6', 'verse', 'v11', 'content']","in the land of Egypt, in the best region of the land, the land of Rameses,"
67,"[67, 'p6', 'verse', 'v11', 'note', 'f']","sn The land of Rameses is another designation for the region of Goshen. It is named Rameses because of a city in that region (Exod 1:11; 12:37). The use of this name may represent a modernization of the text for the understanding of the intended readers, substituting a later name for an earlier one. Alternatively, there may have been an earlier Rameses for which the region was named."
68,"[68, 'p6', 'verse', 'v11', 'content']",just as Pharaoh had commanded.
69,"['v011_NET_GEN_047', 69, 'p6', 'verse', 'v11', 'plain_text']","11 So Joseph settled his father and his brothers. He gave them territory in the land of Egypt, in the best region of the land, the land of Rameses, just as Pharaoh had commanded."
70,"[70, 'p6', 'verse', 'v12', 'label']",12
71,"[71, 'p6', 'verse', 'v12', 'content']","Joseph also provided food for his father, his brothers, and all his father’s household, according to the number of their little children."
72,"['v012_NET_GEN_047', 72, 'p6', 'verse', 'v12', 'plain_text']","12 Joseph also provided food for his father, his brothers, and all his father’s household, according to the number of their little children."
73,"[73, 'p7', 'verse', 'v13', 'label']",13
74,"[74, 'p7', 'verse', 'v13', 'content']",But there was no food in all the land because the famine was very severe; the land of Egypt and the land of Canaan wasted away
75,"[75, 'p7', 'verse', 'v13', 'note', 'f']","tn The verb לַהַה (lahah, = לָאָה, la’ah) means “to faint, to languish”; it figuratively describes the land as wasting away, drooping, being worn out."
76,"[76, 'p7', 'verse', 'v13', 'content']",because of the famine.
77,"['v013_NET_GEN_047', 77, 'p7', 'verse', 'v13', 'plain_text']",13 But there was no food in all the land because the famine was very severe; the land of Egypt and the land of Canaan wasted away because of the famine.
78,"[78, 'p7', 'verse', 'v14', 'label']",14
79,"[79, 'p7', 'verse', 'v14', 'content']",Joseph collected all the money that could be found in the land of Egypt and in the land of Canaan as payment
80,"[80, 'p7', 'verse', 'v14', 'note', 'f']",tn Or “in exchange.” On the use of the preposition here see BDB 90 s.v. בְּ.
81,"[81, 'p7', 'verse', 'v14', 'content']",for the grain they were buying. Then Joseph brought the money into Pharaoh’s palace.
82,"[82, 'p7', 'verse', 'v14', 'note', 'f']",tn Heb “house.”
83,"['v014_NET_GEN_047', 83, 'p7', 'verse', 'v14', 'plain_text']",14 Joseph collected all the money that could be found in the land of Egypt and in the land of Canaan as payment for the grain they were buying. Then Joseph brought the money into Pharaoh’s palace.
84,"[84, 'p7', 'verse', 'v15', 'label']",15
85,"[85, 'p7', 'verse', 'v15', 'content']","When the money from the lands of Egypt and Canaan was used up, all the Egyptians"
86,"[86, 'p7', 'verse', 'v15', 'note', 'f']",tn Heb “all Egypt.” The expression is a metonymy and refers to all the people of Egypt.
87,"[87, 'p7', 'verse', 'v15', 'content']","came to Joseph and said, “Give us food! Why should we die"
88,"[88, 'p7', 'verse', 'v15', 'note', 'f']",tn The imperfect verbal form has a deliberative force here.
89,"[89, 'p7', 'verse', 'v15', 'content']",before your very eyes because our money has run out?”
90,"['v015_NET_GEN_047', 90, 'p7', 'verse', 'v15', 'plain_text']","15 When the money from the lands of Egypt and Canaan was used up, all the Egyptians came to Joseph and said, “Give us food! Why should we die before your very eyes because our money has run out?”"
91,"[91, 'p8', 'verse', 'v16', 'label']",16
