[1, 'label']	35
[2, 's1', 'heading']	យ៉ាកុបត្រឡប់ទៅបេតអែលវិញ
[3, 'p1', 'verse', 'v1', 'label']	1
[4, 'p1', 'verse', 'v1', 'content']	ព្រះ​មានបន្ទូល​នឹង​យ៉ាកុប​ថា​៖ “ចូរ​ក្រោកឡើង​ទៅ​បេត-អែល ហើយ​រស់នៅ​ទីនោះ​។ នៅ​ទីនោះ ចូរ​សង់​អាសនា​មួយ​ដល់​ព្រះ​ដែល​លេចមក​ដល់​អ្នក កាល​អ្នក​បាន​រត់គេច​ពីមុខ​អេសាវ​បងប្រុស​របស់អ្នក”។
['v001_GKH_GEN_035', 5, 'p1', 'verse', 'v1', 'plain_text']	1 ព្រះ​មានបន្ទូល​នឹង​យ៉ាកុប​ថា​៖ “ចូរ​ក្រោកឡើង​ទៅ​បេត-អែល ហើយ​រស់នៅ​ទីនោះ​។ នៅ​ទីនោះ ចូរ​សង់​អាសនា​មួយ​ដល់​ព្រះ​ដែល​លេចមក​ដល់​អ្នក កាល​អ្នក​បាន​រត់គេច​ពីមុខ​អេសាវ​បងប្រុស​របស់អ្នក”។
[6, 'p2', 'verse', 'v2', 'label']	2
[7, 'p2', 'verse', 'v2', 'content']	ដូច្នេះ យ៉ាកុប​និយាយ​នឹង​អ្នកផ្ទះ​របស់គាត់ និង​អស់អ្នក​ដែល​នៅជាមួយ​គាត់​ថា​៖ “ចូរ​យក​រូបព្រះ​របស់​ជនបរទេស​ដែល​មាន​នៅក្នុងចំណោម​អ្នករាល់គ្នា​ចេញ រួច​ជម្រះ​ខ្លួន ហើយ​ប្ដូរ​សម្លៀកបំពាក់​របស់អ្នករាល់គ្នា​ចុះ​។
['v002_GKH_GEN_035', 8, 'p2', 'verse', 'v2', 'plain_text']	2 ដូច្នេះ យ៉ាកុប​និយាយ​នឹង​អ្នកផ្ទះ​របស់គាត់ និង​អស់អ្នក​ដែល​នៅជាមួយ​គាត់​ថា​៖ “ចូរ​យក​រូបព្រះ​របស់​ជនបរទេស​ដែល​មាន​នៅក្នុងចំណោម​អ្នករាល់គ្នា​ចេញ រួច​ជម្រះ​ខ្លួន ហើយ​ប្ដូរ​សម្លៀកបំពាក់​របស់អ្នករាល់គ្នា​ចុះ​។
[9, 'p2', 'verse', 'v3', 'label']	3
[10, 'p2', 'verse', 'v3', 'content']	យើង​នាំគ្នា​ក្រោកឡើង​ទៅ​បេត-អែល ហើយ​នៅ​ទីនោះ​។ ខ្ញុំ​នឹង​សង់​អាសនា​មួយ​ដល់​ព្រះ​ដែល​តប​នឹង​ខ្ញុំ​នៅ​ថ្ងៃ​នៃ​ទុក្ខវេទនា​របស់ខ្ញុំ ហើយ​បាន​គង់នៅ​ជាមួយ​ខ្ញុំ​តាម​ផ្លូវ​ដែល​ខ្ញុំ​បាន​ធ្វើដំណើរ”។
['v003_GKH_GEN_035', 11, 'p2', 'verse', 'v3', 'plain_text']	3 យើង​នាំគ្នា​ក្រោកឡើង​ទៅ​បេត-អែល ហើយ​នៅ​ទីនោះ​។ ខ្ញុំ​នឹង​សង់​អាសនា​មួយ​ដល់​ព្រះ​ដែល​តប​នឹង​ខ្ញុំ​នៅ​ថ្ងៃ​នៃ​ទុក្ខវេទនា​របស់ខ្ញុំ ហើយ​បាន​គង់នៅ​ជាមួយ​ខ្ញុំ​តាម​ផ្លូវ​ដែល​ខ្ញុំ​បាន​ធ្វើដំណើរ”។
[12, 'p3', 'verse', 'v4', 'label']	4
[13, 'p3', 'verse', 'v4', 'content']	ពួកគេ​ក៏​ប្រគល់​អស់ទាំង​រូបព្រះ​របស់​ជនបរទេស​ដែល​នៅក្នុង​ដៃ​របស់ខ្លួន និង​ក្រវិល​ដែល​នៅ​ត្រចៀក​របស់ខ្លួន ឲ្យ​យ៉ាកុប ហើយ​យ៉ាកុប​ក៏​កប់​វា​នៅក្រោម​ដើមអូក​ដែល​នៅជិត​ស៊ីគែម​។
