[1, 'label']	46
[2, 's1', 'heading']	យ៉ាកុបចុះទៅអេហ្ស៊ីប
[3, 'p1', 'verse', 'v1', 'label']	1
[4, 'p1', 'verse', 'v1', 'content']	អ៊ីស្រាអែល​ក៏​ចេញដំណើរ​ជាមួយ​អ្វីៗ​ទាំងអស់​ដែល​គាត់​មាន ហើយ​ទៅ​ដល់​បៀរ-សេបា រួច​គាត់​ថ្វាយ​យញ្ញបូជា​ដល់​ព្រះ​នៃ​អ៊ីសាក​ឪពុក​របស់គាត់​។
['v001_GKH_GEN_046', 5, 'p1', 'verse', 'v1', 'plain_text']	1 អ៊ីស្រាអែល​ក៏​ចេញដំណើរ​ជាមួយ​អ្វីៗ​ទាំងអស់​ដែល​គាត់​មាន ហើយ​ទៅ​ដល់​បៀរ-សេបា រួច​គាត់​ថ្វាយ​យញ្ញបូជា​ដល់​ព្រះ​នៃ​អ៊ីសាក​ឪពុក​របស់គាត់​។
[6, 'p1', 'verse', 'v2', 'label']	2
[7, 'p1', 'verse', 'v2', 'content']	នៅ​យប់នោះ ព្រះ​មានបន្ទូល​នឹង​អ៊ីស្រាអែល​ក្នុង​និមិត្ត​ថា​៖ “យ៉ាកុប​! យ៉ាកុប​អើយ​!”។
[8, 'p2', 'verse', 'v2', 'content']	គាត់​ទូលថា​៖ “មើល៍! ទូលបង្គំ​នៅទីនេះ”។
['v002_GKH_GEN_046', 9, 'p1', 'verse', 'v2', 'plain_text']	2 នៅ​យប់នោះ ព្រះ​មានបន្ទូល​នឹង​អ៊ីស្រាអែល​ក្នុង​និមិត្ត​ថា​៖ “យ៉ាកុប​! យ៉ាកុប​អើយ​!”។ គាត់​ទូលថា​៖ “មើល៍! ទូលបង្គំ​នៅទីនេះ”។
[10, 'p3', 'verse', 'v3', 'label']	3
[11, 'p3', 'verse', 'v3', 'content']	ព្រះអង្គ​មានបន្ទូលថា​៖ “យើង​ជា​ព្រះ គឺ​ព្រះ​នៃ​ឪពុក​របស់អ្នក​។ កុំ​ខ្លាច​នឹង​ចុះទៅ​អេហ្ស៊ីប​ឡើយ ដ្បិត​យើង​នឹង​ធ្វើឲ្យ​អ្នក​ទៅជា​ប្រជាជាតិ​ដ៏ធំ​មួយ​នៅ​ទីនោះ​។
['v003_GKH_GEN_046', 12, 'p3', 'verse', 'v3', 'plain_text']	3 ព្រះអង្គ​មានបន្ទូលថា​៖ “យើង​ជា​ព្រះ គឺ​ព្រះ​នៃ​ឪពុក​របស់អ្នក​។ កុំ​ខ្លាច​នឹង​ចុះទៅ​អេហ្ស៊ីប​ឡើយ ដ្បិត​យើង​នឹង​ធ្វើឲ្យ​អ្នក​ទៅជា​ប្រជាជាតិ​ដ៏ធំ​មួយ​នៅ​ទីនោះ​។
[13, 'p3', 'verse', 'v4', 'label']	4
[14, 'p3', 'verse', 'v4', 'content']	យើង​នឹង​ចុះទៅ​អេហ្ស៊ីប​ជាមួយ​អ្នក ហើយ​យើង​ក៏​នឹង​នាំ​អ្នក​ឡើងមកវិញជាប្រាកដ​ដែរ​។ រីឯ​ដៃ​របស់​យ៉ូសែប​នឹង​បិទ​ភ្នែក​របស់អ្នក”។
['v004_GKH_GEN_046', 15, 'p3', 'verse', 'v4', 'plain_text']	4 យើង​នឹង​ចុះទៅ​អេហ្ស៊ីប​ជាមួយ​អ្នក ហើយ​យើង​ក៏​នឹង​នាំ​អ្នក​ឡើងមកវិញជាប្រាកដ​ដែរ​។ រីឯ​ដៃ​របស់​យ៉ូសែប​នឹង​បិទ​ភ្នែក​របស់អ្នក”។
[16, 'p4', 'verse', 'v5', 'label']	5
[17, 'p4', 'verse', 'v5', 'content']	បន្ទាប់មក យ៉ាកុប​ក្រោកឡើង​ចេញពី​បៀរ-សេបា ហើយ​ពួក​កូនប្រុស​របស់​អ៊ីស្រាអែល​ក៏​បញ្ជិះ​យ៉ាកុប​ឪពុក​របស់ពួកគេ កូន​ៗ​របស់ពួកគេ និង​ប្រពន្ធ​របស់ពួកគេ​លើ​រទេះ​ដែល​ផារ៉ោន​បាន​បញ្ជូនមក​ដើម្បីឲ្យ​គាត់​ជិះ​។
['v005_GKH_GEN_046', 18, 'p4', 'verse', 'v5', 'plain_text']	5 បន្ទាប់មក យ៉ាកុប​ក្រោកឡើង​ចេញពី​បៀរ-សេបា ហើយ​ពួក​កូនប្រុស​របស់​អ៊ីស្រាអែល​ក៏​បញ្ជិះ​យ៉ាកុប​ឪពុក​របស់ពួកគេ កូន​ៗ​របស់ពួកគេ និង​ប្រពន្ធ​របស់ពួកគេ​លើ​រទេះ​ដែល​ផារ៉ោន​បាន​បញ្ជូនមក​ដើម្បីឲ្យ​គាត់​ជិះ​។
[19, 'p4', 'verse', 'v6', 'label']	6
[20, 'p4', 'verse', 'v6', 'content']	ពួកគេ​ក៏​យក​ហ្វូងសត្វ​របស់ពួកគេ និង​ទ្រព្យសម្បត្តិ​របស់ពួកគេ​ដែល​រកបាន​នៅ​ដែនដី​កាណាន ហើយ​ទៅ​អេហ្ស៊ីប​។ យ៉ាកុប និង​ពូជពង្ស​ទាំងអស់​របស់គាត់​ដែល​នៅជាមួយ​គាត់
['v006_GKH_GEN_046', 21, 'p4', 'verse', 'v6', 'plain_text']	6 ពួកគេ​ក៏​យក​ហ្វូងសត្វ​របស់ពួកគេ និង​ទ្រព្យសម្បត្តិ​របស់ពួកគេ​ដែល​រកបាន​នៅ​ដែនដី​កាណាន ហើយ​ទៅ​អេហ្ស៊ីប​។ យ៉ាកុប និង​ពូជពង្ស​ទាំងអស់​របស់គាត់​ដែល​នៅជាមួយ​គាត់
[22, 'p4', 'verse', 'v7', 'label']	7
[23, 'p4', 'verse', 'v7', 'content']	គឺ​ពួក​កូនប្រុស​របស់គាត់ ពួក​ចៅប្រុស​របស់គាត់​ដែល​នៅជាមួយ​គាត់ ពួក​កូនស្រី​របស់គាត់ និង​ពួក​ចៅស្រី​របស់គាត់ ព្រមទាំង​ពូជពង្ស​ទាំងអស់​របស់គាត់ គាត់​នាំ​ទៅ​អេហ្ស៊ីប​ជាមួយ​គាត់​។
[24, 's1', 'heading']	ក្រុមគ្រួសាររបស់យ៉ាកុប
['v007_GKH_GEN_046', 25, 'p4', 'verse', 'v7', 'plain_text']	7 គឺ​ពួក​កូនប្រុស​របស់គាត់ ពួក​ចៅប្រុស​របស់គាត់​ដែល​នៅជាមួយ​គាត់ ពួក​កូនស្រី​របស់គាត់ និង​ពួក​ចៅស្រី​របស់គាត់ ព្រមទាំង​ពូជពង្ស​ទាំងអស់​របស់គាត់ គាត់​នាំ​ទៅ​អេហ្ស៊ីប​ជាមួយ​គាត់​។
[26, 'p5', 'verse', 'v8', 'label']	8
[27, 'p5', 'verse', 'v8', 'content']	កូនចៅ​អ៊ីស្រាអែល​ដែល​ទៅ​អេហ្ស៊ីប គឺ​យ៉ាកុប និង​កូនចៅ​របស់គាត់ មាន​ឈ្មោះ​ដូចតទៅ​:
[28, 'q1_1', 'verse', 'v8', 'content']	រូបេន​កូនច្បង​របស់​យ៉ាកុប
['v008_GKH_GEN_046', 29, 'p5', 'verse', 'v8', 'plain_text']	8 កូនចៅ​អ៊ីស្រាអែល​ដែល​ទៅ​អេហ្ស៊ីប គឺ​យ៉ាកុប និង​កូនចៅ​របស់គាត់ មាន​ឈ្មោះ​ដូចតទៅ​: រូបេន​កូនច្បង​របស់​យ៉ាកុប
[30, 'q1_2', 'verse', 'v9', 'label']	9
