[1, 'label']	47
[2, 's1', 'heading']	ផារ៉ោនទទួលស្វាគមន៍យ៉ាកុប
[3, 'p1', 'verse', 'v1', 'label']	1
[4, 'p1', 'verse', 'v1', 'content']	យ៉ូសែប​ចូលទៅ​ទូល​ផារ៉ោន​ថា​៖ “ឪពុក និង​បងប្អូន​របស់ខ្ញុំព្រះបាទ ព្រមទាំង​ហ្វូងចៀម និង​ហ្វូងគោ​របស់ពួកគេ ហើយ​អ្វីៗ​ទាំងអស់​ដែល​ពួកគេ​មាន បាន​មក​ពី​ដែនដី​កាណាន​ហើយ​។ មើល៍! ពួកគេ​នៅ​ស្រុក​កូសែន”។
['v001_GKH_GEN_047', 5, 'p1', 'verse', 'v1', 'plain_text']	1 យ៉ូសែប​ចូលទៅ​ទូល​ផារ៉ោន​ថា​៖ “ឪពុក និង​បងប្អូន​របស់ខ្ញុំព្រះបាទ ព្រមទាំង​ហ្វូងចៀម និង​ហ្វូងគោ​របស់ពួកគេ ហើយ​អ្វីៗ​ទាំងអស់​ដែល​ពួកគេ​មាន បាន​មក​ពី​ដែនដី​កាណាន​ហើយ​។ មើល៍! ពួកគេ​នៅ​ស្រុក​កូសែន”។
[6, 'p2', 'verse', 'v2', 'label']	2
[7, 'p2', 'verse', 'v2', 'content']	គាត់​បាន​យក​ប្រាំ​នាក់​ពីចំណោម​បងប្អូន​របស់គាត់ ហើយ​ឲ្យ​ពួកគេ​ឈរ​នៅចំពោះ​ផារ៉ោន​។
['v002_GKH_GEN_047', 8, 'p2', 'verse', 'v2', 'plain_text']	2 គាត់​បាន​យក​ប្រាំ​នាក់​ពីចំណោម​បងប្អូន​របស់គាត់ ហើយ​ឲ្យ​ពួកគេ​ឈរ​នៅចំពោះ​ផារ៉ោន​។
[9, 'p2', 'verse', 'v3', 'label']	3
[10, 'p2', 'verse', 'v3', 'content']	ផារ៉ោន​មានរាជឱង្ការ​នឹង​បងប្អូន​របស់គាត់​ថា​៖ “អ្នករាល់គ្នា​មាន​មុខរបរ​អ្វី​?”។
[11, 'p3', 'verse', 'v3', 'content']	ពួកគេ​ទូល​ផារ៉ោន​ថា​៖ “បាវបម្រើ​របស់ព្រះករុណា​ជា​អ្នកឃ្វាលចៀម ទាំង​យើងខ្ញុំ និង​ដូនតា​របស់យើងខ្ញុំ”។
