[1, 'label']	28
[2, 's1', 'heading']	យ៉ាកុបចាកចេញពីផ្ទះ
[3, 'p1', 'verse', 'v1', 'label']	1
[4, 'p1', 'verse', 'v1', 'content']	អ៊ីសាក​ហៅ​យ៉ាកុប​មក​ឲ្យពរ រួច​បង្គាប់​គាត់​ថា​៖ “កុំ​យក​ប្រពន្ធ​ពី​ពួក​កូនស្រី​កាណាន​ឡើយ​។
['v001_GKH_GEN_028', 5, 'p1', 'verse', 'v1', 'plain_text']	1 អ៊ីសាក​ហៅ​យ៉ាកុប​មក​ឲ្យពរ រួច​បង្គាប់​គាត់​ថា​៖ “កុំ​យក​ប្រពន្ធ​ពី​ពួក​កូនស្រី​កាណាន​ឡើយ​។
[6, 'p1', 'verse', 'v2', 'label']	2
[7, 'p1', 'verse', 'v2', 'content']	ចូរ​ក្រោកឡើង​ទៅ​ប៉ាដាន់-អើរ៉ាម ទៅឯ​ផ្ទះ​បេធូអែល​ឪពុក​របស់​ម្ដាយ​ឯង ហើយ​យក​ប្រពន្ធ​ពី​ទីនោះ​សម្រាប់​ខ្លួនឯង គឺ​ពី​ពួក​កូនស្រី​របស់​ឡាបាន់​បងប្រុស​របស់​ម្ដាយ​ឯង​ចុះ​។
['v002_GKH_GEN_028', 8, 'p1', 'verse', 'v2', 'plain_text']	2 ចូរ​ក្រោកឡើង​ទៅ​ប៉ាដាន់-អើរ៉ាម ទៅឯ​ផ្ទះ​បេធូអែល​ឪពុក​របស់​ម្ដាយ​ឯង ហើយ​យក​ប្រពន្ធ​ពី​ទីនោះ​សម្រាប់​ខ្លួនឯង គឺ​ពី​ពួក​កូនស្រី​របស់​ឡាបាន់​បងប្រុស​របស់​ម្ដាយ​ឯង​ចុះ​។
[9, 'p1', 'verse', 'v3', 'label']	3
[10, 'p1', 'verse', 'v3', 'content']	សូមឲ្យ​ព្រះ​ដ៏មានព្រះចេស្ដា​ប្រទានពរ​ឯង ហើយ​ធ្វើឲ្យ​ឯង​បង្កើតកូន និង​កើនចំនួនឡើង​ចុះ ដើម្បីឲ្យ​ឯង​បាន​ទៅជា​សហគមន៍​នៃ​ជាតិសាសន៍​នានា​។
['v003_GKH_GEN_028', 11, 'p1', 'verse', 'v3', 'plain_text']	3 សូមឲ្យ​ព្រះ​ដ៏មានព្រះចេស្ដា​ប្រទានពរ​ឯង ហើយ​ធ្វើឲ្យ​ឯង​បង្កើតកូន និង​កើនចំនួនឡើង​ចុះ ដើម្បីឲ្យ​ឯង​បាន​ទៅជា​សហគមន៍​នៃ​ជាតិសាសន៍​នានា​។
[12, 'p1', 'verse', 'v4', 'label']	4
[13, 'p1', 'verse', 'v4', 'content']	សូមឲ្យ​ព្រះអង្គ​ប្រទាន​ដល់​ឯង និង​ពូជពង្ស​របស់ឯង​ដែល​នៅជាមួយ​ឯង នូវ​ពរ​របស់​អ័ប្រាហាំ ដើម្បីឲ្យ​ឯង​បាន​យក​ទឹកដី​ដែល​ឯង​ស្នាក់នៅបណ្ដោះអាសន្ន​ជាកម្មសិទ្ធិ គឺទឹកដី​ដែល​ព្រះ​បាន​ប្រទាន​ដល់​អ័ប្រាហាំ”។
['v004_GKH_GEN_028', 14, 'p1', 'verse', 'v4', 'plain_text']	4 សូមឲ្យ​ព្រះអង្គ​ប្រទាន​ដល់​ឯង និង​ពូជពង្ស​របស់ឯង​ដែល​នៅជាមួយ​ឯង នូវ​ពរ​របស់​អ័ប្រាហាំ ដើម្បីឲ្យ​ឯង​បាន​យក​ទឹកដី​ដែល​ឯង​ស្នាក់នៅបណ្ដោះអាសន្ន​ជាកម្មសិទ្ធិ គឺទឹកដី​ដែល​ព្រះ​បាន​ប្រទាន​ដល់​អ័ប្រាហាំ”។
[15, 'p1', 'verse', 'v5', 'label']	5
