[1, 'label']	43
[2, 's1', 'heading']	ចុះទៅអេហ្ស៊ីបលើកទីពីរ
[3, 'p1', 'verse', 'v1', 'label']	1
[4, 'p1', 'verse', 'v1', 'content']	ទុរ្ភិក្ស​នៅ​ស្រុក​នោះ​ធ្ងន់ធ្ងរ​ណាស់​។
['v001_GKH_GEN_043', 5, 'p1', 'verse', 'v1', 'plain_text']	1 ទុរ្ភិក្ស​នៅ​ស្រុក​នោះ​ធ្ងន់ធ្ងរ​ណាស់​។
[6, 'p1', 'verse', 'v2', 'label']	2
[7, 'p1', 'verse', 'v2', 'content']	នៅពេល​ពួកគេ​បាន​ហូប​ស្រូវ​ដែល​យកមក​ពី​អេហ្ស៊ីប​អស់​ហើយ ឪពុក​របស់ពួកគេ​និយាយ​នឹង​ពួកគេ​ថា​៖ “ចូរ​ត្រឡប់ទៅ​ទិញ​ស្បៀងអាហារ​ខ្លះ​សម្រាប់​ពួកយើង​មក”។
['v002_GKH_GEN_043', 8, 'p1', 'verse', 'v2', 'plain_text']	2 នៅពេល​ពួកគេ​បាន​ហូប​ស្រូវ​ដែល​យកមក​ពី​អេហ្ស៊ីប​អស់​ហើយ ឪពុក​របស់ពួកគេ​និយាយ​នឹង​ពួកគេ​ថា​៖ “ចូរ​ត្រឡប់ទៅ​ទិញ​ស្បៀងអាហារ​ខ្លះ​សម្រាប់​ពួកយើង​មក”។
[9, 'p2', 'verse', 'v3', 'label']	3
[10, 'p2', 'verse', 'v3', 'content']	ប៉ុន្តែ​យូដា​តប​នឹង​គាត់​ថា​៖ “បុរស​នោះ​បាន​ព្រមាន​ពួកយើង​យ៉ាងម៉ឺងម៉ាត់​ថា​: ‘ពួកឯង​នឹង​មិន​ឃើញ​មុខ​យើង​ឡើយ លុះត្រាតែ​ប្អូនប្រុស​របស់ពួកឯង​មក​ជាមួយ​ពួកឯង’។
['v003_GKH_GEN_043', 11, 'p2', 'verse', 'v3', 'plain_text']	3 ប៉ុន្តែ​យូដា​តប​នឹង​គាត់​ថា​៖ “បុរស​នោះ​បាន​ព្រមាន​ពួកយើង​យ៉ាងម៉ឺងម៉ាត់​ថា​: ‘ពួកឯង​នឹង​មិន​ឃើញ​មុខ​យើង​ឡើយ លុះត្រាតែ​ប្អូនប្រុស​របស់ពួកឯង​មក​ជាមួយ​ពួកឯង’។
[12, 'p2', 'verse', 'v4', 'label']	4
