[1, 'label']	37
[2, 's1', 'heading']	យល់សប្តិរបស់យ៉ូសែប
[3, 'p1', 'verse', 'v1', 'label']	1
[4, 'p1', 'verse', 'v1', 'content']	យ៉ាកុប​រស់នៅ​ក្នុង​ទឹកដី​ដែល​ឪពុក​របស់គាត់​ស្នាក់នៅបណ្ដោះអាសន្ន​ក្នុង​ដែនដី​កាណាន​។
['v001_GKH_GEN_037', 5, 'p1', 'verse', 'v1', 'plain_text']	1 យ៉ាកុប​រស់នៅ​ក្នុង​ទឹកដី​ដែល​ឪពុក​របស់គាត់​ស្នាក់នៅបណ្ដោះអាសន្ន​ក្នុង​ដែនដី​កាណាន​។
[6, 'p1', 'verse', 'v2', 'label']	2
[7, 'p1', 'verse', 'v2', 'content']	នេះ​ជា​វង្សត្រកូល​របស់​យ៉ាកុប​:
[8, 'p2', 'verse', 'v2', 'content']	នៅពេល​យ៉ូសែប​មាន​អាយុ​ដប់ប្រាំពីរ​ឆ្នាំ គាត់​បាន​ឃ្វាល​ហ្វូងចៀម​ជាមួយ​ពួក​បងប្រុស​របស់គាត់​។ គាត់​នៅតែជា​ក្មេង ក៏​នៅជាមួយ​ពួក​កូនប្រុស​របស់​ប៊ីលហា និង​ពួក​កូនប្រុស​របស់​ស៊ីលផា ដែលជា​ប្រពន្ធ​របស់​ឪពុក​គាត់​។ យ៉ូសែប​តែងតែ​យក​រឿង​អាក្រក់​របស់ពួកគេ​ទៅ​ប្រាប់​ឪពុក​។
['v002_GKH_GEN_037', 9, 'p1', 'verse', 'v2', 'plain_text']	2 នេះ​ជា​វង្សត្រកូល​របស់​យ៉ាកុប​: នៅពេល​យ៉ូសែប​មាន​អាយុ​ដប់ប្រាំពីរ​ឆ្នាំ គាត់​បាន​ឃ្វាល​ហ្វូងចៀម​ជាមួយ​ពួក​បងប្រុស​របស់គាត់​។ គាត់​នៅតែជា​ក្មេង ក៏​នៅជាមួយ​ពួក​កូនប្រុស​របស់​ប៊ីលហា និង​ពួក​កូនប្រុស​របស់​ស៊ីលផា ដែលជា​ប្រពន្ធ​របស់​ឪពុក​គាត់​។ យ៉ូសែប​តែងតែ​យក​រឿង​អាក្រក់​របស់ពួកគេ​ទៅ​ប្រាប់​ឪពុក​។
[10, 'p3', 'verse', 'v3', 'label']	3
[11, 'p3', 'verse', 'v3', 'content']	រីឯ​អ៊ីស្រាអែល​ស្រឡាញ់​យ៉ូសែប​ជាង​កូនប្រុស​ទាំងអស់​របស់គាត់ ពីព្រោះ​យ៉ូសែប​ជា​កូន​ក្នុង​វ័យជរា​របស់​គាត់ ហើយ​គាត់​បាន​ធ្វើ​អាវវែង​ចម្រុះពណ៌​ឲ្យ​យ៉ូសែប​។
['v003_GKH_GEN_037', 12, 'p3', 'verse', 'v3', 'plain_text']	3 រីឯ​អ៊ីស្រាអែល​ស្រឡាញ់​យ៉ូសែប​ជាង​កូនប្រុស​ទាំងអស់​របស់គាត់ ពីព្រោះ​យ៉ូសែប​ជា​កូន​ក្នុង​វ័យជរា​របស់​គាត់ ហើយ​គាត់​បាន​ធ្វើ​អាវវែង​ចម្រុះពណ៌​ឲ្យ​យ៉ូសែប​។
[13, 'p3', 'verse', 'v4', 'label']	4
[14, 'p3', 'verse', 'v4', 'content']	នៅពេល​ពួក​បងប្រុស​របស់គាត់​ឃើញ​ថា​ឪពុក​ស្រឡាញ់​គាត់​ជាង​បងប្អូន​ទាំងអស់ ពួកគេ​ក៏​ស្អប់​គាត់ ហើយ​មិនអាច​និយាយ​ស្រួលបួល​នឹង​គាត់​បានឡើយ​។
['v004_GKH_GEN_037', 15, 'p3', 'verse', 'v4', 'plain_text']	4 នៅពេល​ពួក​បងប្រុស​របស់គាត់​ឃើញ​ថា​ឪពុក​ស្រឡាញ់​គាត់​ជាង​បងប្អូន​ទាំងអស់ ពួកគេ​ក៏​ស្អប់​គាត់ ហើយ​មិនអាច​និយាយ​ស្រួលបួល​នឹង​គាត់​បានឡើយ​។
[16, 'p4', 'verse', 'v5', 'label']	5
[17, 'p4', 'verse', 'v5', 'content']	ពេលនោះ យ៉ូសែប​យល់សប្តិឃើញ​យល់សប្តិ​មួយ ហើយ​ប្រាប់​ពួក​បងប្រុស​របស់ខ្លួន នោះ​ពួកគេ​ក៏​ស្អប់​គាត់​រឹតតែខ្លាំងឡើងទៀត​។
['v005_GKH_GEN_037', 18, 'p4', 'verse', 'v5', 'plain_text']	5 ពេលនោះ យ៉ូសែប​យល់សប្តិឃើញ​យល់សប្តិ​មួយ ហើយ​ប្រាប់​ពួក​បងប្រុស​របស់ខ្លួន នោះ​ពួកគេ​ក៏​ស្អប់​គាត់​រឹតតែខ្លាំងឡើងទៀត​។
[19, 'p4', 'verse', 'v6', 'label']	6
[20, 'p4', 'verse', 'v6', 'content']	យ៉ូសែប​និយាយ​នឹង​ពួកគេ​ថា​៖ “សូម​ស្ដាប់​យល់សប្តិ​ដែល​ខ្ញុំ​បាន​យល់សប្តិឃើញ​នេះ​សិន​:
