[1, 'label']	33
[2, 's1', 'heading']	យ៉ាកុបជួបអេសាវ
[3, 'p1', 'verse', 'v1', 'label']	1
[4, 'p1', 'verse', 'v1', 'content']	យ៉ាកុប​ងើបភ្នែកឡើង​មើល​ទៅ នោះ​មើល៍! អេសាវ​កំពុង​មក ហើយ​មាន​មនុស្ស​បួនរយ​នាក់​នៅជាមួយ​គាត់​! យ៉ាកុប​ក៏​ចែក​កូន​ៗ​ឲ្យ​លេអា រ៉ាជែល និង​បាវបម្រើស្រី​ទាំង​ពីរ​នាក់​។
['v001_GKH_GEN_033', 5, 'p1', 'verse', 'v1', 'plain_text']	1 យ៉ាកុប​ងើបភ្នែកឡើង​មើល​ទៅ នោះ​មើល៍! អេសាវ​កំពុង​មក ហើយ​មាន​មនុស្ស​បួនរយ​នាក់​នៅជាមួយ​គាត់​! យ៉ាកុប​ក៏​ចែក​កូន​ៗ​ឲ្យ​លេអា រ៉ាជែល និង​បាវបម្រើស្រី​ទាំង​ពីរ​នាក់​។
[6, 'p1', 'verse', 'v2', 'label']	2
[7, 'p1', 'verse', 'v2', 'content']	គាត់​ដាក់​ពួក​បាវបម្រើស្រី និង​កូន​ៗ​របស់ពួកនាង​នៅ​ខាងមុខ ក៏​ដាក់​លេអា និង​កូន​ៗ​របស់នាង​នៅ​បន្ទាប់ ហើយ​ដាក់​រ៉ាជែល និង​យ៉ូសែប​នៅ​ខាងក្រោយ​បង្អស់
['v002_GKH_GEN_033', 8, 'p1', 'verse', 'v2', 'plain_text']	2 គាត់​ដាក់​ពួក​បាវបម្រើស្រី និង​កូន​ៗ​របស់ពួកនាង​នៅ​ខាងមុខ ក៏​ដាក់​លេអា និង​កូន​ៗ​របស់នាង​នៅ​បន្ទាប់ ហើយ​ដាក់​រ៉ាជែល និង​យ៉ូសែប​នៅ​ខាងក្រោយ​បង្អស់
[9, 'p1', 'verse', 'v3', 'label']	3
[10, 'p1', 'verse', 'v3', 'content']	រីឯ​ខ្លួនគាត់​ដើរទៅ​ខាងមុខ​ពួកគេ ហើយ​ក្រាបមុខដល់ដី​ប្រាំពីរ​ដង រហូតដល់​គាត់​បាន​ចូលទៅជិត​បងប្រុស​របស់ខ្លួន​។
['v003_GKH_GEN_033', 11, 'p1', 'verse', 'v3', 'plain_text']	3 រីឯ​ខ្លួនគាត់​ដើរទៅ​ខាងមុខ​ពួកគេ ហើយ​ក្រាបមុខដល់ដី​ប្រាំពីរ​ដង រហូតដល់​គាត់​បាន​ចូលទៅជិត​បងប្រុស​របស់ខ្លួន​។
