[1, 'label']	48
[2, 's1', 'heading']	យ៉ាកុបឲ្យពរអេប្រាអិម និងម៉ាណាសេ
[3, 'p1', 'verse', 'v1', 'label']	1
[4, 'p1', 'verse', 'v1', 'content']	ក្រោយពី​ការ​ទាំងនេះ មាន​គេ​ប្រាប់​យ៉ូសែប​ថា​៖ “មើល៍! ឪពុក​របស់លោក​កំពុង​ឈឺ”។ គាត់​ក៏​យក​កូនប្រុស​ទាំង​ពីរ​របស់គាត់​ទៅ​ជាមួយ​គាត់ គឺ​ម៉ាណាសេ និង​អេប្រាអិម​។
['v001_GKH_GEN_048', 5, 'p1', 'verse', 'v1', 'plain_text']	1 ក្រោយពី​ការ​ទាំងនេះ មាន​គេ​ប្រាប់​យ៉ូសែប​ថា​៖ “មើល៍! ឪពុក​របស់លោក​កំពុង​ឈឺ”។ គាត់​ក៏​យក​កូនប្រុស​ទាំង​ពីរ​របស់គាត់​ទៅ​ជាមួយ​គាត់ គឺ​ម៉ាណាសេ និង​អេប្រាអិម​។
[6, 'p1', 'verse', 'v2', 'label']	2
[7, 'p1', 'verse', 'v2', 'content']	មាន​គេ​ប្រាប់​យ៉ាកុប​ថា​៖ “មើល៍! យ៉ូសែប​កូនប្រុស​របស់លោក​មក​ជួប​លោក”។ អ៊ីស្រាអែល​ក៏​ប្រមូលកម្លាំង ក្រោកអង្គុយ​នៅលើ​គ្រែ​។
['v002_GKH_GEN_048', 8, 'p1', 'verse', 'v2', 'plain_text']	2 មាន​គេ​ប្រាប់​យ៉ាកុប​ថា​៖ “មើល៍! យ៉ូសែប​កូនប្រុស​របស់លោក​មក​ជួប​លោក”។ អ៊ីស្រាអែល​ក៏​ប្រមូលកម្លាំង ក្រោកអង្គុយ​នៅលើ​គ្រែ​។
[9, 'p2', 'verse', 'v3', 'label']	3
[10, 'p2', 'verse', 'v3', 'content']	យ៉ាកុប​និយាយ​នឹង​យ៉ូសែប​ថា​៖ “ព្រះ​ដ៏មានព្រះចេស្ដា​បាន​លេចមក​ដល់​យើង​នៅ​លូស​ក្នុង​ដែនដី​កាណាន ហើយ​ព្រះអង្គ​បាន​ប្រទានពរ​យើង
['v003_GKH_GEN_048', 11, 'p2', 'verse', 'v3', 'plain_text']	3 យ៉ាកុប​និយាយ​នឹង​យ៉ូសែប​ថា​៖ “ព្រះ​ដ៏មានព្រះចេស្ដា​បាន​លេចមក​ដល់​យើង​នៅ​លូស​ក្នុង​ដែនដី​កាណាន ហើយ​ព្រះអង្គ​បាន​ប្រទានពរ​យើង
[12, 'p2', 'verse', 'v4', 'label']	4
