[1, 'label']	38
[2, 's1', 'heading']	យូដា និងតាម៉ារ
[3, 'p1', 'verse', 'v1', 'label']	1
[4, 'p1', 'verse', 'v1', 'content']	កាល​នោះ​មានកើតឡើងដូច្នេះ​: យូដា​បាន​ចុះ​ពី​ពួក​បងប្អូន​របស់គាត់​ទៅ ហើយ​ដំឡើងរោង​ជិត​បុរស​អ្នកអាឌូឡាម​ម្នាក់ ឈ្មោះ​ហ៊ីរ៉ា​។
['v001_GKH_GEN_038', 5, 'p1', 'verse', 'v1', 'plain_text']	1 កាល​នោះ​មានកើតឡើងដូច្នេះ​: យូដា​បាន​ចុះ​ពី​ពួក​បងប្អូន​របស់គាត់​ទៅ ហើយ​ដំឡើងរោង​ជិត​បុរស​អ្នកអាឌូឡាម​ម្នាក់ ឈ្មោះ​ហ៊ីរ៉ា​។
[6, 'p1', 'verse', 'v2', 'label']	2
[7, 'p1', 'verse', 'v2', 'content']	នៅ​ទីនោះ យូដា​ឃើញ​កូនស្រី​របស់​បុរស​ជនជាតិកាណាន​ម្នាក់ បុរសនោះ​ឈ្មោះ​ស៊ូអា គាត់​ក៏​យក​នាង​ជាប្រពន្ធ ហើយ​ចូលទៅឯ​នាង​។
['v002_GKH_GEN_038', 8, 'p1', 'verse', 'v2', 'plain_text']	2 នៅ​ទីនោះ យូដា​ឃើញ​កូនស្រី​របស់​បុរស​ជនជាតិកាណាន​ម្នាក់ បុរសនោះ​ឈ្មោះ​ស៊ូអា គាត់​ក៏​យក​នាង​ជាប្រពន្ធ ហើយ​ចូលទៅឯ​នាង​។
[9, 'p1', 'verse', 'v3', 'label']	3
[10, 'p1', 'verse', 'v3', 'content']	នាង​មានផ្ទៃពោះ ហើយ​បង្កើត​បាន​កូនប្រុស​ម្នាក់​; យូដា​ក៏​ដាក់ឈ្មោះ​កូននោះ​ថា អ៊ើរ​។
['v003_GKH_GEN_038', 11, 'p1', 'verse', 'v3', 'plain_text']	3 នាង​មានផ្ទៃពោះ ហើយ​បង្កើត​បាន​កូនប្រុស​ម្នាក់​; យូដា​ក៏​ដាក់ឈ្មោះ​កូននោះ​ថា អ៊ើរ​។
[12, 'p1', 'verse', 'v4', 'label']	4
[13, 'p1', 'verse', 'v4', 'content']	នាង​មានផ្ទៃពោះ​ម្ដងទៀត ហើយ​បង្កើត​បាន​កូនប្រុស​ម្នាក់ នាង​ក៏​ដាក់ឈ្មោះ​កូននោះ​ថា អូណាន់​។
['v004_GKH_GEN_038', 14, 'p1', 'verse', 'v4', 'plain_text']	4 នាង​មានផ្ទៃពោះ​ម្ដងទៀត ហើយ​បង្កើត​បាន​កូនប្រុស​ម្នាក់ នាង​ក៏​ដាក់ឈ្មោះ​កូននោះ​ថា អូណាន់​។
[15, 'p1', 'verse', 'v5', 'label']	5
[16, 'p1', 'verse', 'v5', 'content']	នាង​បង្កើត​បាន​កូនប្រុស​ម្ដងទៀត ហើយ​ដាក់ឈ្មោះ​កូននោះ​ថា សេឡា​។ កាល​នាង​បង្កើត​កូននោះ យូដា​នៅ​កេស៊ីប​។
['v005_GKH_GEN_038', 17, 'p1', 'verse', 'v5', 'plain_text']	5 នាង​បង្កើត​បាន​កូនប្រុស​ម្ដងទៀត ហើយ​ដាក់ឈ្មោះ​កូននោះ​ថា សេឡា​។ កាល​នាង​បង្កើត​កូននោះ យូដា​នៅ​កេស៊ីប​។
[18, 'p2', 'verse', 'v6', 'label']	6
[19, 'p2', 'verse', 'v6', 'content']	យូដា​យក​ប្រពន្ធ​ឲ្យ​អ៊ើរ​កូនច្បង​របស់គាត់ នាង​ឈ្មោះ​តាម៉ារ​។
['v006_GKH_GEN_038', 20, 'p2', 'verse', 'v6', 'plain_text']	6 យូដា​យក​ប្រពន្ធ​ឲ្យ​អ៊ើរ​កូនច្បង​របស់គាត់ នាង​ឈ្មោះ​តាម៉ារ​។
[21, 'p2', 'verse', 'v7', 'label']	7
[22, 'p2', 'verse', 'v7', 'content']	ប៉ុន្តែ​អ៊ើរ​កូនច្បង​របស់​យូដា ជា​មនុស្ស​អាក្រក់​ក្នុង​ព្រះនេត្រ​របស់​ព្រះយេហូវ៉ា ដូច្នេះ​ព្រះយេហូវ៉ា​ក៏​សម្លាប់​គាត់​។
