[1, 'label']	45
[2, 's1', 'heading']	យ៉ូសែបបង្ហាញឲ្យពួកបងប្អូនស្គាល់ខ្លួន
[3, 'p1', 'verse', 'v1', 'label']	1
[4, 'p1', 'verse', 'v1', 'content']	ពេលនោះ យ៉ូសែប​ទប់ចិត្ត​នៅចំពោះ​អស់អ្នក​ដែល​ឈរ​នៅជិត​គាត់​លែងបាន ក៏​ស្រែកឡើងថា​៖ “ចូរឲ្យ​មនុស្ស​ទាំងអស់​ចេញ​ពី​ខ្ញុំ​ទៅ​!”។ ដូច្នេះ គ្មាន​អ្នកណា​នៅ​ជាមួយ​គាត់​ទេ ពេល​យ៉ូសែប​បង្ហាញឲ្យ​ពួក​បងប្អូន​ស្គាល់​ខ្លួន​។
['v001_GKH_GEN_045', 5, 'p1', 'verse', 'v1', 'plain_text']	1 ពេលនោះ យ៉ូសែប​ទប់ចិត្ត​នៅចំពោះ​អស់អ្នក​ដែល​ឈរ​នៅជិត​គាត់​លែងបាន ក៏​ស្រែកឡើងថា​៖ “ចូរឲ្យ​មនុស្ស​ទាំងអស់​ចេញ​ពី​ខ្ញុំ​ទៅ​!”។ ដូច្នេះ គ្មាន​អ្នកណា​នៅ​ជាមួយ​គាត់​ទេ ពេល​យ៉ូសែប​បង្ហាញឲ្យ​ពួក​បងប្អូន​ស្គាល់​ខ្លួន​។
[6, 'p1', 'verse', 'v2', 'label']	2
[7, 'p1', 'verse', 'v2', 'content']	រួច​គាត់​បន្លឺ​សំឡេង​ទ្រហោយំ នោះ​ពួក​ជនជាតិអេហ្ស៊ីប​ក៏​ឮ ហើយ​អ្នកដំណាក់​របស់​ផារ៉ោន​ក៏​ឮ​ដែរ​។
['v002_GKH_GEN_045', 8, 'p1', 'verse', 'v2', 'plain_text']	2 រួច​គាត់​បន្លឺ​សំឡេង​ទ្រហោយំ នោះ​ពួក​ជនជាតិអេហ្ស៊ីប​ក៏​ឮ ហើយ​អ្នកដំណាក់​របស់​ផារ៉ោន​ក៏​ឮ​ដែរ​។
[9, 'p1', 'verse', 'v3', 'label']	3
[10, 'p1', 'verse', 'v3', 'content']	យ៉ូសែប​ប្រាប់​បងប្អូន​របស់គាត់​ថា​៖ “ខ្ញុំ​ហ្នឹងហើយ ជា​យ៉ូសែប​! តើ​ឪពុក​របស់ខ្ញុំ​នៅតែ​នៅរស់​ឬទេ​?”។ ប៉ុន្តែ​បងប្អូន​របស់គាត់​មិនអាច​ឆ្លើយ​នឹង​គាត់​បានឡើយ ពីព្រោះ​ពួកគេ​តក់ស្លុត​នៅចំពោះ​គាត់​។
['v003_GKH_GEN_045', 11, 'p1', 'verse', 'v3', 'plain_text']	3 យ៉ូសែប​ប្រាប់​បងប្អូន​របស់គាត់​ថា​៖ “ខ្ញុំ​ហ្នឹងហើយ ជា​យ៉ូសែប​! តើ​ឪពុក​របស់ខ្ញុំ​នៅតែ​នៅរស់​ឬទេ​?”។ ប៉ុន្តែ​បងប្អូន​របស់គាត់​មិនអាច​ឆ្លើយ​នឹង​គាត់​បានឡើយ ពីព្រោះ​ពួកគេ​តក់ស្លុត​នៅចំពោះ​គាត់​។
[12, 'p2', 'verse', 'v4', 'label']	4
[13, 'p2', 'verse', 'v4', 'content']	យ៉ូសែប​និយាយ​នឹង​បងប្អូន​របស់គាត់​ថា​៖ “សូម​ចូលមកជិត​ខ្ញុំ”។ ពួកគេ​ក៏​ចូលមកជិត នោះ​គាត់​ក៏​និយាយថា​៖ “ខ្ញុំ​ជា​យ៉ូសែប​ប្អូនប្រុស​របស់ពួកបង ដែល​ពួកបង​បាន​លក់​ខ្ញុំ​មក​អេហ្ស៊ីប​។
['v004_GKH_GEN_045', 14, 'p2', 'verse', 'v4', 'plain_text']	4 យ៉ូសែប​និយាយ​នឹង​បងប្អូន​របស់គាត់​ថា​៖ “សូម​ចូលមកជិត​ខ្ញុំ”។ ពួកគេ​ក៏​ចូលមកជិត នោះ​គាត់​ក៏​និយាយថា​៖ “ខ្ញុំ​ជា​យ៉ូសែប​ប្អូនប្រុស​របស់ពួកបង ដែល​ពួកបង​បាន​លក់​ខ្ញុំ​មក​អេហ្ស៊ីប​។
[15, 'p2', 'verse', 'v5', 'label']	5
[16, 'p2', 'verse', 'v5', 'content']	ឥឡូវនេះ សូម​កុំ​ព្រួយចិត្ត ក៏​កុំ​ខឹង​នឹង​ខ្លួនឯង​ដោយសារ​បាន​លក់​ខ្ញុំ​មក​ទីនេះ​ឡើយ ពីព្រោះ​ព្រះ​បាន​ចាត់​ខ្ញុំ​ឲ្យមក​មុន​ពួកបង​ដើម្បី​រក្សាជីវិត​។
['v005_GKH_GEN_045', 17, 'p2', 'verse', 'v5', 'plain_text']	5 ឥឡូវនេះ សូម​កុំ​ព្រួយចិត្ត ក៏​កុំ​ខឹង​នឹង​ខ្លួនឯង​ដោយសារ​បាន​លក់​ខ្ញុំ​មក​ទីនេះ​ឡើយ ពីព្រោះ​ព្រះ​បាន​ចាត់​ខ្ញុំ​ឲ្យមក​មុន​ពួកបង​ដើម្បី​រក្សាជីវិត​។
[18, 'p2', 'verse', 'v6', 'label']	6
[19, 'p2', 'verse', 'v6', 'content']	ដ្បិត​មាន​ទុរ្ភិក្ស​នៅលើ​ផែនដី​ពីរ​ឆ្នាំ​ហើយ ក៏​នឹង​មាន​ប្រាំ​ឆ្នាំ​ទៀត​ដែល​គ្មាន​ការភ្ជួររាស់ ឬ​ការច្រូតកាត់​ឡើយ​។
['v006_GKH_GEN_045', 20, 'p2', 'verse', 'v6', 'plain_text']	6 ដ្បិត​មាន​ទុរ្ភិក្ស​នៅលើ​ផែនដី​ពីរ​ឆ្នាំ​ហើយ ក៏​នឹង​មាន​ប្រាំ​ឆ្នាំ​ទៀត​ដែល​គ្មាន​ការភ្ជួររាស់ ឬ​ការច្រូតកាត់​ឡើយ​។
[21, 'p2', 'verse', 'v7', 'label']	7
[22, 'p2', 'verse', 'v7', 'content']	ដូច្នេះ ព្រះ​បាន​ចាត់​ខ្ញុំ​ឲ្យមក​មុន​ពួកបង ដើម្បី​ទុក​ឲ្យ​ពួកបង​មាន​អ្នកដែលនៅសល់​នៅលើ​ផែនដី និង​ដើម្បី​រក្សាជីវិត​ពួកបង​ដោយ​ការរំដោះ​ដ៏ធំអស្ចារ្យ
[23, 'p2', 'verse', 'v7', 'note', 'f']	#45:7ដើម្បី​រក្សាជីវិត​ពួកបងដោយ​ការរំដោះ​ដ៏ធំអស្ចារ្យ​―ឬ “ដើម្បី​ឲ្យ​ពួកបងមានអ្នកដែលរួចជីវិតជាច្រើន”។
[24, 'p2', 'verse', 'v7', 'content']	​។
['v007_GKH_GEN_045', 25, 'p2', 'verse', 'v7', 'plain_text']	7 ដូច្នេះ ព្រះ​បាន​ចាត់​ខ្ញុំ​ឲ្យមក​មុន​ពួកបង ដើម្បី​ទុក​ឲ្យ​ពួកបង​មាន​អ្នកដែលនៅសល់​នៅលើ​ផែនដី និង​ដើម្បី​រក្សាជីវិត​ពួកបង​ដោយ​ការរំដោះ​ដ៏ធំអស្ចារ្យ ​។
[26, 'p2', 'verse', 'v8', 'label']	8
