id,tag,text
1,"[1, 'label']",3
2,"[2, 's1', 'heading']",The Sons of Aaron
3,"[3, 'p1', 'verse', 'v1', 'label']",1
4,"[4, 'p1', 'verse', 'v1', 'content']",These are the generations of Aaron and Moses at the time when the
5,"[5, 'p1', 'verse', 'v1', 'nd']",Lord
6,"[6, 'p1', 'verse', 'v1', 'content']",spoke with Moses on Mount Sinai.
7,"['v001_ESV_NUM_003', 7, 'p1', 'verse', 'v1', 'plain_text']",1 These are the generations of Aaron and Moses at the time when the Lord spoke with Moses on Mount Sinai.
8,"[8, 'p1', 'verse', 'v2', 'label']",2
9,"[9, 'p1', 'verse', 'v2', 'content']",These are the names of the sons of Aaron:
10,"[10, 'p1', 'verse', 'v2', 'note', 'x']",#SeeEx. 6:23
11,"[11, 'p1', 'verse', 'v2', 'content']","Nadab the firstborn, and Abihu, Eleazar, and Ithamar."
12,"['v002_ESV_NUM_003', 12, 'p1', 'verse', 'v2', 'plain_text']","2 These are the names of the sons of Aaron: Nadab the firstborn, and Abihu, Eleazar, and Ithamar."
13,"[13, 'p1', 'verse', 'v3', 'label']",3
14,"[14, 'p1', 'verse', 'v3', 'content']","These are the names of the sons of Aaron,"
15,"[15, 'p1', 'verse', 'v3', 'note', 'x']",#SeeLev. 8
16,"[16, 'p1', 'verse', 'v3', 'content']","the anointed priests,"
17,"[17, 'p1', 'verse', 'v3', 'note', 'x']",#SeeEx. 28:41
18,"[18, 'p1', 'verse', 'v3', 'content']",whom he ordained to serve as priests.
19,"['v003_ESV_NUM_003', 19, 'p1', 'verse', 'v3', 'plain_text']","3 These are the names of the sons of Aaron, the anointed priests, whom he ordained to serve as priests."
20,"[20, 'p1', 'verse', 'v4', 'label']",4
21,"[21, 'p1', 'verse', 'v4', 'note', 'x']","#ch.26:61;Lev. 10:1,2;1 Chr. 24:2"
22,"[22, 'p1', 'verse', 'v4', 'content']",But Nadab and Abihu died before the
23,"[23, 'p1', 'verse', 'v4', 'nd']",Lord
24,"[24, 'p1', 'verse', 'v4', 'content']",when they offered unauthorized fire before the
25,"[25, 'p1', 'verse', 'v4', 'nd']",Lord
26,"[26, 'p1', 'verse', 'v4', 'content']","in the wilderness of Sinai, and they had no children. So Eleazar and Ithamar served as priests in the lifetime of Aaron their father."
27,"[27, 's1', 'heading']",Duties of the Levites
28,"['v004_ESV_NUM_003', 28, 'p1', 'verse', 'v4', 'plain_text']","4 But Nadab and Abihu died before the Lord when they offered unauthorized fire before the Lord in the wilderness of Sinai, and they had no children. So Eleazar and Ithamar served as priests in the lifetime of Aaron their father."
29,"[29, 'p2', 'verse', 'v5', 'label']",5
30,"[30, 'p2', 'verse', 'v5', 'content']",And the
31,"[31, 'p2', 'verse', 'v5', 'nd']",Lord
32,"[32, 'p2', 'verse', 'v5', 'content']","spoke to Moses, saying,"
33,"['v005_ESV_NUM_003', 33, 'p2', 'verse', 'v5', 'plain_text']","5 And the Lord spoke to Moses, saying,"
34,"[34, 'p2', 'verse', 'v6', 'label']",6
35,"[35, 'p2', 'verse', 'v6', 'note', 'x']",#ch.1:50;8:6;18:2
36,"[36, 'p2', 'verse', 'v6', 'content']","“Bring the tribe of Levi near, and set them before Aaron the priest, that they may minister to him."
37,"['v006_ESV_NUM_003', 37, 'p2', 'verse', 'v6', 'plain_text']","6 “Bring the tribe of Levi near, and set them before Aaron the priest, that they may minister to him."
38,"[38, 'p2', 'verse', 'v7', 'label']",7
39,"[39, 'p2', 'verse', 'v7', 'content']","They shall keep guard over him and over the whole congregation before the tent of meeting,"
40,"[40, 'p2', 'verse', 'v7', 'note', 'x']","#ch.8:11,15,24,26"
41,"[41, 'p2', 'verse', 'v7', 'content']",as they minister at the tabernacle.
42,"['v007_ESV_NUM_003', 42, 'p2', 'verse', 'v7', 'plain_text']","7 They shall keep guard over him and over the whole congregation before the tent of meeting, as they minister at the tabernacle."
43,"[43, 'p2', 'verse', 'v8', 'label']",8
44,"[44, 'p2', 'verse', 'v8', 'content']","They shall guard all the furnishings of the tent of meeting, and keep guard over the people of Israel as they minister at the tabernacle."
45,"['v008_ESV_NUM_003', 45, 'p2', 'verse', 'v8', 'plain_text']","8 They shall guard all the furnishings of the tent of meeting, and keep guard over the people of Israel as they minister at the tabernacle."
46,"[46, 'p2', 'verse', 'v9', 'label']",9
47,"[47, 'p2', 'verse', 'v9', 'content']",And
48,"[48, 'p2', 'verse', 'v9', 'note', 'x']",#ch.8:19;18:6
49,"[49, 'p2', 'verse', 'v9', 'content']",you shall give the Levites to Aaron and his sons; they are
50,"[50, 'p2', 'verse', 'v9', 'note', 'x']",#ch.8:16
51,"[51, 'p2', 'verse', 'v9', 'content']",wholly given to him from among the people of Israel.
52,"['v009_ESV_NUM_003', 52, 'p2', 'verse', 'v9', 'plain_text']",9 And you shall give the Levites to Aaron and his sons; they are wholly given to him from among the people of Israel.
53,"[53, 'p2', 'verse', 'v10', 'label']",10
54,"[54, 'p2', 'verse', 'v10', 'content']","And you shall appoint Aaron and his sons, and"
55,"[55, 'p2', 'verse', 'v10', 'note', 'x']",#ch.18:7;[Rom. 12:7]
56,"[56, 'p2', 'verse', 'v10', 'content']",they shall guard their priesthood. But if
57,"[57, 'p2', 'verse', 'v10', 'note', 'x']",#ver.38;See ch.1:51
58,"[58, 'p2', 'verse', 'v10', 'content']","any outsider comes near, he shall be put to death.”"
59,"['v010_ESV_NUM_003', 59, 'p2', 'verse', 'v10', 'plain_text']","10 And you shall appoint Aaron and his sons, and they shall guard their priesthood. But if any outsider comes near, he shall be put to death.”"
60,"[60, 'p3', 'verse', 'v11', 'label']",11
61,"[61, 'p3', 'verse', 'v11', 'content']",And the
62,"[62, 'p3', 'verse', 'v11', 'nd']",Lord
63,"[63, 'p3', 'verse', 'v11', 'content']","spoke to Moses, saying,"
64,"['v011_ESV_NUM_003', 64, 'p3', 'verse', 'v11', 'plain_text']","11 And the Lord spoke to Moses, saying,"
65,"[65, 'p3', 'verse', 'v12', 'label']",12
66,"[66, 'p3', 'verse', 'v12', 'content']","“Behold,"
67,"[67, 'p3', 'verse', 'v12', 'note', 'x']",#ver.41;ch.8:16;18:6
68,"[68, 'p3', 'verse', 'v12', 'content']","I have taken the Levites from among the people of Israel instead of every firstborn who opens the womb among the people of Israel. The Levites shall be mine,"
69,"['v012_ESV_NUM_003', 69, 'p3', 'verse', 'v12', 'plain_text']","12 “Behold, I have taken the Levites from among the people of Israel instead of every firstborn who opens the womb among the people of Israel. The Levites shall be mine,"
70,"[70, 'p3', 'verse', 'v13', 'label']",13
71,"[71, 'p3', 'verse', 'v13', 'content']",for
72,"[72, 'p3', 'verse', 'v13', 'note', 'x']",#SeeEx. 13:2
73,"[73, 'p3', 'verse', 'v13', 'content']",all the firstborn are mine.
74,"[74, 'p3', 'verse', 'v13', 'note', 'x']","#ch.8:17;Ex. 13:12,15"
75,"[75, 'p3', 'verse', 'v13', 'content']","On the day that I struck down all the firstborn in the land of Egypt, I consecrated for my own all the firstborn in Israel, both of man and of beast. They shall be mine: I am the"
76,"[76, 'p3', 'verse', 'v13', 'nd']",Lord
77,"[77, 'p3', 'verse', 'v13', 'content']",.”
78,"['v013_ESV_NUM_003', 78, 'p3', 'verse', 'v13', 'plain_text']","13 for all the firstborn are mine. On the day that I struck down all the firstborn in the land of Egypt, I consecrated for my own all the firstborn in Israel, both of man and of beast. They shall be mine: I am the Lord .”"
79,"[79, 'p4', 'verse', 'v14', 'label']",14
80,"[80, 'p4', 'verse', 'v14', 'content']",And the
81,"[81, 'p4', 'verse', 'v14', 'nd']",Lord
82,"[82, 'p4', 'verse', 'v14', 'content']","spoke to Moses in the wilderness of Sinai, saying,"
83,"['v014_ESV_NUM_003', 83, 'p4', 'verse', 'v14', 'plain_text']","14 And the Lord spoke to Moses in the wilderness of Sinai, saying,"
84,"[84, 'p4', 'verse', 'v15', 'label']",15
85,"[85, 'p4', 'verse', 'v15', 'content']","“List the sons of Levi, by fathers’ houses and by clans;"
86,"[86, 'p4', 'verse', 'v15', 'note', 'x']",#ver.39;ch.26:62;[ch.1:47]
87,"[87, 'p4', 'verse', 'v15', 'content']",every male from a month old and upward you shall list.”
88,"['v015_ESV_NUM_003', 88, 'p4', 'verse', 'v15', 'plain_text']","15 “List the sons of Levi, by fathers’ houses and by clans; every male from a month old and upward you shall list.”"
89,"[89, 'p4', 'verse', 'v16', 'label']",16
90,"[90, 'p4', 'verse', 'v16', 'content']",So Moses listed them according to the word of the
91,"[91, 'p4', 'verse', 'v16', 'nd']",Lord
92,"[92, 'p4', 'verse', 'v16', 'content']",", as he was commanded."
93,"['v016_ESV_NUM_003', 93, 'p4', 'verse', 'v16', 'plain_text']","16 So Moses listed them according to the word of the Lord , as he was commanded."
94,"[94, 'p4', 'verse', 'v17', 'label']",17
95,"[95, 'p4', 'verse', 'v17', 'note', 'x']","#ch.26:57;Gen. 46:11;Ex. 6:16;1 Chr. 6:1,16;23:6"
96,"[96, 'p4', 'verse', 'v17', 'content']",And these were the sons of Levi by their names: Gershon and Kohath and Merari.
97,"['v017_ESV_NUM_003', 97, 'p4', 'verse', 'v17', 'plain_text']",17 And these were the sons of Levi by their names: Gershon and Kohath and Merari.
98,"[98, 'p4', 'verse', 'v18', 'label']",18
99,"[99, 'p4', 'verse', 'v18', 'content']",And these are the names of the sons of Gershon by their clans:
100,"[100, 'p4', 'verse', 'v18', 'note', 'x']",#Ex. 6:17;1 Chr. 6:17;23:7
101,"[101, 'p4', 'verse', 'v18', 'content']",Libni and Shimei.
102,"['v018_ESV_NUM_003', 102, 'p4', 'verse', 'v18', 'plain_text']",18 And these are the names of the sons of Gershon by their clans: Libni and Shimei.
103,"[103, 'p4', 'verse', 'v19', 'label']",19
104,"[104, 'p4', 'verse', 'v19', 'content']",And the sons of Kohath by their clans:
105,"[105, 'p4', 'verse', 'v19', 'note', 'x']","#Ex. 6:18;1 Chr. 6:2,18;23:12"
106,"[106, 'p4', 'verse', 'v19', 'content']","Amram, Izhar, Hebron, and Uzziel."
107,"['v019_ESV_NUM_003', 107, 'p4', 'verse', 'v19', 'plain_text']","19 And the sons of Kohath by their clans: Amram, Izhar, Hebron, and Uzziel."
108,"[108, 'p4', 'verse', 'v20', 'label']",20
109,"[109, 'p4', 'verse', 'v20', 'content']",And the sons of Merari by their clans:
110,"[110, 'p4', 'verse', 'v20', 'note', 'x']",#Ex. 6:19;1 Chr. 6:19;23:21
111,"[111, 'p4', 'verse', 'v20', 'content']","Mahli and Mushi. These are the clans of the Levites, by their fathers’ houses."
112,"['v020_ESV_NUM_003', 112, 'p4', 'verse', 'v20', 'plain_text']","20 And the sons of Merari by their clans: Mahli and Mushi. These are the clans of the Levites, by their fathers’ houses."
113,"[113, 'p5', 'verse', 'v21', 'label']",21
114,"[114, 'p5', 'verse', 'v21', 'content']",To Gershon belonged the clan of the Libnites and the clan of the Shimeites; these were the clans of the Gershonites.
115,"['v021_ESV_NUM_003', 115, 'p5', 'verse', 'v21', 'plain_text']",21 To Gershon belonged the clan of the Libnites and the clan of the Shimeites; these were the clans of the Gershonites.
116,"[116, 'p5', 'verse', 'v22', 'label']",22
117,"[117, 'p5', 'verse', 'v22', 'content']",Their listing according to the number of all the males from a month old and upward was
118,"[118, 'p5', 'verse', 'v22', 'note', 'f']",#3:22Hebrewtheir listing was
119,"[119, 'p5', 'verse', 'v22', 'content']","7,500."
120,"['v022_ESV_NUM_003', 120, 'p5', 'verse', 'v22', 'plain_text']","22 Their listing according to the number of all the males from a month old and upward was 7,500."
121,"[121, 'p5', 'verse', 'v23', 'label']",23
122,"[122, 'p5', 'verse', 'v23', 'note', 'x']",#ch.1:53
