id,tag,text
1,"[1, 'label']",25
2,"[2, 's1', 'heading']",Baal Worship at Peor
3,"[3, 'p1', 'verse', 'v1', 'label']",1
4,"[4, 'p1', 'verse', 'v1', 'content']",While Israel lived in
5,"[5, 'p1', 'verse', 'v1', 'note', 'x']",#ch.33:49;Josh. 2:1;3:1;Mic. 6:5
6,"[6, 'p1', 'verse', 'v1', 'content']","Shittim,"
7,"[7, 'p1', 'verse', 'v1', 'note', 'x']",#[ch.31:16]
8,"[8, 'p1', 'verse', 'v1', 'content']",the people began to whore with the daughters of Moab.
9,"['v001_ESV_NUM_025', 9, 'p1', 'verse', 'v1', 'plain_text']","1 While Israel lived in Shittim, the people began to whore with the daughters of Moab."
10,"[10, 'p1', 'verse', 'v2', 'label']",2
11,"[11, 'p1', 'verse', 'v2', 'note', 'x']","#Ex. 34:15,16;Josh. 22:17;Ps. 106:28;Hos. 9:10;[1 Cor. 10:20]"
12,"[12, 'p1', 'verse', 'v2', 'content']","These invited the people to the sacrifices of their gods, and the people ate and bowed down to their gods."
13,"['v002_ESV_NUM_025', 13, 'p1', 'verse', 'v2', 'plain_text']","2 These invited the people to the sacrifices of their gods, and the people ate and bowed down to their gods."
14,"[14, 'p1', 'verse', 'v3', 'label']",3
15,"[15, 'p1', 'verse', 'v3', 'content']",So Israel yoked himself to Baal of Peor. And the anger of the
16,"[16, 'p1', 'verse', 'v3', 'nd']",Lord
17,"[17, 'p1', 'verse', 'v3', 'content']",was kindled against Israel.
18,"['v003_ESV_NUM_025', 18, 'p1', 'verse', 'v3', 'plain_text']",3 So Israel yoked himself to Baal of Peor. And the anger of the Lord was kindled against Israel.
19,"[19, 'p1', 'verse', 'v4', 'label']",4
20,"[20, 'p1', 'verse', 'v4', 'content']",And the
21,"[21, 'p1', 'verse', 'v4', 'nd']",Lord
22,"[22, 'p1', 'verse', 'v4', 'content']","said to Moses,"
23,"[23, 'p1', 'verse', 'v4', 'note', 'x']",#SeeDeut. 4:3
24,"[24, 'p1', 'verse', 'v4', 'content']",“Take all the chiefs of the people and
25,"[25, 'p1', 'verse', 'v4', 'note', 'x']",#[Deut. 21:23;2 Sam. 21:6;Gal. 3:13]
26,"[26, 'p1', 'verse', 'v4', 'content']",hang
27,"[27, 'p1', 'verse', 'v4', 'note', 'f']",#25:4Orimpale
