id,tag,text
1,"[1, 'label']",19
2,"[2, 's1', 'heading']",The Inheritance for Simeon
3,"[3, 'p1', 'verse', 'v1', 'label']",1
4,"[4, 'p1', 'verse', 'v1', 'content']","The second lot came out for Simeon, for the tribe of the people of Simeon, according to their clans,"
5,"[5, 'p1', 'verse', 'v1', 'note', 'x']",#ver.9;[Gen. 49:7]
6,"[6, 'p1', 'verse', 'v1', 'content']",and their inheritance was in the midst of the inheritance of the people of Judah.
7,"['v001_ESV_JOS_019', 7, 'p1', 'verse', 'v1', 'plain_text']","1 The second lot came out for Simeon, for the tribe of the people of Simeon, according to their clans, and their inheritance was in the midst of the inheritance of the people of Judah."
8,"[8, 'p1', 'verse', 'v2', 'label']",2
9,"[9, 'p1', 'verse', 'v2', 'note', 'x']","#For ver. 2-8, see1 Chr. 4:28-33"
10,"[10, 'p1', 'verse', 'v2', 'content']","And they had for their inheritance Beersheba, Sheba, Moladah,"
11,"['v002_ESV_JOS_019', 11, 'p1', 'verse', 'v2', 'plain_text']","2 And they had for their inheritance Beersheba, Sheba, Moladah,"
12,"[12, 'p1', 'verse', 'v3', 'label']",3
13,"[13, 'p1', 'verse', 'v3', 'content']","Hazar-shual, Balah, Ezem,"
14,"['v003_ESV_JOS_019', 14, 'p1', 'verse', 'v3', 'plain_text']","3 Hazar-shual, Balah, Ezem,"
15,"[15, 'p1', 'verse', 'v4', 'label']",4
16,"[16, 'p1', 'verse', 'v4', 'content']","Eltolad, Bethul, Hormah,"
17,"['v004_ESV_JOS_019', 17, 'p1', 'verse', 'v4', 'plain_text']","4 Eltolad, Bethul, Hormah,"
18,"[18, 'p1', 'verse', 'v5', 'label']",5
19,"[19, 'p1', 'verse', 'v5', 'content']","Ziklag, Beth-marcaboth, Hazar-susah,"
20,"['v005_ESV_JOS_019', 20, 'p1', 'verse', 'v5', 'plain_text']","5 Ziklag, Beth-marcaboth, Hazar-susah,"
21,"[21, 'p1', 'verse', 'v6', 'label']",6
22,"[22, 'p1', 'verse', 'v6', 'content']","Beth-lebaoth, and Sharuhen—thirteen cities with their villages;"
23,"['v006_ESV_JOS_019', 23, 'p1', 'verse', 'v6', 'plain_text']","6 Beth-lebaoth, and Sharuhen—thirteen cities with their villages;"
24,"[24, 'p1', 'verse', 'v7', 'label']",7
25,"[25, 'p1', 'verse', 'v7', 'content']","Ain, Rimmon, Ether, and Ashan—four cities with their villages,"
26,"['v007_ESV_JOS_019', 26, 'p1', 'verse', 'v7', 'plain_text']","7 Ain, Rimmon, Ether, and Ashan—four cities with their villages,"
27,"[27, 'p1', 'verse', 'v8', 'label']",8
28,"[28, 'p1', 'verse', 'v8', 'content']","together with all the villages around these cities as far as Baalath-beer, Ramah of the Negeb. This was the inheritance of the tribe of the people of Simeon according to their clans."
29,"['v008_ESV_JOS_019', 29, 'p1', 'verse', 'v8', 'plain_text']","8 together with all the villages around these cities as far as Baalath-beer, Ramah of the Negeb. This was the inheritance of the tribe of the people of Simeon according to their clans."
30,"[30, 'p1', 'verse', 'v9', 'label']",9
31,"[31, 'p1', 'verse', 'v9', 'note', 'x']",#ver.1
