id,tag,text
1,"[1, 'label']",11
2,"[2, 's1', 'heading']",Conquests in Northern Canaan
3,"[3, 'p1', 'verse', 'v1', 'label']",1
4,"[4, 'p1', 'verse', 'v1', 'content']","When Jabin, king of Hazor, heard of this, he"
5,"[5, 'p1', 'verse', 'v1', 'note', 'x']",#ch.10:3
6,"[6, 'p1', 'verse', 'v1', 'content']","sent to Jobab king of Madon, and to the king of Shimron, and to the king of Achshaph,"
7,"['v001_ESV_JOS_011', 7, 'p1', 'verse', 'v1', 'plain_text']","1 When Jabin, king of Hazor, heard of this, he sent to Jobab king of Madon, and to the king of Shimron, and to the king of Achshaph,"
8,"[8, 'p1', 'verse', 'v2', 'label']",2
9,"[9, 'p1', 'verse', 'v2', 'content']","and to the kings who were in the northern hill country, and in the"
10,"[10, 'p1', 'verse', 'v2', 'note', 'x']",#ch.3:16;Deut. 1:1
11,"[11, 'p1', 'verse', 'v2', 'content']",Arabah south of
12,"[12, 'p1', 'verse', 'v2', 'note', 'x']",#ch.12:3;13:27;19:35;Num. 34:11
13,"[13, 'p1', 'verse', 'v2', 'content']","Chinneroth, and in the lowland, and"
14,"[14, 'p1', 'verse', 'v2', 'note', 'x']",#ch.12:23
15,"[15, 'p1', 'verse', 'v2', 'content']",in Naphoth-dor on the
16,"[16, 'p1', 'verse', 'v2', 'note', 'x']",#ch.17:11;Judg. 1:27
17,"[17, 'p1', 'verse', 'v2', 'content']","west,"
18,"['v002_ESV_JOS_011', 18, 'p1', 'verse', 'v2', 'plain_text']","2 and to the kings who were in the northern hill country, and in the Arabah south of Chinneroth, and in the lowland, and in Naphoth-dor on the west,"
19,"[19, 'p1', 'verse', 'v3', 'label']",3
20,"[20, 'p1', 'verse', 'v3', 'content']","to the Canaanites in the east and the west, the Amorites, the Hittites, the Perizzites, and the"
21,"[21, 'p1', 'verse', 'v3', 'note', 'x']",#ch.15:63
22,"[22, 'p1', 'verse', 'v3', 'content']","Jebusites in the hill country, and the"
23,"[23, 'p1', 'verse', 'v3', 'note', 'x']",#Judg. 3:3
24,"[24, 'p1', 'verse', 'v3', 'content']",Hivites under
25,"[25, 'p1', 'verse', 'v3', 'note', 'x']",#SeeDeut. 3:8
26,"[26, 'p1', 'verse', 'v3', 'content']",Hermon in the land of
27,"[27, 'p1', 'verse', 'v3', 'note', 'x']",#ver.8;Gen. 31:49
28,"[28, 'p1', 'verse', 'v3', 'content']",Mizpah.
29,"['v003_ESV_JOS_011', 29, 'p1', 'verse', 'v3', 'plain_text']","3 to the Canaanites in the east and the west, the Amorites, the Hittites, the Perizzites, and the Jebusites in the hill country, and the Hivites under Hermon in the land of Mizpah."
30,"[30, 'p1', 'verse', 'v4', 'label']",4
31,"[31, 'p1', 'verse', 'v4', 'content']","And they came out with all their troops, a great horde, in number"
32,"[32, 'p1', 'verse', 'v4', 'note', 'x']",#Gen. 22:17;32:12;Judg. 7:12;1 Sam. 13:5
33,"[33, 'p1', 'verse', 'v4', 'content']","like the sand that is on the seashore, with very many horses and chariots."
34,"['v004_ESV_JOS_011', 34, 'p1', 'verse', 'v4', 'plain_text']","4 And they came out with all their troops, a great horde, in number like the sand that is on the seashore, with very many horses and chariots."
35,"[35, 'p1', 'verse', 'v5', 'label']",5
36,"[36, 'p1', 'verse', 'v5', 'content']",And all these kings joined their forces and came and encamped together at the waters of Merom to fight against Israel.
37,"['v005_ESV_JOS_011', 37, 'p1', 'verse', 'v5', 'plain_text']",5 And all these kings joined their forces and came and encamped together at the waters of Merom to fight against Israel.
38,"[38, 'p2', 'verse', 'v6', 'label']",6
39,"[39, 'p2', 'verse', 'v6', 'content']",And the
40,"[40, 'p2', 'verse', 'v6', 'nd']",Lord
41,"[41, 'p2', 'verse', 'v6', 'content']","said to Joshua,"
42,"[42, 'p2', 'verse', 'v6', 'note', 'x']",#[ch.10:8]
43,"[43, 'p2', 'verse', 'v6', 'content']","“Do not be afraid of them, for tomorrow at this time I will give over all of them, slain, to Israel. You shall"
44,"[44, 'p2', 'verse', 'v6', 'note', 'x']",#ver.9;2 Sam. 8:4;1 Chr. 18:4;[Gen. 49:6]
45,"[45, 'p2', 'verse', 'v6', 'content']",hamstring their horses and burn their
46,"[46, 'p2', 'verse', 'v6', 'note', 'x']",#ch.17:16-18;Deut. 20:1;Judg. 1:19;4:3
47,"[47, 'p2', 'verse', 'v6', 'content']",chariots with fire.”
48,"['v006_ESV_JOS_011', 48, 'p2', 'verse', 'v6', 'plain_text']","6 And the Lord said to Joshua, “Do not be afraid of them, for tomorrow at this time I will give over all of them, slain, to Israel. You shall hamstring their horses and burn their chariots with fire.”"
49,"[49, 'p2', 'verse', 'v7', 'label']",7
50,"[50, 'p2', 'verse', 'v7', 'content']",So Joshua and all his warriors came
51,"[51, 'p2', 'verse', 'v7', 'note', 'x']",#ch.10:9
52,"[52, 'p2', 'verse', 'v7', 'content']",suddenly against them by the waters of Merom and fell upon them.
53,"['v007_ESV_JOS_011', 53, 'p2', 'verse', 'v7', 'plain_text']",7 So Joshua and all his warriors came suddenly against them by the waters of Merom and fell upon them.
54,"[54, 'p2', 'verse', 'v8', 'label']",8
55,"[55, 'p2', 'verse', 'v8', 'content']",And the
56,"[56, 'p2', 'verse', 'v8', 'nd']",Lord
57,"[57, 'p2', 'verse', 'v8', 'content']","gave them into the hand of Israel, who struck them and chased them as far as"
58,"[58, 'p2', 'verse', 'v8', 'note', 'x']",#ch.19:28
59,"[59, 'p2', 'verse', 'v8', 'content']",Great Sidon and
60,"[60, 'p2', 'verse', 'v8', 'note', 'x']",#ch.13:6
