id,tag,text
1,"[1, 'label']",8
2,"[2, 's1', 'heading']",The Fall of Ai
3,"[3, 'p1', 'verse', 'v1', 'label']",1
4,"[4, 'p1', 'verse', 'v1', 'content']",And the
5,"[5, 'p1', 'verse', 'v1', 'nd']",Lord
6,"[6, 'p1', 'verse', 'v1', 'content']","said to Joshua,"
7,"[7, 'p1', 'verse', 'v1', 'note', 'x']",#ch.1:9;10:25;Deut. 1:21;7:18;31:8
8,"[8, 'p1', 'verse', 'v1', 'content']","“Do not fear and do not be dismayed. Take all the fighting men with you, and arise, go up to Ai. See,"
9,"[9, 'p1', 'verse', 'v1', 'note', 'x']",#ch.2:24;6:2
10,"[10, 'p1', 'verse', 'v1', 'content']","I have given into your hand the king of Ai, and his people, his city, and his land."
11,"['v001_ESV_JOS_008', 11, 'p1', 'verse', 'v1', 'plain_text']","1 And the Lord said to Joshua, “Do not fear and do not be dismayed. Take all the fighting men with you, and arise, go up to Ai. See, I have given into your hand the king of Ai, and his people, his city, and his land."
12,"[12, 'p1', 'verse', 'v2', 'label']",2
13,"[13, 'p1', 'verse', 'v2', 'content']",And you shall do to Ai and its king as you did
14,"[14, 'p1', 'verse', 'v2', 'note', 'x']",#ch.6:21
15,"[15, 'p1', 'verse', 'v2', 'content']",to Jericho and its king. Only
16,"[16, 'p1', 'verse', 'v2', 'note', 'x']",#ver.27;Deut. 20:14
17,"[17, 'p1', 'verse', 'v2', 'content']","its spoil and its livestock you shall take as plunder for yourselves. Lay an ambush against the city, behind it.”"
18,"['v002_ESV_JOS_008', 18, 'p1', 'verse', 'v2', 'plain_text']","2 And you shall do to Ai and its king as you did to Jericho and its king. Only its spoil and its livestock you shall take as plunder for yourselves. Lay an ambush against the city, behind it.”"
19,"[19, 'p2', 'verse', 'v3', 'label']",3
20,"[20, 'p2', 'verse', 'v3', 'content']","So Joshua and all the fighting men arose to go up to Ai. And Joshua chose 30,000 mighty men of valor and sent them out by night."
21,"['v003_ESV_JOS_008', 21, 'p2', 'verse', 'v3', 'plain_text']","3 So Joshua and all the fighting men arose to go up to Ai. And Joshua chose 30,000 mighty men of valor and sent them out by night."
22,"[22, 'p2', 'verse', 'v4', 'label']",4
23,"[23, 'p2', 'verse', 'v4', 'content']","And he commanded them, “Behold,"
24,"[24, 'p2', 'verse', 'v4', 'note', 'x']",#[Judg. 20:29]
25,"[25, 'p2', 'verse', 'v4', 'content']","you shall lie in ambush against the city, behind it. Do not go very far from the city, but all of you remain ready."
26,"['v004_ESV_JOS_008', 26, 'p2', 'verse', 'v4', 'plain_text']","4 And he commanded them, “Behold, you shall lie in ambush against the city, behind it. Do not go very far from the city, but all of you remain ready."
27,"[27, 'p2', 'verse', 'v5', 'label']",5
