id,tag,text
1,"[1, 'label']",17
2,"[2, 'p1', 'verse', 'v1', 'label']",1
3,"[3, 'p1', 'verse', 'v1', 'content']","Then allotment was made to the people of Manasseh, for he was"
4,"[4, 'p1', 'verse', 'v1', 'note', 'x']",#Gen. 41:51;46:20;48:18
5,"[5, 'p1', 'verse', 'v1', 'content']",the firstborn of Joseph. To
6,"[6, 'p1', 'verse', 'v1', 'note', 'x']","#Gen. 50:23;Num. 26:29;32:39,40;1 Chr. 7:14"
7,"[7, 'p1', 'verse', 'v1', 'content']","Machir the firstborn of Manasseh, the father of Gilead,"
8,"[8, 'p1', 'verse', 'v1', 'note', 'x']","#Deut. 3:13,15"
9,"[9, 'p1', 'verse', 'v1', 'content']","were allotted Gilead and Bashan, because he was a man of war."
10,"['v001_ESV_JOS_017', 10, 'p1', 'verse', 'v1', 'plain_text']","1 Then allotment was made to the people of Manasseh, for he was the firstborn of Joseph. To Machir the firstborn of Manasseh, the father of Gilead, were allotted Gilead and Bashan, because he was a man of war."
11,"[11, 'p1', 'verse', 'v2', 'label']",2
12,"[12, 'p1', 'verse', 'v2', 'content']",And allotments were made
13,"[13, 'p1', 'verse', 'v2', 'note', 'x']",#SeeNum. 26:29-32
14,"[14, 'p1', 'verse', 'v2', 'content']","to the rest of the people of Manasseh by their clans, Abiezer, Helek, Asriel, Shechem, Hepher, and Shemida. These were the male descendants of Manasseh the son of Joseph, by their clans."
15,"['v002_ESV_JOS_017', 15, 'p1', 'verse', 'v2', 'plain_text']","2 And allotments were made to the rest of the people of Manasseh by their clans, Abiezer, Helek, Asriel, Shechem, Hepher, and Shemida. These were the male descendants of Manasseh the son of Joseph, by their clans."
16,"[16, 'p2', 'verse', 'v3', 'label']",3
17,"[17, 'p2', 'verse', 'v3', 'content']",Now
18,"[18, 'p2', 'verse', 'v3', 'note', 'x']","#Num. 26:33;27:1;36:2,11"
