id,tag,text
1,"[1, 'label']",37
2,"[2, 's1', 'heading']",Joseph’s Dreams
3,"[3, 'p1', 'verse', 'v1', 'label']",1
4,"[4, 'p1', 'verse', 'v1', 'content']",Jacob lived in
5,"[5, 'p1', 'verse', 'v1', 'note', 'x']",#See ch.36:7
6,"[6, 'p1', 'verse', 'v1', 'content']","the land of his father’s sojournings, in the land of Canaan."
7,"['v001_ESV_GEN_037', 7, 'p1', 'verse', 'v1', 'plain_text']","1 Jacob lived in the land of his father’s sojournings, in the land of Canaan."
8,"[8, 'p2', 'verse', 'v2', 'label']",2
9,"[9, 'p2', 'verse', 'v2', 'content']",These are the generations of Jacob.
10,"[10, 'p3', 'verse', 'v2', 'content']","Joseph, being seventeen years old, was pasturing the flock with his brothers. He was a boy with the sons of Bilhah and Zilpah, his father’s wives. And Joseph brought"
11,"[11, 'p3', 'verse', 'v2', 'note', 'x']","#[1 Sam. 2:23,24]"
12,"[12, 'p3', 'verse', 'v2', 'content']",a bad report of them to their father.
13,"['v002_ESV_GEN_037', 13, 'p2', 'verse', 'v2', 'plain_text']","2 These are the generations of Jacob. Joseph, being seventeen years old, was pasturing the flock with his brothers. He was a boy with the sons of Bilhah and Zilpah, his father’s wives. And Joseph brought a bad report of them to their father."
14,"[14, 'p3', 'verse', 'v3', 'label']",3
15,"[15, 'p3', 'verse', 'v3', 'content']","Now Israel loved Joseph more than any other of his sons, because he was"
16,"[16, 'p3', 'verse', 'v3', 'note', 'x']",#ch.44:20
17,"[17, 'p3', 'verse', 'v3', 'content']",the son of his old age. And he made him
18,"[18, 'p3', 'verse', 'v3', 'note', 'x']","#ver.23, 32"
19,"[19, 'p3', 'verse', 'v3', 'content']",a robe of many colors.
20,"[20, 'p3', 'verse', 'v3', 'note', 'f']","#37:3See Septuagint, Vulgate; or (with Syriac)a robe with long sleeves. The meaning of the Hebrew is uncertain; also verses 23, 32"
21,"['v003_ESV_GEN_037', 21, 'p3', 'verse', 'v3', 'plain_text']","3 Now Israel loved Joseph more than any other of his sons, because he was the son of his old age. And he made him a robe of many colors."
22,"[22, 'p3', 'verse', 'v4', 'label']",4
23,"[23, 'p3', 'verse', 'v4', 'content']","But when his brothers saw that their father loved him more than all his brothers, they hated him and could not speak peacefully to him."
24,"['v004_ESV_GEN_037', 24, 'p3', 'verse', 'v4', 'plain_text']","4 But when his brothers saw that their father loved him more than all his brothers, they hated him and could not speak peacefully to him."
