id,tag,text
1,"[1, 'label']",4
2,"[2, 's1', 'heading']",កាអ៊ីន និងអេបិល
3,"[3, 'p1', 'verse', 'v1', 'label']",1
4,"[4, 'p1', 'verse', 'v1', 'content']",រីឯ​មនុស្ស​បាន​រួមដំណេក​ជាមួយ​អេវ៉ា​ប្រពន្ធ​របស់គាត់ នោះ​នាង​ក៏​មានផ្ទៃពោះ ហើយ​បង្កើត​បាន​កាអ៊ីន​។ នាង​និយាយថា​៖ “ខ្ញុំ​បាន​ទទួល​មនុស្សប្រុស​ម្នាក់​ដោយ​ជំនួយពី
5,"[5, 'p1', 'verse', 'v1', 'note', 'f']",#4:1ជំនួយពី―ជាពាក្យជំនួយ។
6,"[6, 'p1', 'verse', 'v1', 'content']",​ព្រះយេហូវ៉ា”។
7,"['v001_GKH_GEN_004', 7, 'p1', 'verse', 'v1', 'plain_text']",1 រីឯ​មនុស្ស​បាន​រួមដំណេក​ជាមួយ​អេវ៉ា​ប្រពន្ធ​របស់គាត់ នោះ​នាង​ក៏​មានផ្ទៃពោះ ហើយ​បង្កើត​បាន​កាអ៊ីន​។ នាង​និយាយថា​៖ “ខ្ញុំ​បាន​ទទួល​មនុស្សប្រុស​ម្នាក់​ដោយ​ជំនួយពី ​ព្រះយេហូវ៉ា”។
8,"[8, 'p1', 'verse', 'v2', 'label']",2
9,"[9, 'p1', 'verse', 'v2', 'content']",បន្ទាប់មក នាង​បង្កើត​បាន​អេបិល​ប្អូនប្រុស​របស់កាអ៊ីន​ទៀត​។ អេបិល​ជា​អ្នកឃ្វាលចៀម រីឯ​កាអ៊ីន​ជា​អ្នក​ភ្ជួររាស់​ដី​។
10,"['v002_GKH_GEN_004', 10, 'p1', 'verse', 'v2', 'plain_text']",2 បន្ទាប់មក នាង​បង្កើត​បាន​អេបិល​ប្អូនប្រុស​របស់កាអ៊ីន​ទៀត​។ អេបិល​ជា​អ្នកឃ្វាលចៀម រីឯ​កាអ៊ីន​ជា​អ្នក​ភ្ជួររាស់​ដី​។
11,"[11, 'p1', 'verse', 'v3', 'label']",3
12,"[12, 'p1', 'verse', 'v3', 'content']",លុះក្រោយមក កាអ៊ីន​បាន​យក​ភោគផល​ពី​ដី​មក ជា​តង្វាយ​ថ្វាយ​ព្រះយេហូវ៉ា
13,"['v003_GKH_GEN_004', 13, 'p1', 'verse', 'v3', 'plain_text']",3 លុះក្រោយមក កាអ៊ីន​បាន​យក​ភោគផល​ពី​ដី​មក ជា​តង្វាយ​ថ្វាយ​ព្រះយេហូវ៉ា
14,"[14, 'p1', 'verse', 'v4', 'label']",4
15,"[15, 'p1', 'verse', 'v4', 'content']",រីឯ​អេបិល​ក៏​យក​កូនដំបូង​ដ៏ល្អបំផុត
16,"[16, 'p1', 'verse', 'v4', 'note', 'f']",#4:4កូនដំបូងដ៏ល្អបំផុត―ឬ “កូនដំបូង ព្រមទាំងខ្លាញ់របស់វា”។
17,"[17, 'p1', 'verse', 'v4', 'content']",​ពី​ហ្វូងចៀម​របស់គាត់​មក​ដែរ​។ ព្រះយេហូវ៉ា​បាន​សព្វព្រះហឫទ័យ​នឹង​អេបិល ព្រមទាំង​តង្វាយ​របស់គាត់
18,"['v004_GKH_GEN_004', 18, 'p1', 'verse', 'v4', 'plain_text']",4 រីឯ​អេបិល​ក៏​យក​កូនដំបូង​ដ៏ល្អបំផុត ​ពី​ហ្វូងចៀម​របស់គាត់​មក​ដែរ​។ ព្រះយេហូវ៉ា​បាន​សព្វព្រះហឫទ័យ​នឹង​អេបិល ព្រមទាំង​តង្វាយ​របស់គាត់
19,"[19, 'p1', 'verse', 'v5', 'label']",5
20,"[20, 'p1', 'verse', 'v5', 'content']",ប៉ុន្តែ​ព្រះអង្គ​មិន​សព្វព្រះហឫទ័យ​នឹង​កាអ៊ីន និង​តង្វាយ​របស់គាត់​ឡើយ​។ កាអ៊ីន​ក៏​ក្ដៅក្រហាយ​យ៉ាងខ្លាំង ហើយ​គាត់​ក៏​ធ្លាក់ទឹកមុខ​។
21,"['v005_GKH_GEN_004', 21, 'p1', 'verse', 'v5', 'plain_text']",5 ប៉ុន្តែ​ព្រះអង្គ​មិន​សព្វព្រះហឫទ័យ​នឹង​កាអ៊ីន និង​តង្វាយ​របស់គាត់​ឡើយ​។ កាអ៊ីន​ក៏​ក្ដៅក្រហាយ​យ៉ាងខ្លាំង ហើយ​គាត់​ក៏​ធ្លាក់ទឹកមុខ​។
22,"[22, 'p2', 'verse', 'v6', 'label']",6
23,"[23, 'p2', 'verse', 'v6', 'content']",ព្រះយេហូវ៉ា​មានបន្ទូល​នឹង​កាអ៊ីន​ថា​៖ “ម្ដេចក៏​អ្នក​ក្ដៅក្រហាយ​? ម្ដេចក៏​អ្នក​ធ្លាក់ទឹកមុខ​ដូច្នេះ​?
24,"['v006_GKH_GEN_004', 24, 'p2', 'verse', 'v6', 'plain_text']",6 ព្រះយេហូវ៉ា​មានបន្ទូល​នឹង​កាអ៊ីន​ថា​៖ “ម្ដេចក៏​អ្នក​ក្ដៅក្រហាយ​? ម្ដេចក៏​អ្នក​ធ្លាក់ទឹកមុខ​ដូច្នេះ​?
25,"[25, 'p2', 'verse', 'v7', 'label']",7
26,"[26, 'p2', 'verse', 'v7', 'content']",ប្រសិនបើ​អ្នក​ធ្វើល្អ តើ​មិន​ត្រូវបាន​ទទួលយក​ទេ​ឬ​?
27,"[27, 'p2', 'verse', 'v7', 'note', 'f']",#4:7តើមិនត្រូវបានទទួលយកទេឬ​?―ឬ “តើមិនគួរងើបមុខឡើងទេឬ​?”។
28,"[28, 'p2', 'verse', 'v7', 'content']",ប៉ុន្តែ​ប្រសិនបើ​អ្នក​មិន​ធ្វើល្អ នោះ​បាប​ក្រាប​នៅ​មាត់ទ្វារ​ហើយ​។ បំណងប្រាថ្នា​របស់វា​គឺមាន​ចំពោះ​អ្នក ប៉ុន្តែ​អ្នក​ត្រូវតែ​គ្រប់គ្រង​លើ​វា​វិញ”។
29,"['v007_GKH_GEN_004', 29, 'p2', 'verse', 'v7', 'plain_text']",7 ប្រសិនបើ​អ្នក​ធ្វើល្អ តើ​មិន​ត្រូវបាន​ទទួលយក​ទេ​ឬ​? ប៉ុន្តែ​ប្រសិនបើ​អ្នក​មិន​ធ្វើល្អ នោះ​បាប​ក្រាប​នៅ​មាត់ទ្វារ​ហើយ​។ បំណងប្រាថ្នា​របស់វា​គឺមាន​ចំពោះ​អ្នក ប៉ុន្តែ​អ្នក​ត្រូវតែ​គ្រប់គ្រង​លើ​វា​វិញ”។
30,"[30, 'p3', 'verse', 'v8', 'label']",8
31,"[31, 'p3', 'verse', 'v8', 'content']",បន្ទាប់មក កាអ៊ីន​និយាយ​ជាមួយ​អេបិល​ប្អូនប្រុស​របស់ខ្លួន
32,"[32, 'p3', 'verse', 'v8', 'note', 'f']",#4:8កាអ៊ីន​និយាយជាមួយអេបិល​ប្អូនប្រុស​របស់ខ្លួន―ឯកសារបុរាណខ្លះថា “កាអ៊ីន​និយាយនឹងអេបិល​ប្អូនប្រុស​របស់ខ្លួនថា៖ ‘មក៍! យើងនាំគ្នាចេញទៅទីវាល’”។
33,"[33, 'p3', 'verse', 'v8', 'content']",​។ លុះក្រោយមក​មានកើតឡើងដូច្នេះ​: នៅពេល​ពួកគេ​នៅ​ទីវាល កាអ៊ីន​ក៏​ក្រោកឡើង​ទាស់នឹង​អេបិល​ប្អូនប្រុស​របស់ខ្លួន ហើយ​សម្លាប់​គាត់​។
34,"['v008_GKH_GEN_004', 34, 'p3', 'verse', 'v8', 'plain_text']",8 បន្ទាប់មក កាអ៊ីន​និយាយ​ជាមួយ​អេបិល​ប្អូនប្រុស​របស់ខ្លួន ​។ លុះក្រោយមក​មានកើតឡើងដូច្នេះ​: នៅពេល​ពួកគេ​នៅ​ទីវាល កាអ៊ីន​ក៏​ក្រោកឡើង​ទាស់នឹង​អេបិល​ប្អូនប្រុស​របស់ខ្លួន ហើយ​សម្លាប់​គាត់​។
35,"[35, 'p4', 'verse', 'v9', 'label']",9
36,"[36, 'p4', 'verse', 'v9', 'content']",ព្រះយេហូវ៉ា​មានបន្ទូល​នឹង​កាអ៊ីន​ថា​៖ “អេបិល​ប្អូនប្រុស​របស់អ្នក​នៅ​ឯណា​?”។ គាត់​ទូលថា​៖ “ទូលបង្គំ​មិន​ដឹង​ទេ​។ តើ​ទូលបង្គំ​ជា​អ្នកយាម​ប្អូនប្រុស​របស់ទូលបង្គំ​ឬ​?”។
37,"['v009_GKH_GEN_004', 37, 'p4', 'verse', 'v9', 'plain_text']",9 ព្រះយេហូវ៉ា​មានបន្ទូល​នឹង​កាអ៊ីន​ថា​៖ “អេបិល​ប្អូនប្រុស​របស់អ្នក​នៅ​ឯណា​?”។ គាត់​ទូលថា​៖ “ទូលបង្គំ​មិន​ដឹង​ទេ​។ តើ​ទូលបង្គំ​ជា​អ្នកយាម​ប្អូនប្រុស​របស់ទូលបង្គំ​ឬ​?”។
38,"[38, 'p5', 'verse', 'v10', 'label']",10
39,"[39, 'p5', 'verse', 'v10', 'content']",នោះ​ព្រះអង្គ​មានបន្ទូលថា​៖ “តើ​អ្នក​បាន​ធ្វើ​អ្វី​? សម្រែក​ឈាម​របស់​ប្អូនប្រុស​អ្នក កំពុង​ស្រែក​មកកាន់​យើង​ពី​ដី​។
40,"['v010_GKH_GEN_004', 40, 'p5', 'verse', 'v10', 'plain_text']",10 នោះ​ព្រះអង្គ​មានបន្ទូលថា​៖ “តើ​អ្នក​បាន​ធ្វើ​អ្វី​? សម្រែក​ឈាម​របស់​ប្អូនប្រុស​អ្នក កំពុង​ស្រែក​មកកាន់​យើង​ពី​ដី​។
41,"[41, 'p5', 'verse', 'v11', 'label']",11
42,"[42, 'p5', 'verse', 'v11', 'content']",ឥឡូវនេះ អ្នក​ត្រូវបណ្ដាសា​ហើយ គឺ​ពី​ដី​ដែល​បាន​ហា​មាត់​វា​ទទួល​ឈាម​របស់​ប្អូនប្រុស​អ្នក​ពី​ដៃ​អ្នក​។
43,"['v011_GKH_GEN_004', 43, 'p5', 'verse', 'v11', 'plain_text']",11 ឥឡូវនេះ អ្នក​ត្រូវបណ្ដាសា​ហើយ គឺ​ពី​ដី​ដែល​បាន​ហា​មាត់​វា​ទទួល​ឈាម​របស់​ប្អូនប្រុស​អ្នក​ពី​ដៃ​អ្នក​។
44,"[44, 'p5', 'verse', 'v12', 'label']",12
45,"[45, 'p5', 'verse', 'v12', 'content']",កាលណា​អ្នក​ភ្ជួររាស់​ដី វា​នឹង​លែង​ផ្ដល់​ភោគផល​របស់វា​ដល់​អ្នក​ទៀត​ហើយ​។ អ្នក​នឹង​ទៅជា​ជន​ដើរសាត់អណ្ដែត និង​ជា​ជន​ពនេចរ​នៅលើ​ផែនដី”។
46,"['v012_GKH_GEN_004', 46, 'p5', 'verse', 'v12', 'plain_text']",12 កាលណា​អ្នក​ភ្ជួររាស់​ដី វា​នឹង​លែង​ផ្ដល់​ភោគផល​របស់វា​ដល់​អ្នក​ទៀត​ហើយ​។ អ្នក​នឹង​ទៅជា​ជន​ដើរសាត់អណ្ដែត និង​ជា​ជន​ពនេចរ​នៅលើ​ផែនដី”។
47,"[47, 'p6', 'verse', 'v13', 'label']",13
48,"[48, 'p6', 'verse', 'v13', 'content']",កាអ៊ីន​ក៏​ទូល​ព្រះយេហូវ៉ា​ថា​៖ “ទោស​របស់ទូលបង្គំ​ធ្ងន់​ហួស​នឹង​ទ្រាំទ្រ​បាន​។
49,"['v013_GKH_GEN_004', 49, 'p6', 'verse', 'v13', 'plain_text']",13 កាអ៊ីន​ក៏​ទូល​ព្រះយេហូវ៉ា​ថា​៖ “ទោស​របស់ទូលបង្គំ​ធ្ងន់​ហួស​នឹង​ទ្រាំទ្រ​បាន​។
50,"[50, 'p6', 'verse', 'v14', 'label']",14
51,"[51, 'p6', 'verse', 'v14', 'content']",មើល៍! ថ្ងៃនេះ​ព្រះអង្គ​បាន​បណ្ដេញ​ទូលបង្គំ​ចេញ​ពី​ទឹកដី​នេះ ដូច្នេះ​ទូលបង្គំ​ត្រូវ​លាក់ខ្លួន​ពី​ព្រះភក្ត្រ​របស់ព្រះអង្គ
52,"[52, 'p6', 'verse', 'v14', 'note', 'f']",#4:14ទូលបង្គំ​ត្រូវ​លាក់ខ្លួន​ពី​ព្រះភក្ត្រ​របស់ព្រះអង្គ―ឬ “ទូលបង្គំ​ត្រូវបានបំបាំង​ពី​ព្រះភក្ត្រ​របស់ព្រះអង្គ”។
53,"[53, 'p6', 'verse', 'v14', 'content']",​។ ទូលបង្គំ​នឹង​ទៅជា​ជន​ដើរសាត់អណ្ដែត និង​ជា​ជន​ពនេចរ​នៅលើ​ផែនដី ហើយ​អស់អ្នក​ដែល​ឃើញ​ទូលបង្គំ មុខជា​សម្លាប់​ទូលបង្គំ​មិនខាន”។
54,"['v014_GKH_GEN_004', 54, 'p6', 'verse', 'v14', 'plain_text']",14 មើល៍! ថ្ងៃនេះ​ព្រះអង្គ​បាន​បណ្ដេញ​ទូលបង្គំ​ចេញ​ពី​ទឹកដី​នេះ ដូច្នេះ​ទូលបង្គំ​ត្រូវ​លាក់ខ្លួន​ពី​ព្រះភក្ត្រ​របស់ព្រះអង្គ ​។ ទូលបង្គំ​នឹង​ទៅជា​ជន​ដើរសាត់អណ្ដែត និង​ជា​ជន​ពនេចរ​នៅលើ​ផែនដី ហើយ​អស់អ្នក​ដែល​ឃើញ​ទូលបង្គំ មុខជា​សម្លាប់​ទូលបង្គំ​មិនខាន”។
55,"[55, 'p7', 'verse', 'v15', 'label']",15
56,"[56, 'p7', 'verse', 'v15', 'content']",ព្រះយេហូវ៉ា​មានបន្ទូល​នឹង​គាត់​ថា​៖ “បើដូច្នេះ អ្នកណាក៏ដោយ​ដែល​សម្លាប់​កាអ៊ីន ត្រូវ​សងសឹក​អ្នកនោះ​មួយជាប្រាំពីរ”។ រួច​ព្រះយេហូវ៉ា​ក៏​ដាក់​សញ្ញា​មួយ​លើ​កាអ៊ីន ដើម្បីកុំឲ្យ​អស់អ្នក​ដែល​ឃើញ​គាត់ វាយសម្លាប់​គាត់​ឡើយ​។
57,"['v015_GKH_GEN_004', 57, 'p7', 'verse', 'v15', 'plain_text']",15 ព្រះយេហូវ៉ា​មានបន្ទូល​នឹង​គាត់​ថា​៖ “បើដូច្នេះ អ្នកណាក៏ដោយ​ដែល​សម្លាប់​កាអ៊ីន ត្រូវ​សងសឹក​អ្នកនោះ​មួយជាប្រាំពីរ”។ រួច​ព្រះយេហូវ៉ា​ក៏​ដាក់​សញ្ញា​មួយ​លើ​កាអ៊ីន ដើម្បីកុំឲ្យ​អស់អ្នក​ដែល​ឃើញ​គាត់ វាយសម្លាប់​គាត់​ឡើយ​។
58,"[58, 'p7', 'verse', 'v16', 'label']",16
