id,tag,text
1,"[1, 'label']",24
2,"[2, 's1', 'heading']",អ៊ីសាកយកប្រពន្ធ
3,"[3, 'p1', 'verse', 'v1', 'label']",1
4,"[4, 'p1', 'verse', 'v1', 'content']",អ័ប្រាហាំ​មានវ័យចំណាស់ ហើយ​អាយុ​ក៏​ច្រើន​ដែរ​។ ព្រះយេហូវ៉ា​បាន​ប្រទានពរ​អ័ប្រាហាំ​ក្នុង​គ្រប់កិច្ចការ​។
5,"['v001_GKH_GEN_024', 5, 'p1', 'verse', 'v1', 'plain_text']",1 អ័ប្រាហាំ​មានវ័យចំណាស់ ហើយ​អាយុ​ក៏​ច្រើន​ដែរ​។ ព្រះយេហូវ៉ា​បាន​ប្រទានពរ​អ័ប្រាហាំ​ក្នុង​គ្រប់កិច្ចការ​។
6,"[6, 'p1', 'verse', 'v2', 'label']",2
7,"[7, 'p1', 'verse', 'v2', 'content']",អ័ប្រាហាំ​និយាយ​នឹង​បាវបម្រើ​របស់គាត់ ជា​ចាស់ទុំ​ក្នុង​ផ្ទះ​របស់គាត់​ដែល​គ្រប់គ្រង​លើ​របស់ទាំងអស់​ដែល​គាត់​មាន ថា​៖ “ចូរ​ដាក់​ដៃ​អ្នក​នៅក្រោម​ភ្លៅ​ខ្ញុំ
8,"['v002_GKH_GEN_024', 8, 'p1', 'verse', 'v2', 'plain_text']",2 អ័ប្រាហាំ​និយាយ​នឹង​បាវបម្រើ​របស់គាត់ ជា​ចាស់ទុំ​ក្នុង​ផ្ទះ​របស់គាត់​ដែល​គ្រប់គ្រង​លើ​របស់ទាំងអស់​ដែល​គាត់​មាន ថា​៖ “ចូរ​ដាក់​ដៃ​អ្នក​នៅក្រោម​ភ្លៅ​ខ្ញុំ
9,"[9, 'p1', 'verse', 'v3', 'label']",3
10,"[10, 'p1', 'verse', 'v3', 'content']",ហើយ​ខ្ញុំ​នឹង​ឲ្យ​អ្នក​ស្បថ​ដោយ​អាង​ព្រះយេហូវ៉ា​ដ៏ជា​ព្រះ​នៃ​មេឃ និង​ជា​ព្រះ​នៃ​ផែនដី​ថា អ្នក​នឹង​មិន​យក​ប្រពន្ធ​ឲ្យ​កូនប្រុស​របស់ខ្ញុំ ពី​កូនស្រី​ជនជាតិកាណាន ដែល​ខ្ញុំ​រស់នៅ​ក្នុងចំណោម​គេ​នេះ​ឡើយ
11,"['v003_GKH_GEN_024', 11, 'p1', 'verse', 'v3', 'plain_text']",3 ហើយ​ខ្ញុំ​នឹង​ឲ្យ​អ្នក​ស្បថ​ដោយ​អាង​ព្រះយេហូវ៉ា​ដ៏ជា​ព្រះ​នៃ​មេឃ និង​ជា​ព្រះ​នៃ​ផែនដី​ថា អ្នក​នឹង​មិន​យក​ប្រពន្ធ​ឲ្យ​កូនប្រុស​របស់ខ្ញុំ ពី​កូនស្រី​ជនជាតិកាណាន ដែល​ខ្ញុំ​រស់នៅ​ក្នុងចំណោម​គេ​នេះ​ឡើយ
12,"[12, 'p1', 'verse', 'v4', 'label']",4
13,"[13, 'p1', 'verse', 'v4', 'content']",គឺ​អ្នក​ត្រូវ​ទៅ​ស្រុក​របស់ខ្ញុំ និង​សាច់ញាតិ​របស់ខ្ញុំ ហើយ​យក​ប្រពន្ធ​ឲ្យ​អ៊ីសាក​កូនប្រុស​របស់ខ្ញុំ”។
14,"['v004_GKH_GEN_024', 14, 'p1', 'verse', 'v4', 'plain_text']",4 គឺ​អ្នក​ត្រូវ​ទៅ​ស្រុក​របស់ខ្ញុំ និង​សាច់ញាតិ​របស់ខ្ញុំ ហើយ​យក​ប្រពន្ធ​ឲ្យ​អ៊ីសាក​កូនប្រុស​របស់ខ្ញុំ”។
15,"[15, 'p2', 'verse', 'v5', 'label']",5
16,"[16, 'p2', 'verse', 'v5', 'content']",បាវបម្រើ​នោះ​ក៏​តប​នឹង​គាត់​ថា​៖ “ប្រហែលជា​ស្ត្រី​នោះ​មិន​ព្រម​តាម​ខ្ញុំ​មក​ស្រុក​នេះ​ទេ តើ​ខ្ញុំ​ត្រូវតែនាំ​កូនប្រុស​របស់លោក​ត្រឡប់​ទៅ​ស្រុក​ដែល​លោក​បាន​ចេញមក​នោះ​វិញ​ឬ​?”។
17,"['v005_GKH_GEN_024', 17, 'p2', 'verse', 'v5', 'plain_text']",5 បាវបម្រើ​នោះ​ក៏​តប​នឹង​គាត់​ថា​៖ “ប្រហែលជា​ស្ត្រី​នោះ​មិន​ព្រម​តាម​ខ្ញុំ​មក​ស្រុក​នេះ​ទេ តើ​ខ្ញុំ​ត្រូវតែនាំ​កូនប្រុស​របស់លោក​ត្រឡប់​ទៅ​ស្រុក​ដែល​លោក​បាន​ចេញមក​នោះ​វិញ​ឬ​?”។
18,"[18, 'p3', 'verse', 'v6', 'label']",6
19,"[19, 'p3', 'verse', 'v6', 'content']",អ័ប្រាហាំ​និយាយ​នឹង​គាត់​ថា​៖ “ត្រូវប្រាកដថា​កុំឲ្យ​នាំ​កូនប្រុស​របស់ខ្ញុំ​ត្រឡប់​ទៅ​ទីនោះ​វិញ​ឡើយ​។
