id,tag,text
1,"[1, 'label']",23
2,"[2, 's1', 'heading']",ទិញដីបញ្ចុះសារ៉ា
3,"[3, 'p1', 'verse', 'v1', 'label']",1
4,"[4, 'p1', 'verse', 'v1', 'content']",សារ៉ា​មាន​អាយុ​មួយរយម្ភៃប្រាំពីរ​ឆ្នាំ នេះហើយជា​អាយុ​នៃ​ជីវិត​របស់​សារ៉ា​។
5,"['v001_GKH_GEN_023', 5, 'p1', 'verse', 'v1', 'plain_text']",1 សារ៉ា​មាន​អាយុ​មួយរយម្ភៃប្រាំពីរ​ឆ្នាំ នេះហើយជា​អាយុ​នៃ​ជីវិត​របស់​សារ៉ា​។
6,"[6, 'p1', 'verse', 'v2', 'label']",2
7,"[7, 'p1', 'verse', 'v2', 'content']",បន្ទាប់មក សារ៉ា​ស្លាប់​នៅ​គារយ៉ាត់-អើបា គឺ​នៅ​ហេប្រុន​ក្នុង​ដែនដី​កាណាន​។ អ័ប្រាហាំ​ក៏​ចូលទៅ​កាន់ទុក្ខ​ចំពោះ​សារ៉ា ហើយ​យំស្រណោះ​នាង​។
8,"['v002_GKH_GEN_023', 8, 'p1', 'verse', 'v2', 'plain_text']",2 បន្ទាប់មក សារ៉ា​ស្លាប់​នៅ​គារយ៉ាត់-អើបា គឺ​នៅ​ហេប្រុន​ក្នុង​ដែនដី​កាណាន​។ អ័ប្រាហាំ​ក៏​ចូលទៅ​កាន់ទុក្ខ​ចំពោះ​សារ៉ា ហើយ​យំស្រណោះ​នាង​។
9,"[9, 'p2', 'verse', 'v3', 'label']",3
10,"[10, 'p2', 'verse', 'v3', 'content']",រួច​អ័ប្រាហាំ​ក្រោក​ចេញពី​មុខ​សព ហើយ​និយាយ​នឹង​កូនចៅ​ហេត​ថា​៖
11,"['v003_GKH_GEN_023', 11, 'p2', 'verse', 'v3', 'plain_text']",3 រួច​អ័ប្រាហាំ​ក្រោក​ចេញពី​មុខ​សព ហើយ​និយាយ​នឹង​កូនចៅ​ហេត​ថា​៖
12,"[12, 'p2', 'verse', 'v4', 'label']",4
13,"[13, 'p2', 'verse', 'v4', 'content']",“ខ្ញុំ​ជា​ជនរស់នៅបណ្ដោះអាសន្ន និង​ជា​ជនសាត់អណ្ដែត​ក្នុងចំណោម​អស់លោក​។ សូម​ឲ្យ​កម្មសិទ្ធិ​មួយ​ដល់​ខ្ញុំ សម្រាប់ធ្វើជា​ផ្នូរ​ក្នុងចំណោម​អស់លោក ដើម្បីឲ្យ​ខ្ញុំ​បាន​បញ្ចុះ​សព​នេះ ចេញពី​មុខ​ខ្ញុំ​ផង”។
14,"['v004_GKH_GEN_023', 14, 'p2', 'verse', 'v4', 'plain_text']",4 “ខ្ញុំ​ជា​ជនរស់នៅបណ្ដោះអាសន្ន និង​ជា​ជនសាត់អណ្ដែត​ក្នុងចំណោម​អស់លោក​។ សូម​ឲ្យ​កម្មសិទ្ធិ​មួយ​ដល់​ខ្ញុំ សម្រាប់ធ្វើជា​ផ្នូរ​ក្នុងចំណោម​អស់លោក ដើម្បីឲ្យ​ខ្ញុំ​បាន​បញ្ចុះ​សព​នេះ ចេញពី​មុខ​ខ្ញុំ​ផង”។
15,"[15, 'p3', 'verse', 'v5', 'label']",5
16,"[16, 'p3', 'verse', 'v5', 'content']",កូនចៅ​ហេត​ក៏​តប​នឹង​អ័ប្រាហាំ​ថា​៖
17,"['v005_GKH_GEN_023', 17, 'p3', 'verse', 'v5', 'plain_text']",5 កូនចៅ​ហេត​ក៏​តប​នឹង​អ័ប្រាហាំ​ថា​៖
18,"[18, 'p3', 'verse', 'v6', 'label']",6
19,"[19, 'p3', 'verse', 'v6', 'content']",“លោកម្ចាស់​នៃយើងខ្ញុំ​អើយ សូម​ស្ដាប់​យើងខ្ញុំ​! លោក​ជា​អ្នកដឹកនាំ​ពី​ព្រះ
20,"[20, 'p3', 'verse', 'v6', 'note', 'f']",#23:6អ្នកដឹកនាំ​ពី​ព្រះ―ឬ “ព្រះអង្គម្ចាស់ដ៏ខ្លាំងពូកែ”។
21,"[21, 'p3', 'verse', 'v6', 'content']",​ក្នុងចំណោម​យើងខ្ញុំ​។ សូម​បញ្ចុះ​សព​នេះ នៅក្នុង​ផ្នូរ​ដែលល្អបំផុត​របស់យើងខ្ញុំ​ចុះ​! ក្នុងចំណោម​យើងខ្ញុំ គ្មាន​អ្នកណា​ឃាត់​លោក​មិនឲ្យ​បញ្ចុះ​សព​ក្នុង​ផ្នូរ​គេ​ឡើយ”។
22,"['v006_GKH_GEN_023', 22, 'p3', 'verse', 'v6', 'plain_text']",6 “លោកម្ចាស់​នៃយើងខ្ញុំ​អើយ សូម​ស្ដាប់​យើងខ្ញុំ​! លោក​ជា​អ្នកដឹកនាំ​ពី​ព្រះ ​ក្នុងចំណោម​យើងខ្ញុំ​។ សូម​បញ្ចុះ​សព​នេះ នៅក្នុង​ផ្នូរ​ដែលល្អបំផុត​របស់យើងខ្ញុំ​ចុះ​! ក្នុងចំណោម​យើងខ្ញុំ គ្មាន​អ្នកណា​ឃាត់​លោក​មិនឲ្យ​បញ្ចុះ​សព​ក្នុង​ផ្នូរ​គេ​ឡើយ”។
23,"[23, 'p4', 'verse', 'v7', 'label']",7
24,"[24, 'p4', 'verse', 'v7', 'content']",អ័ប្រាហាំ​ក៏​ក្រោកឡើង ហើយ​ក្រាបចុះ​នៅចំពោះ​កូនចៅ​ហេត​ជា​អ្នកស្រុក​នោះ
25,"['v007_GKH_GEN_023', 25, 'p4', 'verse', 'v7', 'plain_text']",7 អ័ប្រាហាំ​ក៏​ក្រោកឡើង ហើយ​ក្រាបចុះ​នៅចំពោះ​កូនចៅ​ហេត​ជា​អ្នកស្រុក​នោះ
26,"[26, 'p4', 'verse', 'v8', 'label']",8
27,"[27, 'p4', 'verse', 'v8', 'content']",រួច​និយាយ​នឹង​ពួកគេ​ថា​៖ “ប្រសិនបើ​អស់លោក​សុខចិត្ត​ឲ្យ​ខ្ញុំ​បញ្ចុះ​សព​នេះ​ចេញពី​មុខ​ខ្ញុំ នោះ​សូម​ស្ដាប់​ខ្ញុំ​សិន ហើយ​សូម​ជួយ​អង្វរ​អេប្រុន​កូន​របស់​សូហារ​ជំនួស​ខ្ញុំ​ផង
28,"['v008_GKH_GEN_023', 28, 'p4', 'verse', 'v8', 'plain_text']",8 រួច​និយាយ​នឹង​ពួកគេ​ថា​៖ “ប្រសិនបើ​អស់លោក​សុខចិត្ត​ឲ្យ​ខ្ញុំ​បញ្ចុះ​សព​នេះ​ចេញពី​មុខ​ខ្ញុំ នោះ​សូម​ស្ដាប់​ខ្ញុំ​សិន ហើយ​សូម​ជួយ​អង្វរ​អេប្រុន​កូន​របស់​សូហារ​ជំនួស​ខ្ញុំ​ផង
29,"[29, 'p4', 'verse', 'v9', 'label']",9
30,"[30, 'p4', 'verse', 'v9', 'content']",ឲ្យ​គាត់​ប្រគល់​រអាង​នៅ​ម៉ាក់ពេឡា​ដែល​ជារបស់​គាត់​មក​ខ្ញុំ វា​នៅ​ចុង​ចម្ការ​របស់គាត់​ទេ​។ សូមឲ្យ​គាត់​ប្រគល់​វា​មក​ខ្ញុំ​តាម​តម្លៃ​ពេញ ទុកជា​កម្មសិទ្ធិ​សម្រាប់ជា​ផ្នូរ នៅចំពោះ​អស់លោក​ផង”។
31,"['v009_GKH_GEN_023', 31, 'p4', 'verse', 'v9', 'plain_text']",9 ឲ្យ​គាត់​ប្រគល់​រអាង​នៅ​ម៉ាក់ពេឡា​ដែល​ជារបស់​គាត់​មក​ខ្ញុំ វា​នៅ​ចុង​ចម្ការ​របស់គាត់​ទេ​។ សូមឲ្យ​គាត់​ប្រគល់​វា​មក​ខ្ញុំ​តាម​តម្លៃ​ពេញ ទុកជា​កម្មសិទ្ធិ​សម្រាប់ជា​ផ្នូរ នៅចំពោះ​អស់លោក​ផង”។
32,"[32, 'p5', 'verse', 'v10', 'label']",10
33,"[33, 'p5', 'verse', 'v10', 'content']",ពេលនោះ អេប្រុន​កំពុង​អង្គុយ​នៅកណ្ដាលចំណោម​កូនចៅ​ហេត​។ អេប្រុន​ជា​ជនជាតិហេត​ក៏​តប​នឹង​អ័ប្រាហាំ ខណៈដែល​កូនចៅ​ហេត​កំពុង​ស្ដាប់ គឺ​នៅចំពោះ​មនុស្ស​ទាំងអស់​ដែល​ចូល​តាម​ខ្លោងទ្វារ​ទីក្រុង ដោយ​និយាយថា​៖
34,"['v010_GKH_GEN_023', 34, 'p5', 'verse', 'v10', 'plain_text']",10 ពេលនោះ អេប្រុន​កំពុង​អង្គុយ​នៅកណ្ដាលចំណោម​កូនចៅ​ហេត​។ អេប្រុន​ជា​ជនជាតិហេត​ក៏​តប​នឹង​អ័ប្រាហាំ ខណៈដែល​កូនចៅ​ហេត​កំពុង​ស្ដាប់ គឺ​នៅចំពោះ​មនុស្ស​ទាំងអស់​ដែល​ចូល​តាម​ខ្លោងទ្វារ​ទីក្រុង ដោយ​និយាយថា​៖
35,"[35, 'p5', 'verse', 'v11', 'label']",11
