[1, 'label']	40
[2, 's1', 'heading']	Joseph Interprets Two Prisoners’ Dreams
[3, 'p1', 'verse', 'v1', 'label']	1
[4, 'p1', 'verse', 'v1', 'content']	Some time after this, the
[5, 'p1', 'verse', 'v1', 'note', 'x']	#Neh. 1:11
[6, 'p1', 'verse', 'v1', 'content']	cupbearer of the king of Egypt and his baker committed an offense against their lord the king of Egypt.
['v001_ESV_GEN_040', 7, 'p1', 'verse', 'v1', 'plain_text']	1 Some time after this, the cupbearer of the king of Egypt and his baker committed an offense against their lord the king of Egypt.
[8, 'p1', 'verse', 'v2', 'label']	2
[9, 'p1', 'verse', 'v2', 'content']	And Pharaoh was angry with his two officers, the chief cupbearer and the chief baker,
['v002_ESV_GEN_040', 10, 'p1', 'verse', 'v2', 'plain_text']	2 And Pharaoh was angry with his two officers, the chief cupbearer and the chief baker,
[11, 'p1', 'verse', 'v3', 'label']	3
[12, 'p1', 'verse', 'v3', 'note', 'x']	#[ch.39:20]
[13, 'p1', 'verse', 'v3', 'content']	and he put them in custody in the house of the captain of the guard, in the prison where Joseph was confined.
['v003_ESV_GEN_040', 14, 'p1', 'verse', 'v3', 'plain_text']	3 and he put them in custody in the house of the captain of the guard, in the prison where Joseph was confined.
[15, 'p1', 'verse', 'v4', 'label']	4
[16, 'p1', 'verse', 'v4', 'content']	The captain of the guard appointed Joseph to be with them, and he attended them. They continued for some time in custody.
['v004_ESV_GEN_040', 17, 'p1', 'verse', 'v4', 'plain_text']	4 The captain of the guard appointed Joseph to be with them, and he attended them. They continued for some time in custody.
[18, 'p2', 'verse', 'v5', 'label']	5
[19, 'p2', 'verse', 'v5', 'content']	And one night they both dreamed—the cupbearer and the baker of the king of Egypt, who were confined in the prison—each his own dream, and each dream with its own interpretation.
['v005_ESV_GEN_040', 20, 'p2', 'verse', 'v5', 'plain_text']	5 And one night they both dreamed—the cupbearer and the baker of the king of Egypt, who were confined in the prison—each his own dream, and each dream with its own interpretation.
[21, 'p2', 'verse', 'v6', 'label']	6
[22, 'p2', 'verse', 'v6', 'content']	When Joseph came to them in the morning, he saw that they were troubled.
['v006_ESV_GEN_040', 23, 'p2', 'verse', 'v6', 'plain_text']	6 When Joseph came to them in the morning, he saw that they were troubled.
[24, 'p2', 'verse', 'v7', 'label']	7
[25, 'p2', 'verse', 'v7', 'content']	So he asked Pharaoh’s officers who were with him in custody in his master’s house,
[26, 'p2', 'verse', 'v7', 'note', 'x']	#[Neh. 2:2]
[27, 'p2', 'verse', 'v7', 'content']	“Why are your faces downcast today?”
['v007_ESV_GEN_040', 28, 'p2', 'verse', 'v7', 'plain_text']	7 So he asked Pharaoh’s officers who were with him in custody in his master’s house, “Why are your faces downcast today?”
[29, 'p2', 'verse', 'v8', 'label']	8
[30, 'p2', 'verse', 'v8', 'content']	They said to him,
[31, 'p2', 'verse', 'v8', 'note', 'x']	#ch.41:15
[32, 'p2', 'verse', 'v8', 'content']	“We have had dreams, and there is no one to interpret them.” And Joseph said to them,
[33, 'p2', 'verse', 'v8', 'note', 'x']	#ch.41:16;Dan. 2:28,47
[34, 'p2', 'verse', 'v8', 'content']	“Do not interpretations belong to God? Please tell them to me.”
['v008_ESV_GEN_040', 35, 'p2', 'verse', 'v8', 'plain_text']	8 They said to him, “We have had dreams, and there is no one to interpret them.” And Joseph said to them, “Do not interpretations belong to God? Please tell them to me.”
[36, 'p3', 'verse', 'v9', 'label']	9
[37, 'p3', 'verse', 'v9', 'content']	So the chief cupbearer told his dream to Joseph and said to him, “In my dream there was a vine before me,
['v009_ESV_GEN_040', 38, 'p3', 'verse', 'v9', 'plain_text']	9 So the chief cupbearer told his dream to Joseph and said to him, “In my dream there was a vine before me,
[39, 'p3', 'verse', 'v10', 'label']	10
[40, 'p3', 'verse', 'v10', 'content']	and on the vine there were three branches. As soon as it budded, its blossoms shot forth, and the clusters ripened into grapes.
['v010_ESV_GEN_040', 41, 'p3', 'verse', 'v10', 'plain_text']	10 and on the vine there were three branches. As soon as it budded, its blossoms shot forth, and the clusters ripened into grapes.
[42, 'p3', 'verse', 'v11', 'label']	11
[43, 'p3', 'verse', 'v11', 'content']	Pharaoh’s cup was in my hand, and I took the grapes and pressed them into Pharaoh’s cup and placed the cup in Pharaoh’s hand.”
