[1, 'label']	20
[2, 's1', 'heading']	Abraham and Abimelech
[3, 'p1', 'verse', 'v1', 'label']	1
[4, 'p1', 'verse', 'v1', 'content']	From there Abraham journeyed toward the territory of the Negeb and lived between
[5, 'p1', 'verse', 'v1', 'note', 'x']	#ch.16:7,14
[6, 'p1', 'verse', 'v1', 'content']	Kadesh and Shur; and he
[7, 'p1', 'verse', 'v1', 'note', 'x']	#ch.26:3
[8, 'p1', 'verse', 'v1', 'content']	sojourned in
[9, 'p1', 'verse', 'v1', 'note', 'x']	#ch.26:6
[10, 'p1', 'verse', 'v1', 'content']	Gerar.
['v001_ESV_GEN_020', 11, 'p1', 'verse', 'v1', 'plain_text']	1 From there Abraham journeyed toward the territory of the Negeb and lived between Kadesh and Shur; and he sojourned in Gerar.
[12, 'p1', 'verse', 'v2', 'label']	2
[13, 'p1', 'verse', 'v2', 'content']	And Abraham said of Sarah his wife,
[14, 'p1', 'verse', 'v2', 'note', 'x']	#See ch.12:13-20;26:7-11
[15, 'p1', 'verse', 'v2', 'content']	“She is my sister.” And Abimelech king of Gerar sent and took Sarah.
['v002_ESV_GEN_020', 16, 'p1', 'verse', 'v2', 'plain_text']	2 And Abraham said of Sarah his wife, “She is my sister.” And Abimelech king of Gerar sent and took Sarah.
[17, 'p1', 'verse', 'v3', 'label']	3
[18, 'p1', 'verse', 'v3', 'note', 'x']	#Ps. 105:14
[19, 'p1', 'verse', 'v3', 'content']	But God came to Abimelech
[20, 'p1', 'verse', 'v3', 'note', 'x']	#Job 33:15,16;Matt. 1:20;2:12
[21, 'p1', 'verse', 'v3', 'content']	in a dream by night and said to him, “Behold, you are a dead man because of the woman whom you have taken, for she is a man’s wife.”
['v003_ESV_GEN_020', 22, 'p1', 'verse', 'v3', 'plain_text']	3 But God came to Abimelech in a dream by night and said to him, “Behold, you are a dead man because of the woman whom you have taken, for she is a man’s wife.”
[23, 'p1', 'verse', 'v4', 'label']	4
[24, 'p1', 'verse', 'v4', 'content']	Now Abimelech had not approached her. So he said,
[25, 'p1', 'verse', 'v4', 'note', 'x']	#ch.18:23;[1 Chr. 21:17]
[26, 'p1', 'verse', 'v4', 'content']	“Lord, will you kill an innocent people?
