[1, 'label']	34
[2, 's1', 'heading']	The Defiling of Dinah
[3, 'p1', 'verse', 'v1', 'label']	1
[4, 'p1', 'verse', 'v1', 'content']	Now
[5, 'p1', 'verse', 'v1', 'note', 'x']	#ch.30:21
[6, 'p1', 'verse', 'v1', 'content']	Dinah the daughter of Leah, whom she had borne to Jacob, went out to see the women of the land.
['v001_ESV_GEN_034', 7, 'p1', 'verse', 'v1', 'plain_text']	1 Now Dinah the daughter of Leah, whom she had borne to Jacob, went out to see the women of the land.
[8, 'p1', 'verse', 'v2', 'label']	2
[9, 'p1', 'verse', 'v2', 'content']	And when Shechem the son of
[10, 'p1', 'verse', 'v2', 'note', 'x']	#Acts 7:16
[11, 'p1', 'verse', 'v2', 'content']	Hamor the Hivite, the prince of the land, saw her, he seized her and lay with her and humiliated her.
['v002_ESV_GEN_034', 12, 'p1', 'verse', 'v2', 'plain_text']	2 And when Shechem the son of Hamor the Hivite, the prince of the land, saw her, he seized her and lay with her and humiliated her.
[13, 'p1', 'verse', 'v3', 'label']	3
[14, 'p1', 'verse', 'v3', 'content']	And his soul was drawn to Dinah the daughter of Jacob. He loved the young woman and spoke tenderly to her.
['v003_ESV_GEN_034', 15, 'p1', 'verse', 'v3', 'plain_text']	3 And his soul was drawn to Dinah the daughter of Jacob. He loved the young woman and spoke tenderly to her.
[16, 'p1', 'verse', 'v4', 'label']	4
[17, 'p1', 'verse', 'v4', 'content']	So Shechem
[18, 'p1', 'verse', 'v4', 'note', 'x']	#[Judg. 14:2]
[19, 'p1', 'verse', 'v4', 'content']	spoke to his father Hamor, saying, “Get me this girl for my wife.”
['v004_ESV_GEN_034', 20, 'p1', 'verse', 'v4', 'plain_text']	4 So Shechem spoke to his father Hamor, saying, “Get me this girl for my wife.”
[21, 'p2', 'verse', 'v5', 'label']	5
[22, 'p2', 'verse', 'v5', 'content']	Now Jacob heard that he had defiled his daughter Dinah. But his sons were with his livestock in the field, so Jacob held his peace until they came.
['v005_ESV_GEN_034', 23, 'p2', 'verse', 'v5', 'plain_text']	5 Now Jacob heard that he had defiled his daughter Dinah. But his sons were with his livestock in the field, so Jacob held his peace until they came.
[24, 'p2', 'verse', 'v6', 'label']	6
[25, 'p2', 'verse', 'v6', 'content']	And Hamor the father of Shechem went out to Jacob to speak with him.
['v006_ESV_GEN_034', 26, 'p2', 'verse', 'v6', 'plain_text']	6 And Hamor the father of Shechem went out to Jacob to speak with him.
[27, 'p2', 'verse', 'v7', 'label']	7
[28, 'p2', 'verse', 'v7', 'content']	The sons of Jacob had come in from the field as soon as they heard of it, and the men were indignant and
[29, 'p2', 'verse', 'v7', 'note', 'x']	#ch.49:7
[30, 'p2', 'verse', 'v7', 'content']	very angry, because he
[31, 'p2', 'verse', 'v7', 'note', 'x']	#Josh. 7:15;Judg. 20:6
[32, 'p2', 'verse', 'v7', 'content']	had done an outrageous thing in Israel by lying with Jacob’s daughter,
[33, 'p2', 'verse', 'v7', 'note', 'x']	#ver.31;ch.20:9;2 Sam. 13:12
[34, 'p2', 'verse', 'v7', 'content']	for such a thing must not be done.
['v007_ESV_GEN_034', 35, 'p2', 'verse', 'v7', 'plain_text']	7 The sons of Jacob had come in from the field as soon as they heard of it, and the men were indignant and very angry, because he had done an outrageous thing in Israel by lying with Jacob’s daughter, for such a thing must not be done.
[36, 'p3', 'verse', 'v8', 'label']	8
[37, 'p3', 'verse', 'v8', 'content']	But Hamor spoke with them, saying, “The soul of my son Shechem longs for your
[38, 'p3', 'verse', 'v8', 'note', 'f']	#34:8The Hebrew foryouris plural here
[39, 'p3', 'verse', 'v8', 'content']	daughter. Please give her to him to be his wife.
['v008_ESV_GEN_034', 40, 'p3', 'verse', 'v8', 'plain_text']	8 But Hamor spoke with them, saying, “The soul of my son Shechem longs for your daughter. Please give her to him to be his wife.
[41, 'p3', 'verse', 'v9', 'label']	9
[42, 'p3', 'verse', 'v9', 'content']	Make marriages with us. Give your daughters to us, and take our daughters for yourselves.
['v009_ESV_GEN_034', 43, 'p3', 'verse', 'v9', 'plain_text']	9 Make marriages with us. Give your daughters to us, and take our daughters for yourselves.
[44, 'p3', 'verse', 'v10', 'label']	10
[45, 'p3', 'verse', 'v10', 'content']	You shall dwell with us, and
[46, 'p3', 'verse', 'v10', 'note', 'x']	#ch.13:9;20:15
[47, 'p3', 'verse', 'v10', 'content']	the land shall be open to you. Dwell and
[48, 'p3', 'verse', 'v10', 'note', 'x']	#ver.21;ch.42:34
[49, 'p3', 'verse', 'v10', 'content']	trade in it, and
[50, 'p3', 'verse', 'v10', 'note', 'x']	#ch.47:27
[51, 'p3', 'verse', 'v10', 'content']	get property in it.”
['v010_ESV_GEN_034', 52, 'p3', 'verse', 'v10', 'plain_text']	10 You shall dwell with us, and the land shall be open to you. Dwell and trade in it, and get property in it.”
[53, 'p3', 'verse', 'v11', 'label']	11
[54, 'p3', 'verse', 'v11', 'content']	Shechem also said to her father and to her brothers,
[55, 'p3', 'verse', 'v11', 'note', 'x']	#See ch.33:15
[56, 'p3', 'verse', 'v11', 'content']	“Let me find favor in your eyes, and whatever you say to me I will give.
