[1, 'label']	19
[2, 's1', 'heading']	God Rescues Lot
[3, 'p1', 'verse', 'v1', 'label']	1
[4, 'p1', 'verse', 'v1', 'content']	The
[5, 'p1', 'verse', 'v1', 'note', 'x']	#ch.18:22
[6, 'p1', 'verse', 'v1', 'content']	two angels came to Sodom in the evening, and Lot was sitting in the gate of Sodom. When Lot saw them, he rose to meet them and bowed himself with his face to the earth
['v001_ESV_GEN_019', 7, 'p1', 'verse', 'v1', 'plain_text']	1 The two angels came to Sodom in the evening, and Lot was sitting in the gate of Sodom. When Lot saw them, he rose to meet them and bowed himself with his face to the earth
[8, 'p1', 'verse', 'v2', 'label']	2
[9, 'p1', 'verse', 'v2', 'content']	and said, “My lords,
[10, 'p1', 'verse', 'v2', 'note', 'x']	#Heb. 13:2;[Judg. 4:18]
[11, 'p1', 'verse', 'v2', 'content']	please turn aside to your servant’s house and spend the night
[12, 'p1', 'verse', 'v2', 'note', 'x']	#See ch.18:4
[13, 'p1', 'verse', 'v2', 'content']	and wash your feet. Then you may rise up early and go on your way.” They said,
[14, 'p1', 'verse', 'v2', 'note', 'x']	#[Luke 24:28]
[15, 'p1', 'verse', 'v2', 'content']	“No; we will spend the night in the town square.”
['v002_ESV_GEN_019', 16, 'p1', 'verse', 'v2', 'plain_text']	2 and said, “My lords, please turn aside to your servant’s house and spend the night and wash your feet. Then you may rise up early and go on your way.” They said, “No; we will spend the night in the town square.”
[17, 'p1', 'verse', 'v3', 'label']	3
[18, 'p1', 'verse', 'v3', 'content']	But he pressed them strongly; so they turned aside to him and entered his house. And he made them a feast and baked unleavened bread, and they ate.
['v003_ESV_GEN_019', 19, 'p1', 'verse', 'v3', 'plain_text']	3 But he pressed them strongly; so they turned aside to him and entered his house. And he made them a feast and baked unleavened bread, and they ate.
[20, 'p2', 'verse', 'v4', 'label']	4
[21, 'p2', 'verse', 'v4', 'content']	But before they lay down, the men of the city, the men of Sodom, both young and old, all the people to the last man, surrounded the house.
['v004_ESV_GEN_019', 22, 'p2', 'verse', 'v4', 'plain_text']	4 But before they lay down, the men of the city, the men of Sodom, both young and old, all the people to the last man, surrounded the house.
[23, 'p2', 'verse', 'v5', 'label']	5
[24, 'p2', 'verse', 'v5', 'note', 'x']	#Isa. 3:9;[ch.13:13]
[25, 'p2', 'verse', 'v5', 'content']	And they called to Lot, “Where are the men who came to you tonight?
[26, 'p2', 'verse', 'v5', 'note', 'x']	#Judg. 19:22
[27, 'p2', 'verse', 'v5', 'content']	Bring them out to us, that we
[28, 'p2', 'verse', 'v5', 'note', 'x']	#Rom. 1:24,27;Jude 7
[29, 'p2', 'verse', 'v5', 'content']	may know them.”
['v005_ESV_GEN_019', 30, 'p2', 'verse', 'v5', 'plain_text']	5 And they called to Lot, “Where are the men who came to you tonight? Bring them out to us, that we may know them.”
[31, 'p2', 'verse', 'v6', 'label']	6
[32, 'p2', 'verse', 'v6', 'content']	Lot went out to the men at the entrance, shut the door after him,
['v006_ESV_GEN_019', 33, 'p2', 'verse', 'v6', 'plain_text']	6 Lot went out to the men at the entrance, shut the door after him,
[34, 'p2', 'verse', 'v7', 'label']	7
[35, 'p2', 'verse', 'v7', 'content']	and said, “I beg you, my brothers, do not act so wickedly.
['v007_ESV_GEN_019', 36, 'p2', 'verse', 'v7', 'plain_text']	7 and said, “I beg you, my brothers, do not act so wickedly.
[37, 'p2', 'verse', 'v8', 'label']	8
[38, 'p2', 'verse', 'v8', 'note', 'x']	#[Judg. 19:24]
[39, 'p2', 'verse', 'v8', 'content']	Behold, I have two daughters who have not known any man. Let me bring them out to you, and do to them as you please. Only do nothing to these men, for they have come under the shelter of my roof.”
['v008_ESV_GEN_019', 40, 'p2', 'verse', 'v8', 'plain_text']	8 Behold, I have two daughters who have not known any man. Let me bring them out to you, and do to them as you please. Only do nothing to these men, for they have come under the shelter of my roof.”
[41, 'p2', 'verse', 'v9', 'label']	9
[42, 'p2', 'verse', 'v9', 'content']	But they said, “Stand back!” And they said, “This fellow
