[1, 'label']	49
[2, 's1', 'heading']	Jacob Blesses His Sons
[3, 'p1', 'verse', 'v1', 'label']	1
[4, 'p1', 'verse', 'v1', 'note', 'x']	#For ver. 1-27, seeDeut. 33:6-25
[5, 'p1', 'verse', 'v1', 'content']	Then Jacob called his sons and said, “Gather yourselves together, that I may tell you what shall happen to you
[6, 'p1', 'verse', 'v1', 'note', 'x']	#Num. 24:14;Deut. 4:30;31:29;Isa. 2:2;Jer. 23:20;Dan. 2:28;10:14;Hos. 3:5
[7, 'p1', 'verse', 'v1', 'content']	in days to come.
['v001_ESV_GEN_049', 8, 'p1', 'verse', 'v1', 'plain_text']	1 Then Jacob called his sons and said, “Gather yourselves together, that I may tell you what shall happen to you in days to come.
[9, 'q1_1', 'verse', 'v2', 'label']	2
[10, 'q1_1', 'verse', 'v2', 'content']	“Assemble and listen, O sons of Jacob,
[11, 'q2_1', 'verse', 'v2', 'content']	listen to Israel your father.
['v002_ESV_GEN_049', 12, 'q1_1', 'verse', 'v2', 'plain_text']	2 “Assemble and listen, O sons of Jacob, listen to Israel your father.
[13, 'q1_2', 'verse', 'v3', 'label']	3
[14, 'q1_2', 'verse', 'v3', 'content']	“Reuben, you are
[15, 'q1_2', 'verse', 'v3', 'note', 'x']	#ch.29:32
[16, 'q1_2', 'verse', 'v3', 'content']	my firstborn,
[17, 'q2_2', 'verse', 'v3', 'content']	my might, and the
[18, 'q2_2', 'verse', 'v3', 'note', 'x']	#Deut. 21:17
[19, 'q2_2', 'verse', 'v3', 'content']	firstfruits of my strength,
[20, 'q2_3', 'verse', 'v3', 'content']	preeminent in dignity and preeminent in power.
['v003_ESV_GEN_049', 21, 'q1_2', 'verse', 'v3', 'plain_text']	3 “Reuben, you are my firstborn, my might, and the firstfruits of my strength, preeminent in dignity and preeminent in power.
[22, 'q1_3', 'verse', 'v4', 'label']	4
[23, 'q1_3', 'verse', 'v4', 'content']	Unstable as water, you shall not have preeminence,
[24, 'q2_4', 'verse', 'v4', 'content']	because you
[25, 'q2_4', 'verse', 'v4', 'note', 'x']	#ch.35:22;1 Chr. 5:1
[26, 'q2_4', 'verse', 'v4', 'content']	went up to your father’s bed;
[27, 'q2_5', 'verse', 'v4', 'content']	then you defiled it—he went up to my couch!
['v004_ESV_GEN_049', 28, 'q1_3', 'verse', 'v4', 'plain_text']	4 Unstable as water, you shall not have preeminence, because you went up to your father’s bed; then you defiled it—he went up to my couch!
[29, 'q1_4', 'verse', 'v5', 'label']	5
[30, 'q1_4', 'verse', 'v5', 'note', 'x']	#ch.29:33,34
[31, 'q1_4', 'verse', 'v5', 'content']	“Simeon and Levi are brothers;
[32, 'q2_6', 'verse', 'v5', 'content']	weapons
[33, 'q2_6', 'verse', 'v5', 'note', 'x']	#ch.34:25,26
[34, 'q2_6', 'verse', 'v5', 'content']	of violence are their swords.
['v005_ESV_GEN_049', 35, 'q1_4', 'verse', 'v5', 'plain_text']	5 “Simeon and Levi are brothers; weapons of violence are their swords.
[36, 'q1_5', 'verse', 'v6', 'label']	6
[37, 'q1_5', 'verse', 'v6', 'content']	Let my soul come not into their council;
[38, 'q2_7', 'verse', 'v6', 'note', 'x']	#[Ps. 16:9;57:8]
[39, 'q2_7', 'verse', 'v6', 'content']	O my glory,
[40, 'q2_7', 'verse', 'v6', 'note', 'x']	#[Ps. 26:9]
[41, 'q2_7', 'verse', 'v6', 'content']	be not joined to their company.
[42, 'q1_6', 'verse', 'v6', 'content']	For in their anger they killed men,
[43, 'q2_8', 'verse', 'v6', 'content']	and in their willfulness they
[44, 'q2_8', 'verse', 'v6', 'note', 'x']	#Josh. 11:6,9;2 Sam. 8:4
[45, 'q2_8', 'verse', 'v6', 'content']	hamstrung oxen.
['v006_ESV_GEN_049', 46, 'q1_5', 'verse', 'v6', 'plain_text']	6 Let my soul come not into their council; O my glory, be not joined to their company. For in their anger they killed men, and in their willfulness they hamstrung oxen.
[47, 'q1_7', 'verse', 'v7', 'label']	7
[48, 'q1_7', 'verse', 'v7', 'content']	Cursed be their anger, for it is fierce,
[49, 'q2_9', 'verse', 'v7', 'content']	and their wrath, for it is cruel!
[50, 'q1_8', 'verse', 'v7', 'content']	I will
[51, 'q1_8', 'verse', 'v7', 'note', 'x']	#SeeNum. 3:5-13;Josh. 19:1-9;1 Chr. 4:24-39
[52, 'q1_8', 'verse', 'v7', 'content']	divide them in Jacob
[53, 'q2_10', 'verse', 'v7', 'content']	and scatter them in Israel.
['v007_ESV_GEN_049', 54, 'q1_7', 'verse', 'v7', 'plain_text']	7 Cursed be their anger, for it is fierce, and their wrath, for it is cruel! I will divide them in Jacob and scatter them in Israel.
[55, 'q1_9', 'verse', 'v8', 'label']	8
[56, 'q1_9', 'verse', 'v8', 'content']	“Judah,
