[1, 'label']	12
[2, 's1', 'heading']	The Call of Abram
[3, 'p1', 'verse', 'v1', 'label']	1
[4, 'p1', 'verse', 'v1', 'content']	Now
[5, 'p1', 'verse', 'v1', 'note', 'x']	#Acts 7:3;Heb. 11:8
[6, 'p1', 'verse', 'v1', 'content']	the
[7, 'p1', 'verse', 'v1', 'nd']	Lord
[8, 'p1', 'verse', 'v1', 'content']	said
[9, 'p1', 'verse', 'v1', 'note', 'f']	#12:1Orhad said
[10, 'p1', 'verse', 'v1', 'content']	to Abram, “Go from your country
[11, 'p1', 'verse', 'v1', 'note', 'f']	#12:1Orland
[12, 'p1', 'verse', 'v1', 'content']	and your kindred and your father’s house to the land that I will show you.
['v001_ESV_GEN_012', 13, 'p1', 'verse', 'v1', 'plain_text']	1 Now the Lord said to Abram, “Go from your country and your kindred and your father’s house to the land that I will show you.
[14, 'p1', 'verse', 'v2', 'label']	2
[15, 'p1', 'verse', 'v2', 'note', 'x']	#ch.17:6;18:18;[Gal. 3:14]
[16, 'p1', 'verse', 'v2', 'content']	And I will make of you a great nation, and I will bless you and make your name great, so that you will be a blessing.
['v002_ESV_GEN_012', 17, 'p1', 'verse', 'v2', 'plain_text']	2 And I will make of you a great nation, and I will bless you and make your name great, so that you will be a blessing.
[18, 'p1', 'verse', 'v3', 'label']	3
[19, 'p1', 'verse', 'v3', 'note', 'x']	#ch.27:29;Num. 24:9
[20, 'p1', 'verse', 'v3', 'content']	I will bless those who bless you, and him who dishonors you I will curse, and
[21, 'p1', 'verse', 'v3', 'note', 'x']	#ch.18:18;22:18;26:4;28:14;Jer. 4:2;Acts 3:25;Gal. 3:16;CitedGal. 3:8
[22, 'p1', 'verse', 'v3', 'content']	in you all the families of the earth shall be blessed.”
[23, 'p1', 'verse', 'v3', 'note', 'f']	#12:3Orby you all the families of the earth shall bless themselves
['v003_ESV_GEN_012', 24, 'p1', 'verse', 'v3', 'plain_text']	3 I will bless those who bless you, and him who dishonors you I will curse, and in you all the families of the earth shall be blessed.”
[25, 'p2', 'verse', 'v4', 'label']	4
[26, 'p2', 'verse', 'v4', 'content']	So Abram went, as the
[27, 'p2', 'verse', 'v4', 'nd']	Lord
[28, 'p2', 'verse', 'v4', 'content']	had told him, and Lot went with him. Abram was seventy-five years old when he departed from
[29, 'p2', 'verse', 'v4', 'note', 'x']	#ch.11:31
[30, 'p2', 'verse', 'v4', 'content']	Haran.
['v004_ESV_GEN_012', 31, 'p2', 'verse', 'v4', 'plain_text']	4 So Abram went, as the Lord had told him, and Lot went with him. Abram was seventy-five years old when he departed from Haran.
[32, 'p2', 'verse', 'v5', 'label']	5
