[1, 'label']	33
[2, 's1', 'heading']	Jacob Meets Esau
[3, 'p1', 'verse', 'v1', 'label']	1
[4, 'p1', 'verse', 'v1', 'content']	And Jacob lifted up his eyes and looked, and behold,
[5, 'p1', 'verse', 'v1', 'note', 'x']	#ch.32:6
[6, 'p1', 'verse', 'v1', 'content']	Esau was coming, and four hundred men with him. So he divided the children among Leah and Rachel and the two female servants.
['v001_ESV_GEN_033', 7, 'p1', 'verse', 'v1', 'plain_text']	1 And Jacob lifted up his eyes and looked, and behold, Esau was coming, and four hundred men with him. So he divided the children among Leah and Rachel and the two female servants.
[8, 'p1', 'verse', 'v2', 'label']	2
[9, 'p1', 'verse', 'v2', 'content']	And he put the servants with their children in front, then Leah with her children, and Rachel and Joseph last of all.
['v002_ESV_GEN_033', 10, 'p1', 'verse', 'v2', 'plain_text']	2 And he put the servants with their children in front, then Leah with her children, and Rachel and Joseph last of all.
[11, 'p1', 'verse', 'v3', 'label']	3
[12, 'p1', 'verse', 'v3', 'content']	He himself went on before them,
[13, 'p1', 'verse', 'v3', 'note', 'x']	#ch.18:2;42:6;43:26
[14, 'p1', 'verse', 'v3', 'content']	bowing himself to the ground seven times, until he came near to his brother.
['v003_ESV_GEN_033', 15, 'p1', 'verse', 'v3', 'plain_text']	3 He himself went on before them, bowing himself to the ground seven times, until he came near to his brother.
[16, 'p2', 'verse', 'v4', 'label']	4
[17, 'p2', 'verse', 'v4', 'note', 'x']	#ch.32:28
[18, 'p2', 'verse', 'v4', 'content']	But Esau ran to meet him and embraced him
[19, 'p2', 'verse', 'v4', 'note', 'x']	#ch.45:14
[20, 'p2', 'verse', 'v4', 'content']	and fell on his neck and kissed him, and they wept.
['v004_ESV_GEN_033', 21, 'p2', 'verse', 'v4', 'plain_text']	4 But Esau ran to meet him and embraced him and fell on his neck and kissed him, and they wept.
[22, 'p2', 'verse', 'v5', 'label']	5
[23, 'p2', 'verse', 'v5', 'content']	And when Esau lifted up his eyes and saw the women and children, he said, “Who are these with you?” Jacob said,
[24, 'p2', 'verse', 'v5', 'note', 'x']	#ch.48:9;Ps. 127:3;Isa. 8:18
[25, 'p2', 'verse', 'v5', 'content']	“The children whom God has graciously given your servant.”
['v005_ESV_GEN_033', 26, 'p2', 'verse', 'v5', 'plain_text']	5 And when Esau lifted up his eyes and saw the women and children, he said, “Who are these with you?” Jacob said, “The children whom God has graciously given your servant.”
[27, 'p2', 'verse', 'v6', 'label']	6
[28, 'p2', 'verse', 'v6', 'content']	Then the servants drew near, they and their children, and bowed down.
['v006_ESV_GEN_033', 29, 'p2', 'verse', 'v6', 'plain_text']	6 Then the servants drew near, they and their children, and bowed down.
[30, 'p2', 'verse', 'v7', 'label']	7
[31, 'p2', 'verse', 'v7', 'content']	Leah likewise and her children drew near and bowed down. And last Joseph and Rachel drew near, and they bowed down.
['v007_ESV_GEN_033', 32, 'p2', 'verse', 'v7', 'plain_text']	7 Leah likewise and her children drew near and bowed down. And last Joseph and Rachel drew near, and they bowed down.
[33, 'p2', 'verse', 'v8', 'label']	8
[34, 'p2', 'verse', 'v8', 'content']	Esau said, “What do you mean by
[35, 'p2', 'verse', 'v8', 'note', 'x']	#ch.32:16
[36, 'p2', 'verse', 'v8', 'content']	all this company
[37, 'p2', 'verse', 'v8', 'note', 'f']	#33:8Hebrewcamp
[38, 'p2', 'verse', 'v8', 'content']	that I met?” Jacob answered,
[39, 'p2', 'verse', 'v8', 'note', 'x']	#ver.15;ch.32:5
[40, 'p2', 'verse', 'v8', 'content']	“To find favor in the sight of my lord.”
['v008_ESV_GEN_033', 41, 'p2', 'verse', 'v8', 'plain_text']	8 Esau said, “What do you mean by all this company that I met?” Jacob answered, “To find favor in the sight of my lord.”
[42, 'p2', 'verse', 'v9', 'label']	9
[43, 'p2', 'verse', 'v9', 'content']	But Esau said, “I have enough, my brother; keep what you have for yourself.”
['v009_ESV_GEN_033', 44, 'p2', 'verse', 'v9', 'plain_text']	9 But Esau said, “I have enough, my brother; keep what you have for yourself.”
[45, 'p2', 'verse', 'v10', 'label']	10
[46, 'p2', 'verse', 'v10', 'content']	Jacob said, “No, please, if I have found favor in your sight, then accept my present from my hand.
[47, 'p2', 'verse', 'v10', 'note', 'x']	#ch.18:1;19:1
[48, 'p2', 'verse', 'v10', 'content']	For I have seen your face, which is like seeing the face of God, and you have accepted me.
['v010_ESV_GEN_033', 49, 'p2', 'verse', 'v10', 'plain_text']	10 Jacob said, “No, please, if I have found favor in your sight, then accept my present from my hand. For I have seen your face, which is like seeing the face of God, and you have accepted me.
[50, 'p2', 'verse', 'v11', 'label']	11
[51, 'p2', 'verse', 'v11', 'content']	Please accept my
[52, 'p2', 'verse', 'v11', 'note', 'x']	#2 Kgs. 5:15
[53, 'p2', 'verse', 'v11', 'content']	blessing that is brought to you, because God has dealt graciously with me, and because I have enough.” Thus he
[54, 'p2', 'verse', 'v11', 'note', 'x']	#[2 Sam. 13:25,27;2 Kgs. 5:23]
[55, 'p2', 'verse', 'v11', 'content']	urged him, and he took it.
['v011_ESV_GEN_033', 56, 'p2', 'verse', 'v11', 'plain_text']	11 Please accept my blessing that is brought to you, because God has dealt graciously with me, and because I have enough.” Thus he urged him, and he took it.
[57, 'p3', 'verse', 'v12', 'label']	12
[58, 'p3', 'verse', 'v12', 'content']	Then Esau said, “Let us journey on our way, and I will go ahead of
[59, 'p3', 'verse', 'v12', 'note', 'f']	#33:12Oralong with
[60, 'p3', 'verse', 'v12', 'content']	you.”
['v012_ESV_GEN_033', 61, 'p3', 'verse', 'v12', 'plain_text']	12 Then Esau said, “Let us journey on our way, and I will go ahead of you.”
[62, 'p3', 'verse', 'v13', 'label']	13
[63, 'p3', 'verse', 'v13', 'content']	But Jacob said to him, “My lord knows that the children are frail, and that the nursing flocks and herds are a care to me. If they are driven hard for one day, all the flocks will die.
['v013_ESV_GEN_033', 64, 'p3', 'verse', 'v13', 'plain_text']	13 But Jacob said to him, “My lord knows that the children are frail, and that the nursing flocks and herds are a care to me. If they are driven hard for one day, all the flocks will die.
[65, 'p3', 'verse', 'v14', 'label']	14
[66, 'p3', 'verse', 'v14', 'content']	Let my lord pass on ahead of his servant, and I will lead on slowly, at the pace of the livestock that are ahead of me and at the pace of the children, until I come to my lord
[67, 'p3', 'verse', 'v14', 'note', 'x']	#ch.32:3
[68, 'p3', 'verse', 'v14', 'content']	in Seir.”
['v014_ESV_GEN_033', 69, 'p3', 'verse', 'v14', 'plain_text']	14 Let my lord pass on ahead of his servant, and I will lead on slowly, at the pace of the livestock that are ahead of me and at the pace of the children, until I come to my lord in Seir.”
[70, 'p4', 'verse', 'v15', 'label']	15
[71, 'p4', 'verse', 'v15', 'content']	So Esau said, “Let me leave with you some of the people who are with me.” But he said, “What need is there?
[72, 'p4', 'verse', 'v15', 'note', 'x']	#ver.8;ch.34:11;47:25;Ruth 2:13
[73, 'p4', 'verse', 'v15', 'content']	Let me find favor in the sight of my lord.”
