id,tag,text
1,"[1, 'label']",27
2,"[2, 's1', 'heading']",Laws About Vows
3,"[3, 'p1', 'verse', 'v1', 'label']",1
4,"[4, 'p1', 'verse', 'v1', 'content']",The
5,"[5, 'p1', 'verse', 'v1', 'nd']",Lord
6,"[6, 'p1', 'verse', 'v1', 'content']","spoke to Moses, saying,"
7,"['v001_ESV_LEV_027', 7, 'p1', 'verse', 'v1', 'plain_text']","1 The Lord spoke to Moses, saying,"
8,"[8, 'p1', 'verse', 'v2', 'label']",2
9,"[9, 'p1', 'verse', 'v2', 'content']","“Speak to the people of Israel and say to them, If anyone"
10,"[10, 'p1', 'verse', 'v2', 'note', 'x']","#[Judg. 11:30,31,39;1 Sam. 1:11,28;SeeNum. 30]"
11,"[11, 'p1', 'verse', 'v2', 'content']",makes a special vow to the
12,"[12, 'p1', 'verse', 'v2', 'nd']",Lord
13,"[13, 'p1', 'verse', 'v2', 'content']","involving the valuation of persons,"
14,"['v002_ESV_LEV_027', 14, 'p1', 'verse', 'v2', 'plain_text']","2 “Speak to the people of Israel and say to them, If anyone makes a special vow to the Lord involving the valuation of persons,"
15,"[15, 'p1', 'verse', 'v3', 'label']",3
16,"[16, 'p1', 'verse', 'v3', 'content']",then the valuation of a male from twenty years old up to sixty years old shall be fifty shekels
17,"[17, 'p1', 'verse', 'v3', 'note', 'f']",#27:3Ashekelwas about 2/5 ounce or 11 grams
18,"[18, 'p1', 'verse', 'v3', 'content']","of silver, according to the"
19,"[19, 'p1', 'verse', 'v3', 'note', 'x']",#ver.25;SeeEx. 30:13
20,"[20, 'p1', 'verse', 'v3', 'content']",shekel of the sanctuary.
21,"['v003_ESV_LEV_027', 21, 'p1', 'verse', 'v3', 'plain_text']","3 then the valuation of a male from twenty years old up to sixty years old shall be fifty shekels of silver, according to the shekel of the sanctuary."
22,"[22, 'p1', 'verse', 'v4', 'label']",4
23,"[23, 'p1', 'verse', 'v4', 'content']","If the person is a female, the valuation shall be thirty shekels."
24,"['v004_ESV_LEV_027', 24, 'p1', 'verse', 'v4', 'plain_text']","4 If the person is a female, the valuation shall be thirty shekels."
25,"[25, 'p1', 'verse', 'v5', 'label']",5
26,"[26, 'p1', 'verse', 'v5', 'content']","If the person is from five years old up to twenty years old, the valuation shall be for a male twenty shekels, and for a female ten shekels."
27,"['v005_ESV_LEV_027', 27, 'p1', 'verse', 'v5', 'plain_text']","5 If the person is from five years old up to twenty years old, the valuation shall be for a male twenty shekels, and for a female ten shekels."
28,"[28, 'p1', 'verse', 'v6', 'label']",6
29,"[29, 'p1', 'verse', 'v6', 'content']","If the person is from a month old up to five years old, the valuation shall be for a male five shekels of silver, and for a female the valuation shall be three shekels of silver."
30,"['v006_ESV_LEV_027', 30, 'p1', 'verse', 'v6', 'plain_text']","6 If the person is from a month old up to five years old, the valuation shall be for a male five shekels of silver, and for a female the valuation shall be three shekels of silver."
31,"[31, 'p1', 'verse', 'v7', 'label']",7
32,"[32, 'p1', 'verse', 'v7', 'content']","And if the person is sixty years old or over, then the valuation for a male shall be fifteen shekels, and for a female ten shekels."
33,"['v007_ESV_LEV_027', 33, 'p1', 'verse', 'v7', 'plain_text']","7 And if the person is sixty years old or over, then the valuation for a male shall be fifteen shekels, and for a female ten shekels."
34,"[34, 'p1', 'verse', 'v8', 'label']",8
35,"[35, 'p1', 'verse', 'v8', 'content']","And if someone is too poor to pay the valuation, then he shall be made to stand before the priest, and the priest shall value him; the priest shall value him according to what the vower can afford."
36,"['v008_ESV_LEV_027', 36, 'p1', 'verse', 'v8', 'plain_text']","8 And if someone is too poor to pay the valuation, then he shall be made to stand before the priest, and the priest shall value him; the priest shall value him according to what the vower can afford."
37,"[37, 'p2', 'verse', 'v9', 'label']",9
38,"[38, 'p2', 'verse', 'v9', 'content']",“If the vow
39,"[39, 'p2', 'verse', 'v9', 'note', 'f']",#27:9Hebrewit
40,"[40, 'p2', 'verse', 'v9', 'content']",is an animal that may be offered as an offering to the
41,"[41, 'p2', 'verse', 'v9', 'nd']",Lord
42,"[42, 'p2', 'verse', 'v9', 'content']",", all of it that he gives to the"
43,"[43, 'p2', 'verse', 'v9', 'nd']",Lord
44,"[44, 'p2', 'verse', 'v9', 'content']",is holy.
45,"['v009_ESV_LEV_027', 45, 'p2', 'verse', 'v9', 'plain_text']","9 “If the vow is an animal that may be offered as an offering to the Lord , all of it that he gives to the Lord is holy."
46,"[46, 'p2', 'verse', 'v10', 'label']",10
47,"[47, 'p2', 'verse', 'v10', 'note', 'x']",#ver.33
48,"[48, 'p2', 'verse', 'v10', 'content']","He shall not exchange it or make a substitute for it, good for bad, or bad for good; and if he does in fact substitute one animal for another, then both it and the substitute shall be holy."
49,"['v010_ESV_LEV_027', 49, 'p2', 'verse', 'v10', 'plain_text']","10 He shall not exchange it or make a substitute for it, good for bad, or bad for good; and if he does in fact substitute one animal for another, then both it and the substitute shall be holy."
50,"[50, 'p2', 'verse', 'v11', 'label']",11
51,"[51, 'p2', 'verse', 'v11', 'content']",And if it is any unclean animal that may not be offered as an offering to the
52,"[52, 'p2', 'verse', 'v11', 'nd']",Lord
53,"[53, 'p2', 'verse', 'v11', 'content']",", then he shall stand the animal before the priest,"
54,"['v011_ESV_LEV_027', 54, 'p2', 'verse', 'v11', 'plain_text']","11 And if it is any unclean animal that may not be offered as an offering to the Lord , then he shall stand the animal before the priest,"
55,"[55, 'p2', 'verse', 'v12', 'label']",12
56,"[56, 'p2', 'verse', 'v12', 'content']","and the priest shall value it as either good or bad; as the priest values it, so it shall be."
57,"['v012_ESV_LEV_027', 57, 'p2', 'verse', 'v12', 'plain_text']","12 and the priest shall value it as either good or bad; as the priest values it, so it shall be."
58,"[58, 'p2', 'verse', 'v13', 'label']",13
59,"[59, 'p2', 'verse', 'v13', 'note', 'x']","#ver.15, 19"
60,"[60, 'p2', 'verse', 'v13', 'content']","But if he wishes to redeem it, he shall add a"
61,"[61, 'p2', 'verse', 'v13', 'note', 'x']",#ch.22:14
62,"[62, 'p2', 'verse', 'v13', 'content']",fifth to the valuation.
63,"['v013_ESV_LEV_027', 63, 'p2', 'verse', 'v13', 'plain_text']","13 But if he wishes to redeem it, he shall add a fifth to the valuation."
64,"[64, 'p3', 'verse', 'v14', 'label']",14
65,"[65, 'p3', 'verse', 'v14', 'content']",“When a man dedicates his house as a holy gift to the
66,"[66, 'p3', 'verse', 'v14', 'nd']",Lord
67,"[67, 'p3', 'verse', 'v14', 'content']",", the priest shall value it as either good or bad; as the priest values it, so it shall stand."
68,"['v014_ESV_LEV_027', 68, 'p3', 'verse', 'v14', 'plain_text']","14 “When a man dedicates his house as a holy gift to the Lord , the priest shall value it as either good or bad; as the priest values it, so it shall stand."
69,"[69, 'p3', 'verse', 'v15', 'label']",15
70,"[70, 'p3', 'verse', 'v15', 'note', 'x']",#ver.13
71,"[71, 'p3', 'verse', 'v15', 'content']","And if the donor wishes to redeem his house, he shall add a"
72,"[72, 'p3', 'verse', 'v15', 'note', 'x']",#[See ver.13above]
73,"[73, 'p3', 'verse', 'v15', 'content']","fifth to the valuation price, and it shall be his."
74,"['v015_ESV_LEV_027', 74, 'p3', 'verse', 'v15', 'plain_text']","15 And if the donor wishes to redeem his house, he shall add a fifth to the valuation price, and it shall be his."
