id,tag,text
1,"[1, 'label']",9
2,"[2, 's1', 'heading']",The
3,"[3, 's1', 'nd', 'heading']",Lord
4,"[4, 's1', 'heading']",Accepts Aaron’s Offering
5,"[5, 'p1', 'verse', 'v1', 'label']",1
6,"[6, 'p1', 'verse', 'v1', 'note', 'x']",#Ezek. 43:27
7,"[7, 'p1', 'verse', 'v1', 'content']","On the eighth day Moses called Aaron and his sons and the elders of Israel,"
8,"['v001_ESV_LEV_009', 8, 'p1', 'verse', 'v1', 'plain_text']","1 On the eighth day Moses called Aaron and his sons and the elders of Israel,"
9,"[9, 'p1', 'verse', 'v2', 'label']",2
10,"[10, 'p1', 'verse', 'v2', 'content']","and he said to Aaron,"
11,"[11, 'p1', 'verse', 'v2', 'note', 'x']",#ch.4:3;8:14;Ex. 29:1
12,"[12, 'p1', 'verse', 'v2', 'content']",“Take for yourself a bull calf for a sin offering and
13,"[13, 'p1', 'verse', 'v2', 'note', 'x']",#ch.8:18
14,"[14, 'p1', 'verse', 'v2', 'content']","a ram for a burnt offering, both without blemish, and offer them before the"
15,"[15, 'p1', 'verse', 'v2', 'nd']",Lord
16,"[16, 'p1', 'verse', 'v2', 'content']",.
17,"['v002_ESV_LEV_009', 17, 'p1', 'verse', 'v2', 'plain_text']","2 and he said to Aaron, “Take for yourself a bull calf for a sin offering and a ram for a burnt offering, both without blemish, and offer them before the Lord ."
18,"[18, 'p1', 'verse', 'v3', 'label']",3
19,"[19, 'p1', 'verse', 'v3', 'content']","And say to the people of Israel,"
20,"[20, 'p1', 'verse', 'v3', 'note', 'x']",#ch.4:23;[Ezra 6:17]
21,"[21, 'p1', 'verse', 'v3', 'content']","‘Take a male goat for a sin offering, and a calf and a lamb, both a year old without blemish, for a burnt offering,"
22,"['v003_ESV_LEV_009', 22, 'p1', 'verse', 'v3', 'plain_text']","3 And say to the people of Israel, ‘Take a male goat for a sin offering, and a calf and a lamb, both a year old without blemish, for a burnt offering,"
23,"[23, 'p1', 'verse', 'v4', 'label']",4
24,"[24, 'p1', 'verse', 'v4', 'content']","and an ox and a ram for peace offerings, to sacrifice before the"
25,"[25, 'p1', 'verse', 'v4', 'nd']",Lord
26,"[26, 'p1', 'verse', 'v4', 'content']",", and"
27,"[27, 'p1', 'verse', 'v4', 'note', 'x']",#ver.17;ch.2:4
28,"[28, 'p1', 'verse', 'v4', 'content']","a grain offering mixed with oil, for"
29,"[29, 'p1', 'verse', 'v4', 'note', 'x']","#ver.6, 23;Ex. 29:43"
30,"[30, 'p1', 'verse', 'v4', 'content']",today the
31,"[31, 'p1', 'verse', 'v4', 'nd']",Lord
32,"[32, 'p1', 'verse', 'v4', 'content']",will appear to you.’”
33,"['v004_ESV_LEV_009', 33, 'p1', 'verse', 'v4', 'plain_text']","4 and an ox and a ram for peace offerings, to sacrifice before the Lord , and a grain offering mixed with oil, for today the Lord will appear to you.’”"
34,"[34, 'p1', 'verse', 'v5', 'label']",5
35,"[35, 'p1', 'verse', 'v5', 'content']","And they brought what Moses commanded in front of the tent of meeting, and all the congregation drew near and stood before the"
36,"[36, 'p1', 'verse', 'v5', 'nd']",Lord
37,"[37, 'p1', 'verse', 'v5', 'content']",.
38,"['v005_ESV_LEV_009', 38, 'p1', 'verse', 'v5', 'plain_text']","5 And they brought what Moses commanded in front of the tent of meeting, and all the congregation drew near and stood before the Lord ."
39,"[39, 'p1', 'verse', 'v6', 'label']",6
40,"[40, 'p1', 'verse', 'v6', 'content']","And Moses said, “This is the thing that the"
41,"[41, 'p1', 'verse', 'v6', 'nd']",Lord
42,"[42, 'p1', 'verse', 'v6', 'content']","commanded you to do, that the glory of the"
43,"[43, 'p1', 'verse', 'v6', 'nd']",Lord
44,"[44, 'p1', 'verse', 'v6', 'content']",may appear to you.”
45,"['v006_ESV_LEV_009', 45, 'p1', 'verse', 'v6', 'plain_text']","6 And Moses said, “This is the thing that the Lord commanded you to do, that the glory of the Lord may appear to you.”"
46,"[46, 'p1', 'verse', 'v7', 'label']",7
47,"[47, 'p1', 'verse', 'v7', 'content']","Then Moses said to Aaron, “Draw near to the altar and"
48,"[48, 'p1', 'verse', 'v7', 'note', 'x']",#ch.4:3;Heb. 5:1-3;7:27;9:7
49,"[49, 'p1', 'verse', 'v7', 'content']",offer your sin offering and your burnt offering and
50,"[50, 'p1', 'verse', 'v7', 'note', 'x']","#ch.4:16,20"
51,"[51, 'p1', 'verse', 'v7', 'content']","make atonement for yourself and for the people, and bring the offering of the people and make atonement for them, as the"
52,"[52, 'p1', 'verse', 'v7', 'nd']",Lord
53,"[53, 'p1', 'verse', 'v7', 'content']",has commanded.”
54,"['v007_ESV_LEV_009', 54, 'p1', 'verse', 'v7', 'plain_text']","7 Then Moses said to Aaron, “Draw near to the altar and offer your sin offering and your burnt offering and make atonement for yourself and for the people, and bring the offering of the people and make atonement for them, as the Lord has commanded.”"
55,"[55, 'p2', 'verse', 'v8', 'label']",8
56,"[56, 'p2', 'verse', 'v8', 'content']","So Aaron drew near to the altar and killed the calf of the sin offering, which was for himself."
57,"['v008_ESV_LEV_009', 57, 'p2', 'verse', 'v8', 'plain_text']","8 So Aaron drew near to the altar and killed the calf of the sin offering, which was for himself."
58,"[58, 'p2', 'verse', 'v9', 'label']",9
59,"[59, 'p2', 'verse', 'v9', 'note', 'x']",#ch.4:6;8:15
60,"[60, 'p2', 'verse', 'v9', 'content']","And the sons of Aaron presented the blood to him, and he dipped his finger in the blood and"
61,"[61, 'p2', 'verse', 'v9', 'note', 'x']",#See ch.4:7
62,"[62, 'p2', 'verse', 'v9', 'content']",put it on the horns of the altar and poured out the blood at the base of the altar.
63,"['v009_ESV_LEV_009', 63, 'p2', 'verse', 'v9', 'plain_text']","9 And the sons of Aaron presented the blood to him, and he dipped his finger in the blood and put it on the horns of the altar and poured out the blood at the base of the altar."
64,"[64, 'p2', 'verse', 'v10', 'label']",10
65,"[65, 'p2', 'verse', 'v10', 'note', 'x']",#ch.8:16
66,"[66, 'p2', 'verse', 'v10', 'content']","But the fat and the kidneys and the long lobe of the liver from the sin offering he burned on the altar,"
67,"[67, 'p2', 'verse', 'v10', 'note', 'x']",#ch.4:8
68,"[68, 'p2', 'verse', 'v10', 'content']",as the
69,"[69, 'p2', 'verse', 'v10', 'nd']",Lord
70,"[70, 'p2', 'verse', 'v10', 'content']",commanded Moses.
71,"['v010_ESV_LEV_009', 71, 'p2', 'verse', 'v10', 'plain_text']","10 But the fat and the kidneys and the long lobe of the liver from the sin offering he burned on the altar, as the Lord commanded Moses."
72,"[72, 'p2', 'verse', 'v11', 'label']",11
73,"[73, 'p2', 'verse', 'v11', 'note', 'x']","#ch.4:11,12;8:17"
74,"[74, 'p2', 'verse', 'v11', 'content']",The flesh and the skin he burned up with fire outside the camp.
75,"['v011_ESV_LEV_009', 75, 'p2', 'verse', 'v11', 'plain_text']",11 The flesh and the skin he burned up with fire outside the camp.
76,"[76, 'p3', 'verse', 'v12', 'label']",12
77,"[77, 'p3', 'verse', 'v12', 'content']","Then he killed the burnt offering, and Aaron’s sons handed him the blood, and he"
78,"[78, 'p3', 'verse', 'v12', 'note', 'x']",#ch.1:5;8:19
79,"[79, 'p3', 'verse', 'v12', 'content']",threw it against the sides of the altar.
80,"['v012_ESV_LEV_009', 80, 'p3', 'verse', 'v12', 'plain_text']","12 Then he killed the burnt offering, and Aaron’s sons handed him the blood, and he threw it against the sides of the altar."
81,"[81, 'p3', 'verse', 'v13', 'label']",13
82,"[82, 'p3', 'verse', 'v13', 'note', 'x']",#ch.8:20
83,"[83, 'p3', 'verse', 'v13', 'content']","And they handed the burnt offering to him, piece by piece, and the head, and he burned them on the altar."
84,"['v013_ESV_LEV_009', 84, 'p3', 'verse', 'v13', 'plain_text']","13 And they handed the burnt offering to him, piece by piece, and the head, and he burned them on the altar."
85,"[85, 'p3', 'verse', 'v14', 'label']",14
86,"[86, 'p3', 'verse', 'v14', 'note', 'x']",#ch.8:21
87,"[87, 'p3', 'verse', 'v14', 'content']",And he washed the entrails and the legs and burned them with the burnt offering on the altar.
88,"['v014_ESV_LEV_009', 88, 'p3', 'verse', 'v14', 'plain_text']",14 And he washed the entrails and the legs and burned them with the burnt offering on the altar.
89,"[89, 'p4', 'verse', 'v15', 'label']",15
90,"[90, 'p4', 'verse', 'v15', 'note', 'x']","#ver.3, 7;Heb. 2:17;5:3"
91,"[91, 'p4', 'verse', 'v15', 'content']",Then he presented the people’s offering and took the goat of the sin offering that was for the people and killed it and
92,"[92, 'p4', 'verse', 'v15', 'note', 'x']",#See ch.6:26
93,"[93, 'p4', 'verse', 'v15', 'content']","offered it as a sin offering,"
94,"[94, 'p4', 'verse', 'v15', 'note', 'x']",#ver.8
95,"[95, 'p4', 'verse', 'v15', 'content']",like the first one.
96,"['v015_ESV_LEV_009', 96, 'p4', 'verse', 'v15', 'plain_text']","15 Then he presented the people’s offering and took the goat of the sin offering that was for the people and killed it and offered it as a sin offering, like the first one."
97,"[97, 'p4', 'verse', 'v16', 'label']",16
98,"[98, 'p4', 'verse', 'v16', 'content']",And he presented the burnt offering and offered it
99,"[99, 'p4', 'verse', 'v16', 'note', 'x']","#ch.1:3,10"
100,"[100, 'p4', 'verse', 'v16', 'content']",according to the
101,"[101, 'p4', 'verse', 'v16', 'note', 'x']",#ch.5:10
102,"[102, 'p4', 'verse', 'v16', 'content']",rule.
103,"['v016_ESV_LEV_009', 103, 'p4', 'verse', 'v16', 'plain_text']",16 And he presented the burnt offering and offered it according to the rule.
104,"[104, 'p4', 'verse', 'v17', 'label']",17
105,"[105, 'p4', 'verse', 'v17', 'content']",And he presented the
106,"[106, 'p4', 'verse', 'v17', 'note', 'x']","#ver.4;ch.2:1,2"
107,"[107, 'p4', 'verse', 'v17', 'content']","grain offering, took a handful of it, and burned it on the altar,"
108,"[108, 'p4', 'verse', 'v17', 'note', 'x']","#Ex. 29:38,39"
109,"[109, 'p4', 'verse', 'v17', 'content']",besides the burnt offering of the morning.
110,"['v017_ESV_LEV_009', 110, 'p4', 'verse', 'v17', 'plain_text']","17 And he presented the grain offering, took a handful of it, and burned it on the altar, besides the burnt offering of the morning."
111,"[111, 'p5', 'verse', 'v18', 'label']",18
112,"[112, 'p5', 'verse', 'v18', 'content']","Then he killed the ox and the ram,"
113,"[113, 'p5', 'verse', 'v18', 'note', 'x']","#ch.3:1,12,16"
114,"[114, 'p5', 'verse', 'v18', 'content']","the sacrifice of peace offerings for the people. And Aaron’s sons handed him the blood, and he threw it against the sides of the altar."
115,"['v018_ESV_LEV_009', 115, 'p5', 'verse', 'v18', 'plain_text']","18 Then he killed the ox and the ram, the sacrifice of peace offerings for the people. And Aaron’s sons handed him the blood, and he threw it against the sides of the altar."
116,"[116, 'p5', 'verse', 'v19', 'label']",19
117,"[117, 'p5', 'verse', 'v19', 'content']","But the fat pieces of the ox and of the ram, the fat tail and that which covers"
118,"[118, 'p5', 'verse', 'v19', 'note', 'x']","#ch.3:3,9,14;4:8;7:3"
119,"[119, 'p5', 'verse', 'v19', 'content']",the entrails and the kidneys and the long lobe of the liver—
120,"['v019_ESV_LEV_009', 120, 'p5', 'verse', 'v19', 'plain_text']","19 But the fat pieces of the ox and of the ram, the fat tail and that which covers the entrails and the kidneys and the long lobe of the liver—"
121,"[121, 'p5', 'verse', 'v20', 'label']",20
122,"[122, 'p5', 'verse', 'v20', 'content']","they put the fat pieces on the breasts,"
