id,tag,text
1,"[1, 'label']",16
2,"[2, 's1', 'heading']",The Day of Atonement
3,"[3, 'p1', 'verse', 'v1', 'label']",1
4,"[4, 'p1', 'verse', 'v1', 'content']",The
5,"[5, 'p1', 'verse', 'v1', 'nd']",Lord
6,"[6, 'p1', 'verse', 'v1', 'content']",spoke to Moses after
7,"[7, 'p1', 'verse', 'v1', 'note', 'x']","#ch.10:1,2"
8,"[8, 'p1', 'verse', 'v1', 'content']","the death of the two sons of Aaron, when they drew near before the"
9,"[9, 'p1', 'verse', 'v1', 'nd']",Lord
10,"[10, 'p1', 'verse', 'v1', 'content']","and died,"
11,"['v001_ESV_LEV_016', 11, 'p1', 'verse', 'v1', 'plain_text']","1 The Lord spoke to Moses after the death of the two sons of Aaron, when they drew near before the Lord and died,"
12,"[12, 'p1', 'verse', 'v2', 'label']",2
13,"[13, 'p1', 'verse', 'v2', 'content']",and the
14,"[14, 'p1', 'verse', 'v2', 'nd']",Lord
15,"[15, 'p1', 'verse', 'v2', 'content']","said to Moses, “Tell Aaron your brother not to"
16,"[16, 'p1', 'verse', 'v2', 'note', 'x']","#[Ex. 30:10;Heb. 9:7,12,24,25;10:19-22]"
17,"[17, 'p1', 'verse', 'v2', 'content']","come at any time into the Holy Place inside the veil, before the mercy seat that is on the ark, so that he may not die. For"
18,"[18, 'p1', 'verse', 'v2', 'note', 'x']","#Ex. 25:22;40:34,35;[1 Kgs. 8:10-12]"
19,"[19, 'p1', 'verse', 'v2', 'content']",I will appear in the cloud over the mercy seat.
20,"['v002_ESV_LEV_016', 20, 'p1', 'verse', 'v2', 'plain_text']","2 and the Lord said to Moses, “Tell Aaron your brother not to come at any time into the Holy Place inside the veil, before the mercy seat that is on the ark, so that he may not die. For I will appear in the cloud over the mercy seat."
21,"[21, 'p1', 'verse', 'v3', 'label']",3
22,"[22, 'p1', 'verse', 'v3', 'content']",But in this way Aaron shall come into the Holy Place:
23,"[23, 'p1', 'verse', 'v3', 'note', 'x']",#ch.4:3
24,"[24, 'p1', 'verse', 'v3', 'content']",with a bull from the herd for a sin offering and
25,"[25, 'p1', 'verse', 'v3', 'note', 'x']",#ch.1:10;8:18
26,"[26, 'p1', 'verse', 'v3', 'content']",a ram for a burnt offering.
27,"['v003_ESV_LEV_016', 27, 'p1', 'verse', 'v3', 'plain_text']",3 But in this way Aaron shall come into the Holy Place: with a bull from the herd for a sin offering and a ram for a burnt offering.
28,"[28, 'p1', 'verse', 'v4', 'label']",4
29,"[29, 'p1', 'verse', 'v4', 'content']",He shall put on
30,"[30, 'p1', 'verse', 'v4', 'note', 'x']","#ch.6:10;8:7;Ezek. 44:17,18;SeeEx. 28:39-43"
31,"[31, 'p1', 'verse', 'v4', 'content']","the holy linen coat and shall have the linen undergarment on his body, and he shall tie the linen sash around his waist, and wear the linen turban; these are the holy garments."
32,"[32, 'p1', 'verse', 'v4', 'note', 'x']","#ch.8:6,7;Ex. 30:20"
33,"[33, 'p1', 'verse', 'v4', 'content']",He shall bathe his body in water and then put them on.
34,"['v004_ESV_LEV_016', 34, 'p1', 'verse', 'v4', 'plain_text']","4 He shall put on the holy linen coat and shall have the linen undergarment on his body, and he shall tie the linen sash around his waist, and wear the linen turban; these are the holy garments. He shall bathe his body in water and then put them on."
35,"[35, 'p1', 'verse', 'v5', 'label']",5
36,"[36, 'p1', 'verse', 'v5', 'content']",And he shall take from
37,"[37, 'p1', 'verse', 'v5', 'note', 'x']",#ch.4:14;Num. 29:11;2 Chr. 29:21;Ezra 6:17
38,"[38, 'p1', 'verse', 'v5', 'content']","the congregation of the people of Israel two male goats for a sin offering, and one ram for a burnt offering."
39,"['v005_ESV_LEV_016', 39, 'p1', 'verse', 'v5', 'plain_text']","5 And he shall take from the congregation of the people of Israel two male goats for a sin offering, and one ram for a burnt offering."
40,"[40, 'p2', 'verse', 'v6', 'label']",6
41,"[41, 'p2', 'verse', 'v6', 'content']",“Aaron shall
42,"[42, 'p2', 'verse', 'v6', 'note', 'x']",#Ezek. 45:22
43,"[43, 'p2', 'verse', 'v6', 'content']",offer the bull as a sin offering for himself and shall
44,"[44, 'p2', 'verse', 'v6', 'note', 'x']","#ver.17, 24;ch.9:7;Heb. 7:27,28;9:7"
45,"[45, 'p2', 'verse', 'v6', 'content']",make atonement for himself and for his house.
46,"['v006_ESV_LEV_016', 46, 'p2', 'verse', 'v6', 'plain_text']",6 “Aaron shall offer the bull as a sin offering for himself and shall make atonement for himself and for his house.
47,"[47, 'p2', 'verse', 'v7', 'label']",7
48,"[48, 'p2', 'verse', 'v7', 'content']",Then he shall take the two goats and set them before the
49,"[49, 'p2', 'verse', 'v7', 'nd']",Lord
50,"[50, 'p2', 'verse', 'v7', 'content']",at the entrance of the tent of meeting.
51,"['v007_ESV_LEV_016', 51, 'p2', 'verse', 'v7', 'plain_text']",7 Then he shall take the two goats and set them before the Lord at the entrance of the tent of meeting.
52,"[52, 'p2', 'verse', 'v8', 'label']",8
53,"[53, 'p2', 'verse', 'v8', 'content']","And Aaron shall cast lots over the two goats, one lot for the"
54,"[54, 'p2', 'verse', 'v8', 'nd']",Lord
55,"[55, 'p2', 'verse', 'v8', 'content']",and the other lot for
