id,tag,text
1,"[1, 'label']",14
2,"[2, 's1', 'heading']",Laws for Cleansing Lepers
3,"[3, 'p1', 'verse', 'v1', 'label']",1
4,"[4, 'p1', 'verse', 'v1', 'content']",The
5,"[5, 'p1', 'verse', 'v1', 'nd']",Lord
6,"[6, 'p1', 'verse', 'v1', 'content']","spoke to Moses, saying,"
7,"['v001_ESV_LEV_014', 7, 'p1', 'verse', 'v1', 'plain_text']","1 The Lord spoke to Moses, saying,"
8,"[8, 'p1', 'verse', 'v2', 'label']",2
9,"[9, 'p1', 'verse', 'v2', 'content']",“This shall be the law of the leprous person for the day of his cleansing.
10,"[10, 'p1', 'verse', 'v2', 'note', 'x']","#Matt. 8:2,4;Mark 1:40,44;Luke 5:12,14;17:14"
11,"[11, 'p1', 'verse', 'v2', 'content']","He shall be brought to the priest,"
12,"['v002_ESV_LEV_014', 12, 'p1', 'verse', 'v2', 'plain_text']","2 “This shall be the law of the leprous person for the day of his cleansing. He shall be brought to the priest,"
13,"[13, 'p1', 'verse', 'v3', 'label']",3
14,"[14, 'p1', 'verse', 'v3', 'content']",and the priest shall go
15,"[15, 'p1', 'verse', 'v3', 'note', 'x']",#[2 Kgs. 7:10;Luke 17:12]
16,"[16, 'p1', 'verse', 'v3', 'content']","out of the camp, and the priest shall look. Then, if the case of leprous disease is healed in the leprous person,"
17,"['v003_ESV_LEV_014', 17, 'p1', 'verse', 'v3', 'plain_text']","3 and the priest shall go out of the camp, and the priest shall look. Then, if the case of leprous disease is healed in the leprous person,"
18,"[18, 'p1', 'verse', 'v4', 'label']",4
19,"[19, 'p1', 'verse', 'v4', 'content']",the priest shall command them to take for him who is to be cleansed two live
20,"[20, 'p1', 'verse', 'v4', 'note', 'f']",#14:4Orwild
21,"[21, 'p1', 'verse', 'v4', 'content']",clean birds and
22,"[22, 'p1', 'verse', 'v4', 'note', 'x']",#Num. 19:6
23,"[23, 'p1', 'verse', 'v4', 'content']",cedarwood and
24,"[24, 'p1', 'verse', 'v4', 'note', 'x']",#Heb. 9:19
25,"[25, 'p1', 'verse', 'v4', 'content']",scarlet yarn and
26,"[26, 'p1', 'verse', 'v4', 'note', 'x']",#SeeEx. 12:22
27,"[27, 'p1', 'verse', 'v4', 'content']",hyssop.
28,"['v004_ESV_LEV_014', 28, 'p1', 'verse', 'v4', 'plain_text']",4 the priest shall command them to take for him who is to be cleansed two live clean birds and cedarwood and scarlet yarn and hyssop.
29,"[29, 'p1', 'verse', 'v5', 'label']",5
30,"[30, 'p1', 'verse', 'v5', 'content']",And the priest shall command them to kill one of the birds in an earthenware vessel over fresh
31,"[31, 'p1', 'verse', 'v5', 'note', 'f']","#14:5Orrunning; Hebrewliving; also verses 6, 50, 51, 52"
32,"[32, 'p1', 'verse', 'v5', 'content']",water.
33,"['v005_ESV_LEV_014', 33, 'p1', 'verse', 'v5', 'plain_text']",5 And the priest shall command them to kill one of the birds in an earthenware vessel over fresh water.
34,"[34, 'p1', 'verse', 'v6', 'label']",6
35,"[35, 'p1', 'verse', 'v6', 'content']","He shall take the live bird with the cedarwood and the scarlet yarn and the hyssop, and dip them and the live bird in the blood of the bird that was killed over the fresh water."
