id,tag,text
1,"[1, 'label']",4
2,"[2, 's1', 'heading']",Laws for Sin Offerings
3,"[3, 'p1', 'verse', 'v1', 'label']",1
4,"[4, 'p1', 'verse', 'v1', 'content']",And the
5,"[5, 'p1', 'verse', 'v1', 'nd']",Lord
6,"[6, 'p1', 'verse', 'v1', 'content']","spoke to Moses, saying,"
7,"['v001_ESV_LEV_004', 7, 'p1', 'verse', 'v1', 'plain_text']","1 And the Lord spoke to Moses, saying,"
8,"[8, 'p1', 'verse', 'v2', 'label']",2
9,"[9, 'p1', 'verse', 'v2', 'content']","“Speak to the people of Israel, saying,"
10,"[10, 'p1', 'verse', 'v2', 'note', 'x']","#ch.5:15,18;[Ps. 19:12]; See Num. 15:22-29"
11,"[11, 'p1', 'verse', 'v2', 'content']",If anyone sins unintentionally
12,"[12, 'p1', 'verse', 'v2', 'note', 'f']",#4:2Orby mistake; so throughout Leviticus
13,"[13, 'p1', 'verse', 'v2', 'content']",in any of the
14,"[14, 'p1', 'verse', 'v2', 'nd']",Lord
15,"[15, 'p1', 'verse', 'v2', 'content']",’s commandments
16,"[16, 'p1', 'verse', 'v2', 'note', 'x']","#ver.13, 22, 27;ch.5:17"
17,"[17, 'p1', 'verse', 'v2', 'content']","about things not to be done, and does any one of them,"
18,"['v002_ESV_LEV_004', 18, 'p1', 'verse', 'v2', 'plain_text']","2 “Speak to the people of Israel, saying, If anyone sins unintentionally in any of the Lord ’s commandments about things not to be done, and does any one of them,"
19,"[19, 'p1', 'verse', 'v3', 'label']",3
20,"[20, 'p1', 'verse', 'v3', 'content']",if it is the anointed priest who
21,"[21, 'p1', 'verse', 'v3', 'note', 'x']","#[Heb. 7:27,28]"
22,"[22, 'p1', 'verse', 'v3', 'content']","sins, thus bringing guilt on the people, then he shall offer for the sin that he has committed"
23,"[23, 'p1', 'verse', 'v3', 'note', 'x']",#ch.9:2
24,"[24, 'p1', 'verse', 'v3', 'content']",a bull from the herd without blemish to the
25,"[25, 'p1', 'verse', 'v3', 'nd']",Lord
26,"[26, 'p1', 'verse', 'v3', 'content']",for a sin offering.
27,"['v003_ESV_LEV_004', 27, 'p1', 'verse', 'v3', 'plain_text']","3 if it is the anointed priest who sins, thus bringing guilt on the people, then he shall offer for the sin that he has committed a bull from the herd without blemish to the Lord for a sin offering."
28,"[28, 'p1', 'verse', 'v4', 'label']",4
29,"[29, 'p1', 'verse', 'v4', 'content']",He shall bring the bull to the
30,"[30, 'p1', 'verse', 'v4', 'note', 'x']","#ch.1:3,4"
31,"[31, 'p1', 'verse', 'v4', 'content']",entrance of the tent of meeting before the
32,"[32, 'p1', 'verse', 'v4', 'nd']",Lord
33,"[33, 'p1', 'verse', 'v4', 'content']",and lay his hand on the head of the bull and kill the bull before the
34,"[34, 'p1', 'verse', 'v4', 'nd']",Lord
35,"[35, 'p1', 'verse', 'v4', 'content']",.
36,"['v004_ESV_LEV_004', 36, 'p1', 'verse', 'v4', 'plain_text']",4 He shall bring the bull to the entrance of the tent of meeting before the Lord and lay his hand on the head of the bull and kill the bull before the Lord .
37,"[37, 'p1', 'verse', 'v5', 'label']",5
38,"[38, 'p1', 'verse', 'v5', 'content']",And the anointed priest
39,"[39, 'p1', 'verse', 'v5', 'note', 'x']","#ver.16, 17;ch.5:9;16:14;Num. 19:4;[Isa. 52:15]"
40,"[40, 'p1', 'verse', 'v5', 'content']","shall take some of the blood of the bull and bring it into the tent of meeting,"
41,"['v005_ESV_LEV_004', 41, 'p1', 'verse', 'v5', 'plain_text']","5 And the anointed priest shall take some of the blood of the bull and bring it into the tent of meeting,"
42,"[42, 'p1', 'verse', 'v6', 'label']",6
43,"[43, 'p1', 'verse', 'v6', 'content']",and the priest shall dip his finger in the blood and
44,"[44, 'p1', 'verse', 'v6', 'note', 'x']",#[See ver.5above]
45,"[45, 'p1', 'verse', 'v6', 'content']",sprinkle part of the blood seven times before the
46,"[46, 'p1', 'verse', 'v6', 'nd']",Lord
47,"[47, 'p1', 'verse', 'v6', 'content']",in front of the veil of the sanctuary.
48,"['v006_ESV_LEV_004', 48, 'p1', 'verse', 'v6', 'plain_text']",6 and the priest shall dip his finger in the blood and sprinkle part of the blood seven times before the Lord in front of the veil of the sanctuary.
49,"[49, 'p1', 'verse', 'v7', 'label']",7
50,"[50, 'p1', 'verse', 'v7', 'content']",And the priest
51,"[51, 'p1', 'verse', 'v7', 'note', 'x']",#ch.8:15;9:9;16:18;[Ex. 39:38]
52,"[52, 'p1', 'verse', 'v7', 'content']",shall put some of the blood on the horns of the altar of fragrant incense before the
53,"[53, 'p1', 'verse', 'v7', 'nd']",Lord
54,"[54, 'p1', 'verse', 'v7', 'content']","that is in the tent of meeting, and"
55,"[55, 'p1', 'verse', 'v7', 'note', 'x']",#ch.5:9;8:15;9:9;Ex. 29:12
56,"[56, 'p1', 'verse', 'v7', 'content']",all the rest of the blood of the bull he shall pour out at the base of the altar of burnt offering that is at the entrance of the tent of meeting.
57,"['v007_ESV_LEV_004', 57, 'p1', 'verse', 'v7', 'plain_text']","7 And the priest shall put some of the blood on the horns of the altar of fragrant incense before the Lord that is in the tent of meeting, and all the rest of the blood of the bull he shall pour out at the base of the altar of burnt offering that is at the entrance of the tent of meeting."
58,"[58, 'p1', 'verse', 'v8', 'label']",8
59,"[59, 'p1', 'verse', 'v8', 'content']","And all the fat of the bull of the sin offering he shall remove from it,"
60,"[60, 'p1', 'verse', 'v8', 'note', 'x']",#ch.3:3
61,"[61, 'p1', 'verse', 'v8', 'content']",the fat that covers the entrails and all the fat that is on the entrails
62,"['v008_ESV_LEV_004', 62, 'p1', 'verse', 'v8', 'plain_text']","8 And all the fat of the bull of the sin offering he shall remove from it, the fat that covers the entrails and all the fat that is on the entrails"
63,"[63, 'p1', 'verse', 'v9', 'label']",9
64,"[64, 'p1', 'verse', 'v9', 'note', 'x']",#ch.3:4
65,"[65, 'p1', 'verse', 'v9', 'content']",and the two kidneys with the fat that is on them at the loins and the long lobe of the liver that he shall remove with the kidneys
66,"['v009_ESV_LEV_004', 66, 'p1', 'verse', 'v9', 'plain_text']",9 and the two kidneys with the fat that is on them at the loins and the long lobe of the liver that he shall remove with the kidneys
67,"[67, 'p1', 'verse', 'v10', 'label']",10
68,"[68, 'p1', 'verse', 'v10', 'content']",(just as these are taken from the ox of the sacrifice of the peace offerings); and the priest shall burn them on the altar of burnt offering.
69,"['v010_ESV_LEV_004', 69, 'p1', 'verse', 'v10', 'plain_text']",10 (just as these are taken from the ox of the sacrifice of the peace offerings); and the priest shall burn them on the altar of burnt offering.
70,"[70, 'p1', 'verse', 'v11', 'label']",11
71,"[71, 'p1', 'verse', 'v11', 'content']",But
72,"[72, 'p1', 'verse', 'v11', 'note', 'x']",#ch.9:11;Ex. 29:14;Num. 19:5
73,"[73, 'p1', 'verse', 'v11', 'content']","the skin of the bull and all its flesh, with its head, its legs, its entrails, and its dung—"
74,"['v011_ESV_LEV_004', 74, 'p1', 'verse', 'v11', 'plain_text']","11 But the skin of the bull and all its flesh, with its head, its legs, its entrails, and its dung—"
75,"[75, 'p1', 'verse', 'v12', 'label']",12
76,"[76, 'p1', 'verse', 'v12', 'content']",all the rest of the bull—he shall carry
77,"[77, 'p1', 'verse', 'v12', 'note', 'x']","#ch.6:11;10:4,5;14:3;16:27;24:14,23;Ex. 29:14;33:7"
78,"[78, 'p1', 'verse', 'v12', 'content']","outside the camp to a clean place, to the ash heap, and shall"
79,"[79, 'p1', 'verse', 'v12', 'note', 'x']",#Heb. 13:11
80,"[80, 'p1', 'verse', 'v12', 'content']",burn it up on a fire of wood. On the ash heap it shall be burned up.
81,"['v012_ESV_LEV_004', 81, 'p1', 'verse', 'v12', 'plain_text']","12 all the rest of the bull—he shall carry outside the camp to a clean place, to the ash heap, and shall burn it up on a fire of wood. On the ash heap it shall be burned up."
82,"[82, 'p2', 'verse', 'v13', 'label']",13
83,"[83, 'p2', 'verse', 'v13', 'note', 'x']",#Num. 15:24-26
84,"[84, 'p2', 'verse', 'v13', 'content']",“If the whole congregation of Israel sins unintentionally
85,"[85, 'p2', 'verse', 'v13', 'note', 'f']",#4:13Ormakes a mistake
86,"[86, 'p2', 'verse', 'v13', 'content']",and
87,"[87, 'p2', 'verse', 'v13', 'note', 'x']",#ch.5:2-4
88,"[88, 'p2', 'verse', 'v13', 'content']","the thing is hidden from the eyes of the assembly, and they do any one of the things that by the"
89,"[89, 'p2', 'verse', 'v13', 'nd']",Lord
90,"[90, 'p2', 'verse', 'v13', 'content']","’s commandments ought not to be done, and they realize their guilt,"
91,"[91, 'p2', 'verse', 'v13', 'note', 'f']","#4:13Orsuffer for their guilt, orare guilty; also verses 22, 27, and chapter 5"
92,"['v013_ESV_LEV_004', 92, 'p2', 'verse', 'v13', 'plain_text']","13 “If the whole congregation of Israel sins unintentionally and the thing is hidden from the eyes of the assembly, and they do any one of the things that by the Lord ’s commandments ought not to be done, and they realize their guilt,"
93,"[93, 'p2', 'verse', 'v14', 'label']",14
94,"[94, 'p2', 'verse', 'v14', 'note', 'x']",#ver.23
95,"[95, 'p2', 'verse', 'v14', 'content']","when the sin which they have committed becomes known, the assembly shall offer a bull from the herd for a sin offering and bring it in front of the tent of meeting."
96,"['v014_ESV_LEV_004', 96, 'p2', 'verse', 'v14', 'plain_text']","14 when the sin which they have committed becomes known, the assembly shall offer a bull from the herd for a sin offering and bring it in front of the tent of meeting."
97,"[97, 'p2', 'verse', 'v15', 'label']",15
98,"[98, 'p2', 'verse', 'v15', 'content']",And the elders of the congregation
99,"[99, 'p2', 'verse', 'v15', 'note', 'x']",#See ch.1:4
100,"[100, 'p2', 'verse', 'v15', 'content']",shall lay their hands on the head of the bull before the
101,"[101, 'p2', 'verse', 'v15', 'nd']",Lord
102,"[102, 'p2', 'verse', 'v15', 'content']",", and the bull shall be killed before the"
103,"[103, 'p2', 'verse', 'v15', 'nd']",Lord
104,"[104, 'p2', 'verse', 'v15', 'content']",.
105,"['v015_ESV_LEV_004', 105, 'p2', 'verse', 'v15', 'plain_text']","15 And the elders of the congregation shall lay their hands on the head of the bull before the Lord , and the bull shall be killed before the Lord ."
106,"[106, 'p2', 'verse', 'v16', 'label']",16
107,"[107, 'p2', 'verse', 'v16', 'content']",Then
108,"[108, 'p2', 'verse', 'v16', 'note', 'x']",#Seever.5-12
109,"[109, 'p2', 'verse', 'v16', 'content']","the anointed priest shall bring some of the blood of the bull into the tent of meeting,"
110,"['v016_ESV_LEV_004', 110, 'p2', 'verse', 'v16', 'plain_text']","16 Then the anointed priest shall bring some of the blood of the bull into the tent of meeting,"
111,"[111, 'p2', 'verse', 'v17', 'label']",17
112,"[112, 'p2', 'verse', 'v17', 'content']",and the priest shall dip his finger in the blood and sprinkle it seven times before the
113,"[113, 'p2', 'verse', 'v17', 'nd']",Lord
114,"[114, 'p2', 'verse', 'v17', 'content']",in front of the veil.
115,"['v017_ESV_LEV_004', 115, 'p2', 'verse', 'v17', 'plain_text']",17 and the priest shall dip his finger in the blood and sprinkle it seven times before the Lord in front of the veil.
116,"[116, 'p2', 'verse', 'v18', 'label']",18
117,"[117, 'p2', 'verse', 'v18', 'content']",And he shall put some of the blood on the horns of the altar that is in the tent of meeting before the
118,"[118, 'p2', 'verse', 'v18', 'nd']",Lord
