[1, 'label']	25
[2, 'p1', 'verse', 'v1', 'label']	1
[3, 'p1', 'verse', 'v1', 'content']	“If there is a
[4, 'p1', 'verse', 'v1', 'note', 'x']	#ch.19:17
[5, 'p1', 'verse', 'v1', 'content']	dispute between men and they come into court and the judges decide between them,
[6, 'p1', 'verse', 'v1', 'note', 'x']	#[1 Kgs. 8:32;Prov. 17:15]
[7, 'p1', 'verse', 'v1', 'content']	acquitting the innocent and condemning the guilty,
['v001_ESV_DEU_025', 8, 'p1', 'verse', 'v1', 'plain_text']	1 “If there is a dispute between men and they come into court and the judges decide between them, acquitting the innocent and condemning the guilty,
[9, 'p1', 'verse', 'v2', 'label']	2
[10, 'p1', 'verse', 'v2', 'content']	then if the guilty man deserves to be beaten, the judge shall cause him to lie down and be beaten in his presence with a number of stripes in proportion to his offense.
['v002_ESV_DEU_025', 11, 'p1', 'verse', 'v2', 'plain_text']	2 then if the guilty man deserves to be beaten, the judge shall cause him to lie down and be beaten in his presence with a number of stripes in proportion to his offense.
[12, 'p1', 'verse', 'v3', 'label']	3
[13, 'p1', 'verse', 'v3', 'note', 'x']	#[2 Cor. 11:24]
[14, 'p1', 'verse', 'v3', 'content']	Forty stripes may be given him, but not more, lest, if one should go on to beat him with more stripes than these, your brother be degraded in your sight.
['v003_ESV_DEU_025', 15, 'p1', 'verse', 'v3', 'plain_text']	3 Forty stripes may be given him, but not more, lest, if one should go on to beat him with more stripes than these, your brother be degraded in your sight.
[16, 'p2', 'verse', 'v4', 'label']	4
[17, 'p2', 'verse', 'v4', 'note', 'x']	#Cited1 Cor. 9:9;1 Tim. 5:18
[18, 'p2', 'verse', 'v4', 'content']	“You shall not muzzle an ox when it is treading out the grain.
[19, 's1', 'heading']	Laws Concerning Levirate Marriage
['v004_ESV_DEU_025', 20, 'p2', 'verse', 'v4', 'plain_text']	4 “You shall not muzzle an ox when it is treading out the grain.
[21, 'p3', 'verse', 'v5', 'label']	5
[22, 'p3', 'verse', 'v5', 'note', 'x']	#Matt. 22:24;Mark 12:19;Luke 20:28
[23, 'p3', 'verse', 'v5', 'content']	“If brothers dwell together, and one of them dies and has no son, the wife of the dead man shall not be married outside the family to a stranger. Her
[24, 'p3', 'verse', 'v5', 'note', 'x']	#[Gen. 38:8,9;Ruth 1:12,13;3:9]
[25, 'p3', 'verse', 'v5', 'content']	husband’s brother shall go in to her and take her as his wife and perform the duty of a husband’s brother to her.
['v005_ESV_DEU_025', 26, 'p3', 'verse', 'v5', 'plain_text']	5 “If brothers dwell together, and one of them dies and has no son, the wife of the dead man shall not be married outside the family to a stranger. Her husband’s brother shall go in to her and take her as his wife and perform the duty of a husband’s brother to her.
[27, 'p3', 'verse', 'v6', 'label']	6
[28, 'p3', 'verse', 'v6', 'content']	And the first son whom she bears shall succeed to the name of his dead brother, that
[29, 'p3', 'verse', 'v6', 'note', 'x']	#Ruth 4:10
[30, 'p3', 'verse', 'v6', 'content']	his name may not be blotted out of Israel.
['v006_ESV_DEU_025', 31, 'p3', 'verse', 'v6', 'plain_text']	6 And the first son whom she bears shall succeed to the name of his dead brother, that his name may not be blotted out of Israel.
[32, 'p3', 'verse', 'v7', 'label']	7
[33, 'p3', 'verse', 'v7', 'content']	And if the man does not wish to take his brother’s wife, then his brother’s wife shall
[34, 'p3', 'verse', 'v7', 'note', 'x']	#[Ruth 4:1,2]
[35, 'p3', 'verse', 'v7', 'content']	go up to the gate to the elders and say, ‘My husband’s brother refuses to perpetuate his brother’s name in Israel; he will not perform the duty of a husband’s brother to me.’
['v007_ESV_DEU_025', 36, 'p3', 'verse', 'v7', 'plain_text']	7 And if the man does not wish to take his brother’s wife, then his brother’s wife shall go up to the gate to the elders and say, ‘My husband’s brother refuses to perpetuate his brother’s name in Israel; he will not perform the duty of a husband’s brother to me.’
[37, 'p3', 'verse', 'v8', 'label']	8
[38, 'p3', 'verse', 'v8', 'content']	Then the elders of his city shall call him and speak to him, and if he persists, saying,
[39, 'p3', 'verse', 'v8', 'note', 'x']	#[Ruth 4:6]
[40, 'p3', 'verse', 'v8', 'content']	‘I do not wish to take her,’
['v008_ESV_DEU_025', 41, 'p3', 'verse', 'v8', 'plain_text']	8 Then the elders of his city shall call him and speak to him, and if he persists, saying, ‘I do not wish to take her,’
