[1, 'label']	30
[2, 's1', 'heading']	Repentance and Forgiveness
[3, 'p1', 'verse', 'v1', 'label']	1
[4, 'p1', 'verse', 'v1', 'note', 'x']	#ch.11:26-28;Lev. 26:40-42
[5, 'p1', 'verse', 'v1', 'content']	“And
[6, 'p1', 'verse', 'v1', 'note', 'x']	#See ch.28
[7, 'p1', 'verse', 'v1', 'content']	when all these things come upon you, the blessing and the curse, which I have set before you, and
[8, 'p1', 'verse', 'v1', 'note', 'x']	#ch.4:29-31;See1 Kgs. 8:47-50
[9, 'p1', 'verse', 'v1', 'content']	you call them to mind among all the nations where the
[10, 'p1', 'verse', 'v1', 'nd']	Lord
[11, 'p1', 'verse', 'v1', 'content']	your God has driven you,
['v001_ESV_DEU_030', 12, 'p1', 'verse', 'v1', 'plain_text']	1 “And when all these things come upon you, the blessing and the curse, which I have set before you, and you call them to mind among all the nations where the Lord your God has driven you,
[13, 'p1', 'verse', 'v2', 'label']	2
[14, 'p1', 'verse', 'v2', 'content']	and
[15, 'p1', 'verse', 'v2', 'note', 'x']	#Neh. 1:9;Isa. 55:7;Lam. 3:40;Joel 2:12,13
[16, 'p1', 'verse', 'v2', 'content']	return to the
[17, 'p1', 'verse', 'v2', 'nd']	Lord
[18, 'p1', 'verse', 'v2', 'content']	your God, you and your children, and obey his voice in all that I command you today, with all your heart and with all your soul,
['v002_ESV_DEU_030', 19, 'p1', 'verse', 'v2', 'plain_text']	2 and return to the Lord your God, you and your children, and obey his voice in all that I command you today, with all your heart and with all your soul,
[20, 'p1', 'verse', 'v3', 'label']	3
[21, 'p1', 'verse', 'v3', 'content']	then the
[22, 'p1', 'verse', 'v3', 'nd']	Lord
[23, 'p1', 'verse', 'v3', 'content']	your God
[24, 'p1', 'verse', 'v3', 'note', 'x']	#Ps. 126:1,4
[25, 'p1', 'verse', 'v3', 'content']	will restore your fortunes and have mercy on you, and he will
[26, 'p1', 'verse', 'v3', 'note', 'x']	#Jer. 32:37;Ezek. 34:13;36:24
[27, 'p1', 'verse', 'v3', 'content']	gather you again from all the peoples where the
[28, 'p1', 'verse', 'v3', 'nd']	Lord
[29, 'p1', 'verse', 'v3', 'content']	your God has scattered you.
['v003_ESV_DEU_030', 30, 'p1', 'verse', 'v3', 'plain_text']	3 then the Lord your God will restore your fortunes and have mercy on you, and he will gather you again from all the peoples where the Lord your God has scattered you.
