[1, 'label']	34
[2, 's1', 'heading']	The Death of Moses
[3, 'p1', 'verse', 'v1', 'label']	1
[4, 'p1', 'verse', 'v1', 'content']	Then Moses went up from the plains of Moab
[5, 'p1', 'verse', 'v1', 'note', 'x']	#SeeNum. 27:12
[6, 'p1', 'verse', 'v1', 'content']	to Mount Nebo, to the top of Pisgah, which is opposite Jericho. And the
[7, 'p1', 'verse', 'v1', 'nd']	Lord
[8, 'p1', 'verse', 'v1', 'content']	showed him all the land, Gilead as far as Dan,
['v001_ESV_DEU_034', 9, 'p1', 'verse', 'v1', 'plain_text']	1 Then Moses went up from the plains of Moab to Mount Nebo, to the top of Pisgah, which is opposite Jericho. And the Lord showed him all the land, Gilead as far as Dan,
[10, 'p1', 'verse', 'v2', 'label']	2
[11, 'p1', 'verse', 'v2', 'content']	all Naphtali, the land of Ephraim and Manasseh, all the land of Judah
[12, 'p1', 'verse', 'v2', 'note', 'x']	#See ch.11:24
[13, 'p1', 'verse', 'v2', 'content']	as far as the western sea,
['v002_ESV_DEU_034', 14, 'p1', 'verse', 'v2', 'plain_text']	2 all Naphtali, the land of Ephraim and Manasseh, all the land of Judah as far as the western sea,
[15, 'p1', 'verse', 'v3', 'label']	3
[16, 'p1', 'verse', 'v3', 'note', 'x']	#ch.1:7
[17, 'p1', 'verse', 'v3', 'content']	the Negeb, and
[18, 'p1', 'verse', 'v3', 'note', 'x']	#Gen. 13:12;19:17,25,28,29;2 Sam. 18:23
[19, 'p1', 'verse', 'v3', 'content']	the Plain, that is, the Valley of Jericho
[20, 'p1', 'verse', 'v3', 'note', 'x']	#Judg. 1:16;3:13;2 Chr. 28:15
[21, 'p1', 'verse', 'v3', 'content']	the city of palm trees, as far as
[22, 'p1', 'verse', 'v3', 'note', 'x']	#Gen. 14:2;19:22
[23, 'p1', 'verse', 'v3', 'content']	Zoar.
['v003_ESV_DEU_034', 24, 'p1', 'verse', 'v3', 'plain_text']	3 the Negeb, and the Plain, that is, the Valley of Jericho the city of palm trees, as far as Zoar.
[25, 'p1', 'verse', 'v4', 'label']	4
[26, 'p1', 'verse', 'v4', 'content']	And the
[27, 'p1', 'verse', 'v4', 'nd']	Lord
[28, 'p1', 'verse', 'v4', 'content']	said to him,
