id,tag,text
1,"[1, 'label']",36
2,"[2, 'p1', 'verse', 'v1', 'label']",1
3,"[3, 'p1', 'verse', 'v1', 'content']",“Bezalel and Oholiab and
4,"[4, 'p1', 'verse', 'v1', 'note', 'x']","#ch.28:3;31:6;35:10,25"
5,"[5, 'p1', 'verse', 'v1', 'content']",every craftsman in whom the
6,"[6, 'p1', 'verse', 'v1', 'nd']",Lord
7,"[7, 'p1', 'verse', 'v1', 'content']",has put skill and intelligence to know how to do any work in the construction of the sanctuary shall work in accordance with all that the
8,"[8, 'p1', 'verse', 'v1', 'nd']",Lord
9,"[9, 'p1', 'verse', 'v1', 'content']",has commanded.”
10,"['v001_ESV_EXO_036', 10, 'p1', 'verse', 'v1', 'plain_text']",1 “Bezalel and Oholiab and every craftsman in whom the Lord has put skill and intelligence to know how to do any work in the construction of the sanctuary shall work in accordance with all that the Lord has commanded.”
11,"[11, 'p2', 'verse', 'v2', 'label']",2
12,"[12, 'p2', 'verse', 'v2', 'content']",And Moses called Bezalel and Oholiab and every craftsman in whose mind the
13,"[13, 'p2', 'verse', 'v2', 'nd']",Lord
14,"[14, 'p2', 'verse', 'v2', 'content']","had put skill, everyone"
15,"[15, 'p2', 'verse', 'v2', 'note', 'x']",#See ch.25:2
16,"[16, 'p2', 'verse', 'v2', 'content']",whose heart stirred him up to come to do the work.
17,"['v002_ESV_EXO_036', 17, 'p2', 'verse', 'v2', 'plain_text']","2 And Moses called Bezalel and Oholiab and every craftsman in whose mind the Lord had put skill, everyone whose heart stirred him up to come to do the work."
18,"[18, 'p2', 'verse', 'v3', 'label']",3
19,"[19, 'p2', 'verse', 'v3', 'content']",And they received from Moses all the
20,"[20, 'p2', 'verse', 'v3', 'note', 'x']",#ch.35:24
21,"[21, 'p2', 'verse', 'v3', 'content']",contribution that the people of Israel had brought for doing the work on the sanctuary. They still kept bringing him
22,"[22, 'p2', 'verse', 'v3', 'note', 'x']",#See ch.35:29
23,"[23, 'p2', 'verse', 'v3', 'content']","freewill offerings every morning,"
24,"['v003_ESV_EXO_036', 24, 'p2', 'verse', 'v3', 'plain_text']","3 And they received from Moses all the contribution that the people of Israel had brought for doing the work on the sanctuary. They still kept bringing him freewill offerings every morning,"
25,"[25, 'p2', 'verse', 'v4', 'label']",4
26,"[26, 'p2', 'verse', 'v4', 'content']","so that all the craftsmen who were doing every sort of task on the sanctuary came, each from the task that he was doing,"
27,"['v004_ESV_EXO_036', 27, 'p2', 'verse', 'v4', 'plain_text']","4 so that all the craftsmen who were doing every sort of task on the sanctuary came, each from the task that he was doing,"
28,"[28, 'p2', 'verse', 'v5', 'label']",5
29,"[29, 'p2', 'verse', 'v5', 'content']","and said to Moses,"
30,"[30, 'p2', 'verse', 'v5', 'note', 'x']","#[2 Chr. 31:10;2 Cor. 8:2,3]"
31,"[31, 'p2', 'verse', 'v5', 'content']",“The people bring much more than enough for doing the work that the
32,"[32, 'p2', 'verse', 'v5', 'nd']",Lord
33,"[33, 'p2', 'verse', 'v5', 'content']",has commanded us to do.”
34,"['v005_ESV_EXO_036', 34, 'p2', 'verse', 'v5', 'plain_text']","5 and said to Moses, “The people bring much more than enough for doing the work that the Lord has commanded us to do.”"
35,"[35, 'p2', 'verse', 'v6', 'label']",6
36,"[36, 'p2', 'verse', 'v6', 'content']","So Moses gave command, and word was proclaimed throughout the camp, “Let no man or woman do anything more for the"
37,"[37, 'p2', 'verse', 'v6', 'note', 'x']",#ver.3
38,"[38, 'p2', 'verse', 'v6', 'content']","contribution for the sanctuary.” So the people were restrained from bringing,"
39,"['v006_ESV_EXO_036', 39, 'p2', 'verse', 'v6', 'plain_text']","6 So Moses gave command, and word was proclaimed throughout the camp, “Let no man or woman do anything more for the contribution for the sanctuary.” So the people were restrained from bringing,"
40,"[40, 'p2', 'verse', 'v7', 'label']",7
41,"[41, 'p2', 'verse', 'v7', 'content']","for the material they had was sufficient to do all the work, and more."
42,"['v007_ESV_EXO_036', 42, 'p2', 'verse', 'v7', 'plain_text']","7 for the material they had was sufficient to do all the work, and more."
43,"[43, 'p3', 'verse', 'v8', 'label']",8
44,"[44, 'p3', 'verse', 'v8', 'note', 'x']","#For ver. 8-19, see ch.26:1-14"
