id,tag,text
1,"[1, 'label']",3
2,"[2, 's1', 'heading']",The Burning Bush
3,"[3, 'p1', 'verse', 'v1', 'label']",1
4,"[4, 'p1', 'verse', 'v1', 'content']","Now Moses was keeping the flock of his father-in-law, Jethro, the priest of Midian, and he led his flock to the west side of the wilderness and came to Horeb, the"
5,"[5, 'p1', 'verse', 'v1', 'note', 'x']",#ch.4:27;18:5;24:13;Num. 10:33;1 Kgs. 19:8
6,"[6, 'p1', 'verse', 'v1', 'content']",mountain of God.
7,"['v001_ESV_EXO_003', 7, 'p1', 'verse', 'v1', 'plain_text']","1 Now Moses was keeping the flock of his father-in-law, Jethro, the priest of Midian, and he led his flock to the west side of the wilderness and came to Horeb, the mountain of God."
8,"[8, 'p1', 'verse', 'v2', 'label']",2
9,"[9, 'p1', 'verse', 'v2', 'note', 'x']","#For ver. 2-10, seeActs 7:30-35"
10,"[10, 'p1', 'verse', 'v2', 'content']",And
11,"[11, 'p1', 'verse', 'v2', 'note', 'x']",#Isa. 63:9
12,"[12, 'p1', 'verse', 'v2', 'content']",the angel of the
13,"[13, 'p1', 'verse', 'v2', 'nd']",Lord
14,"[14, 'p1', 'verse', 'v2', 'content']","appeared to him in a flame of fire out of the midst of a bush. He looked, and behold, the bush was burning, yet it was not consumed."
15,"['v002_ESV_EXO_003', 15, 'p1', 'verse', 'v2', 'plain_text']","2 And the angel of the Lord appeared to him in a flame of fire out of the midst of a bush. He looked, and behold, the bush was burning, yet it was not consumed."
16,"[16, 'p1', 'verse', 'v3', 'label']",3
17,"[17, 'p1', 'verse', 'v3', 'content']","And Moses said, “I will turn aside to see this great sight, why the bush is not burned.”"
18,"['v003_ESV_EXO_003', 18, 'p1', 'verse', 'v3', 'plain_text']","3 And Moses said, “I will turn aside to see this great sight, why the bush is not burned.”"
19,"[19, 'p1', 'verse', 'v4', 'label']",4
20,"[20, 'p1', 'verse', 'v4', 'content']",When the
21,"[21, 'p1', 'verse', 'v4', 'nd']",Lord
22,"[22, 'p1', 'verse', 'v4', 'content']","saw that he turned aside to see,"
23,"[23, 'p1', 'verse', 'v4', 'note', 'x']",#ch.19:3
24,"[24, 'p1', 'verse', 'v4', 'content']",God called to him
25,"[25, 'p1', 'verse', 'v4', 'note', 'x']",#Deut. 33:16
