id,tag,text
1,"[1, 'label']",22
2,"[2, 'p1', 'verse', 'v1', 'label']",1
3,"[3, 'p1', 'verse', 'v1', 'note', 'f']",#22:1Ch 21:37 in Hebrew
4,"[4, 'p1', 'verse', 'v1', 'content']","“If a man steals an ox or a sheep, and kills it or sells it, he shall repay five oxen for an ox, and"
5,"[5, 'p1', 'verse', 'v1', 'note', 'x']",#2 Sam. 12:6;[Prov. 6:31;Luke 19:8]
6,"[6, 'p1', 'verse', 'v1', 'content']",four sheep for a sheep.
7,"['v001_ESV_EXO_022', 7, 'p1', 'verse', 'v1', 'plain_text']","1 “If a man steals an ox or a sheep, and kills it or sells it, he shall repay five oxen for an ox, and four sheep for a sheep."
8,"[8, 'p1', 'verse', 'v2', 'label']",2
9,"[9, 'p1', 'verse', 'v2', 'note', 'f']",#22:2Ch 22:1 in Hebrew
10,"[10, 'p1', 'verse', 'v2', 'content']",If a thief is found
11,"[11, 'p1', 'verse', 'v2', 'note', 'x']",#Matt. 24:43
12,"[12, 'p1', 'verse', 'v2', 'content']","breaking in and is struck so that he dies, there shall be no bloodguilt for him,"
13,"['v002_ESV_EXO_022', 13, 'p1', 'verse', 'v2', 'plain_text']","2 If a thief is found breaking in and is struck so that he dies, there shall be no bloodguilt for him,"
14,"[14, 'p1', 'verse', 'v3', 'label']",3
15,"[15, 'p1', 'verse', 'v3', 'content']","but if the sun has risen on him, there shall be bloodguilt for him. He"
16,"[16, 'p1', 'verse', 'v3', 'note', 'f']","#22:3That is, the thief"
17,"[17, 'p1', 'verse', 'v3', 'content']","shall surely pay. If he has nothing, then"
18,"[18, 'p1', 'verse', 'v3', 'note', 'x']",#[ch.21:2]
19,"[19, 'p1', 'verse', 'v3', 'content']",he shall be sold for his theft.
20,"['v003_ESV_EXO_022', 20, 'p1', 'verse', 'v3', 'plain_text']","3 but if the sun has risen on him, there shall be bloodguilt for him. He shall surely pay. If he has nothing, then he shall be sold for his theft."
21,"[21, 'p1', 'verse', 'v4', 'label']",4
22,"[22, 'p1', 'verse', 'v4', 'content']",If the stolen beast
23,"[23, 'p1', 'verse', 'v4', 'note', 'x']",#ch.21:16
24,"[24, 'p1', 'verse', 'v4', 'content']","is found alive in his possession, whether it is an ox or a donkey or a sheep,"
25,"[25, 'p1', 'verse', 'v4', 'note', 'x']",#[ver.1]
26,"[26, 'p1', 'verse', 'v4', 'content']",he shall pay double.
27,"['v004_ESV_EXO_022', 27, 'p1', 'verse', 'v4', 'plain_text']","4 If the stolen beast is found alive in his possession, whether it is an ox or a donkey or a sheep, he shall pay double."
28,"[28, 'p2', 'verse', 'v5', 'label']",5
29,"[29, 'p2', 'verse', 'v5', 'content']","“If a man causes a field or vineyard to be grazed over, or lets his beast loose and it feeds in another man’s field, he shall make restitution from the best in his own field and in his own vineyard."
30,"['v005_ESV_EXO_022', 30, 'p2', 'verse', 'v5', 'plain_text']","5 “If a man causes a field or vineyard to be grazed over, or lets his beast loose and it feeds in another man’s field, he shall make restitution from the best in his own field and in his own vineyard."
31,"[31, 'p3', 'verse', 'v6', 'label']",6
32,"[32, 'p3', 'verse', 'v6', 'content']","“If fire breaks out and catches in thorns so that the stacked grain or the standing grain or the field is consumed, he who started the fire shall make full restitution."
33,"['v006_ESV_EXO_022', 33, 'p3', 'verse', 'v6', 'plain_text']","6 “If fire breaks out and catches in thorns so that the stacked grain or the standing grain or the field is consumed, he who started the fire shall make full restitution."
34,"[34, 'p4', 'verse', 'v7', 'label']",7
35,"[35, 'p4', 'verse', 'v7', 'content']","“If a man gives to his neighbor money or goods to keep safe, and it is stolen from the man’s house, then, if the thief is found,"
36,"[36, 'p4', 'verse', 'v7', 'note', 'x']",#[See ver.4above]
37,"[37, 'p4', 'verse', 'v7', 'content']",he shall pay double.
