[1, 'label']	1
[2, 's1', 'heading']	The Continuing Conquest of Canaan
[3, 'p1', 'verse', 'v1', 'label']	1
[4, 'p1', 'verse', 'v1', 'content']	After the death of Joshua, the people of Israel
[5, 'p1', 'verse', 'v1', 'note', 'x']	#Num. 27:21;1 Sam. 22:10;2 Sam. 2:1
[6, 'p1', 'verse', 'v1', 'content']	inquired of the
[7, 'p1', 'verse', 'v1', 'nd']	Lord
[8, 'p1', 'verse', 'v1', 'content']	,
[9, 'p1', 'verse', 'v1', 'note', 'x']	#ch.20:18
[10, 'p1', 'verse', 'v1', 'content']	“Who shall go up first for us against the Canaanites, to fight against them?”
['v001_ESV_JDG_001', 11, 'p1', 'verse', 'v1', 'plain_text']	1 After the death of Joshua, the people of Israel inquired of the Lord , “Who shall go up first for us against the Canaanites, to fight against them?”
[12, 'p1', 'verse', 'v2', 'label']	2
[13, 'p1', 'verse', 'v2', 'content']	The
[14, 'p1', 'verse', 'v2', 'nd']	Lord
[15, 'p1', 'verse', 'v2', 'content']	said, “Judah shall go up; behold, I have given the land into his hand.”
['v002_ESV_JDG_001', 16, 'p1', 'verse', 'v2', 'plain_text']	2 The Lord said, “Judah shall go up; behold, I have given the land into his hand.”
[17, 'p1', 'verse', 'v3', 'label']	3
[18, 'p1', 'verse', 'v3', 'content']	And Judah said to Simeon his brother, “Come up with me into the territory allotted to me, that we may fight against the Canaanites.
[19, 'p1', 'verse', 'v3', 'note', 'x']	#ver.17
[20, 'p1', 'verse', 'v3', 'content']	And I likewise will go with you into the territory allotted to you.” So Simeon went with him.
['v003_ESV_JDG_001', 21, 'p1', 'verse', 'v3', 'plain_text']	3 And Judah said to Simeon his brother, “Come up with me into the territory allotted to me, that we may fight against the Canaanites. And I likewise will go with you into the territory allotted to you.” So Simeon went with him.
[22, 'p1', 'verse', 'v4', 'label']	4
[23, 'p1', 'verse', 'v4', 'content']	Then Judah went up and the
[24, 'p1', 'verse', 'v4', 'nd']	Lord
[25, 'p1', 'verse', 'v4', 'content']	gave the Canaanites and the Perizzites into their hand, and they defeated 10,000 of them at Bezek.
['v004_ESV_JDG_001', 26, 'p1', 'verse', 'v4', 'plain_text']	4 Then Judah went up and the Lord gave the Canaanites and the Perizzites into their hand, and they defeated 10,000 of them at Bezek.
[27, 'p1', 'verse', 'v5', 'label']	5
[28, 'p1', 'verse', 'v5', 'content']	They found Adoni-bezek at Bezek and fought against him and defeated the Canaanites and the Perizzites.
['v005_ESV_JDG_001', 29, 'p1', 'verse', 'v5', 'plain_text']	5 They found Adoni-bezek at Bezek and fought against him and defeated the Canaanites and the Perizzites.
[30, 'p1', 'verse', 'v6', 'label']	6
[31, 'p1', 'verse', 'v6', 'content']	Adoni-bezek fled, but they pursued him and caught him and cut off his thumbs and his big toes.
['v006_ESV_JDG_001', 32, 'p1', 'verse', 'v6', 'plain_text']	6 Adoni-bezek fled, but they pursued him and caught him and cut off his thumbs and his big toes.
[33, 'p1', 'verse', 'v7', 'label']	7
[34, 'p1', 'verse', 'v7', 'content']	And Adoni-bezek said, “Seventy kings with their thumbs and their big toes cut off
[35, 'p1', 'verse', 'v7', 'note', 'x']	#[Luke 16:21]
[36, 'p1', 'verse', 'v7', 'content']	used to pick up scraps under my table.
[37, 'p1', 'verse', 'v7', 'note', 'x']	#[Lev. 24:19;1 Sam. 15:33]
[38, 'p1', 'verse', 'v7', 'content']	As I have done, so God has repaid me.” And they brought him to Jerusalem, and he died there.
['v007_ESV_JDG_001', 39, 'p1', 'verse', 'v7', 'plain_text']	7 And Adoni-bezek said, “Seventy kings with their thumbs and their big toes cut off used to pick up scraps under my table. As I have done, so God has repaid me.” And they brought him to Jerusalem, and he died there.
[40, 'p2', 'verse', 'v8', 'label']	8
[41, 'p2', 'verse', 'v8', 'note', 'x']	#[Josh. 15:63]
[42, 'p2', 'verse', 'v8', 'content']	And the men of Judah fought against Jerusalem and captured it and struck it with the edge of the sword and set the city on fire.
['v008_ESV_JDG_001', 43, 'p2', 'verse', 'v8', 'plain_text']	8 And the men of Judah fought against Jerusalem and captured it and struck it with the edge of the sword and set the city on fire.
[44, 'p2', 'verse', 'v9', 'label']	9
[45, 'p2', 'verse', 'v9', 'content']	And afterward the men of Judah went down to fight against the Canaanites who lived in
[46, 'p2', 'verse', 'v9', 'note', 'x']	#Josh. 9:1;11:2,16;12:8
[47, 'p2', 'verse', 'v9', 'content']	the hill country, in the Negeb, and in
[48, 'p2', 'verse', 'v9', 'note', 'x']	#Josh. 9:1;11:2,16;12:8
[49, 'p2', 'verse', 'v9', 'content']	the lowland.
['v009_ESV_JDG_001', 50, 'p2', 'verse', 'v9', 'plain_text']	9 And afterward the men of Judah went down to fight against the Canaanites who lived in the hill country, in the Negeb, and in the lowland.
[51, 'p2', 'verse', 'v10', 'label']	10
[52, 'p2', 'verse', 'v10', 'note', 'x']	#For ver. 10-15, seeJosh. 15:13-19
[53, 'p2', 'verse', 'v10', 'content']	And Judah went against the Canaanites who lived in Hebron
[54, 'p2', 'verse', 'v10', 'note', 'x']	#Josh. 14:15;15:13
[55, 'p2', 'verse', 'v10', 'content']	(now the name of Hebron was formerly Kiriath-arba), and they defeated
[56, 'p2', 'verse', 'v10', 'note', 'x']	#Num. 13:22;Josh. 15:14
[57, 'p2', 'verse', 'v10', 'content']	Sheshai and Ahiman and Talmai.
['v010_ESV_JDG_001', 58, 'p2', 'verse', 'v10', 'plain_text']	10 And Judah went against the Canaanites who lived in Hebron (now the name of Hebron was formerly Kiriath-arba), and they defeated Sheshai and Ahiman and Talmai.
[59, 'p3', 'verse', 'v11', 'label']	11
[60, 'p3', 'verse', 'v11', 'content']	From there they went against the inhabitants of Debir. The name of Debir was formerly Kiriath-sepher.
['v011_ESV_JDG_001', 61, 'p3', 'verse', 'v11', 'plain_text']	11 From there they went against the inhabitants of Debir. The name of Debir was formerly Kiriath-sepher.
[62, 'p3', 'verse', 'v12', 'label']	12
[63, 'p3', 'verse', 'v12', 'content']	And Caleb said, “He who attacks Kiriath-sepher and captures it, I will give him Achsah my daughter as wife.”
['v012_ESV_JDG_001', 64, 'p3', 'verse', 'v12', 'plain_text']	12 And Caleb said, “He who attacks Kiriath-sepher and captures it, I will give him Achsah my daughter as wife.”
[65, 'p3', 'verse', 'v13', 'label']	13
[66, 'p3', 'verse', 'v13', 'content']	And Othniel the son of Kenaz,
[67, 'p3', 'verse', 'v13', 'note', 'x']	#ch.3:9
[68, 'p3', 'verse', 'v13', 'content']	Caleb’s younger brother, captured it. And he gave him Achsah his daughter as wife.
['v013_ESV_JDG_001', 69, 'p3', 'verse', 'v13', 'plain_text']	13 And Othniel the son of Kenaz, Caleb’s younger brother, captured it. And he gave him Achsah his daughter as wife.
[70, 'p3', 'verse', 'v14', 'label']	14
[71, 'p3', 'verse', 'v14', 'content']	When she came to him, she urged him to ask her father for a field. And she dismounted from her donkey, and Caleb said to her, “What do you want?”
['v014_ESV_JDG_001', 72, 'p3', 'verse', 'v14', 'plain_text']	14 When she came to him, she urged him to ask her father for a field. And she dismounted from her donkey, and Caleb said to her, “What do you want?”
[73, 'p3', 'verse', 'v15', 'label']	15
[74, 'p3', 'verse', 'v15', 'content']	She said to him, “Give me a blessing. Since you have given me the land of the Negeb, give me also springs of water.” And Caleb gave her the upper springs and the lower springs.
['v015_ESV_JDG_001', 75, 'p3', 'verse', 'v15', 'plain_text']	15 She said to him, “Give me a blessing. Since you have given me the land of the Negeb, give me also springs of water.” And Caleb gave her the upper springs and the lower springs.
[76, 'p4', 'verse', 'v16', 'label']	16
[77, 'p4', 'verse', 'v16', 'content']	And the descendants of the
[78, 'p4', 'verse', 'v16', 'note', 'x']	#ch.4:11,17;1 Sam. 15:6
[79, 'p4', 'verse', 'v16', 'content']	Kenite, Moses’ father-in-law, went up with the people of Judah
[80, 'p4', 'verse', 'v16', 'note', 'x']	#Deut. 34:3
[81, 'p4', 'verse', 'v16', 'content']	from the city of palms into the wilderness of Judah, which lies in the Negeb near
[82, 'p4', 'verse', 'v16', 'note', 'x']	#Num. 21:1
[83, 'p4', 'verse', 'v16', 'content']	Arad,
[84, 'p4', 'verse', 'v16', 'note', 'x']	#SeeNum. 10:29-32
[85, 'p4', 'verse', 'v16', 'content']	and they went and settled with the people.
['v016_ESV_JDG_001', 86, 'p4', 'verse', 'v16', 'plain_text']	16 And the descendants of the Kenite, Moses’ father-in-law, went up with the people of Judah from the city of palms into the wilderness of Judah, which lies in the Negeb near Arad, and they went and settled with the people.
[87, 'p4', 'verse', 'v17', 'label']	17
[88, 'p4', 'verse', 'v17', 'note', 'x']	#ver.3
[89, 'p4', 'verse', 'v17', 'content']	And Judah went with Simeon his brother, and they defeated the Canaanites who inhabited Zephath and devoted it to destruction. So the name of the city was called
[90, 'p4', 'verse', 'v17', 'note', 'x']	#Num. 21:3
[91, 'p4', 'verse', 'v17', 'content']	Hormah.
[92, 'p4', 'verse', 'v17', 'note', 'f']	#1:17Hormahmeansutter destruction
['v017_ESV_JDG_001', 93, 'p4', 'verse', 'v17', 'plain_text']	17 And Judah went with Simeon his brother, and they defeated the Canaanites who inhabited Zephath and devoted it to destruction. So the name of the city was called Hormah.
[94, 'p4', 'verse', 'v18', 'label']	18
[95, 'p4', 'verse', 'v18', 'content']	Judah also
[96, 'p4', 'verse', 'v18', 'note', 'x']	#[ch.3:3;Josh. 11:22]
[97, 'p4', 'verse', 'v18', 'content']	captured Gaza with its territory, and Ashkelon with its territory, and Ekron with its territory.
['v018_ESV_JDG_001', 98, 'p4', 'verse', 'v18', 'plain_text']	18 Judah also captured Gaza with its territory, and Ashkelon with its territory, and Ekron with its territory.
[99, 'p4', 'verse', 'v19', 'label']	19
[100, 'p4', 'verse', 'v19', 'note', 'x']	#[See ver.17above]
[101, 'p4', 'verse', 'v19', 'content']	And the
[102, 'p4', 'verse', 'v19', 'nd']	Lord
[103, 'p4', 'verse', 'v19', 'content']	was with Judah, and he took possession of the
[104, 'p4', 'verse', 'v19', 'note', 'x']	#Seever.9
[105, 'p4', 'verse', 'v19', 'content']	hill country, but he could not drive out the inhabitants of the plain because they had
[106, 'p4', 'verse', 'v19', 'note', 'x']	#Josh. 17:16,18
[107, 'p4', 'verse', 'v19', 'content']	chariots of iron.
['v019_ESV_JDG_001', 108, 'p4', 'verse', 'v19', 'plain_text']	19 And the Lord was with Judah, and he took possession of the hill country, but he could not drive out the inhabitants of the plain because they had chariots of iron.
[109, 'p4', 'verse', 'v20', 'label']	20
[110, 'p4', 'verse', 'v20', 'note', 'x']	#Num. 14:24;Deut. 1:36;Josh. 14:9,13;15:13,14
[111, 'p4', 'verse', 'v20', 'content']	And Hebron was given to Caleb, as Moses had said. And he drove out from it
[112, 'p4', 'verse', 'v20', 'note', 'x']	#ver.10
[113, 'p4', 'verse', 'v20', 'content']	the three sons of Anak.
['v020_ESV_JDG_001', 114, 'p4', 'verse', 'v20', 'plain_text']	20 And Hebron was given to Caleb, as Moses had said. And he drove out from it the three sons of Anak.
[115, 'p4', 'verse', 'v21', 'label']	21
[116, 'p4', 'verse', 'v21', 'content']	But the people of Benjamin did not drive out the Jebusites who lived in Jerusalem,
[117, 'p4', 'verse', 'v21', 'note', 'x']	#[Josh. 15:63]
[118, 'p4', 'verse', 'v21', 'content']	so the Jebusites have lived with the people of Benjamin in Jerusalem to this day.
['v021_ESV_JDG_001', 119, 'p4', 'verse', 'v21', 'plain_text']	21 But the people of Benjamin did not drive out the Jebusites who lived in Jerusalem, so the Jebusites have lived with the people of Benjamin in Jerusalem to this day.
[120, 'p5', 'verse', 'v22', 'label']	22
[121, 'p5', 'verse', 'v22', 'content']	The house of Joseph also went up against Bethel,
[122, 'p5', 'verse', 'v22', 'note', 'x']	#ver.19
