id,tag,text
0,['label'],34
1,"['s1', 'heading']",The Southern Border of the Land
2,"['p1', 'verse', 'v1', 'label']",1
3,"['p1', 'verse', 'v1', 'note', 'f']","sn This chapter falls into several sections: the south (vv. 1-5), the west (v. 6), the north (vv. 7-9), the east (vv. 10-15), and then a list of appointed officials (vv. 16-29)."
4,"['p1', 'verse', 'v1', 'content']",Then the
5,"['p1', 'verse', 'v1', 'sc']",Lord
6,"['p1', 'verse', 'v1', 'content']",spoke to Moses:
7,"['p1', 'verse', 'v2', 'label']",2
8,"['p1', 'verse', 'v2', 'content']",“Give these instructions
9,"['p1', 'verse', 'v2', 'note', 'f']",tn Or “command.”
10,"['p1', 'verse', 'v2', 'content']","to the Israelites, and tell them: ‘When you enter Canaan, the land that has been assigned to you as an inheritance,"
11,"['p1', 'verse', 'v2', 'note', 'f']",tn Heb “this is the land that will fall to you as an inheritance.”
12,"['p1', 'verse', 'v2', 'content']","the land of Canaan with its borders,"
13,"['p1', 'verse', 'v3', 'label']",3
14,"['p1', 'verse', 'v3', 'content']",your southern border
15,"['p1', 'verse', 'v3', 'note', 'f']","tn The expression refers to the corner or extremity of the Negev, the South."
16,"['p1', 'verse', 'v3', 'content']","will extend from the wilderness of Zin along the Edomite border, and your southern border will run eastward to the extremity of the Salt Sea,"
17,"['p1', 'verse', 'v4', 'label']",4
18,"['p1', 'verse', 'v4', 'content']","and then the border will turn from the south to the Scorpion Ascent,"
19,"['p1', 'verse', 'v4', 'note', 'f']",tn Or “the Ascent of Scorpions” (עַקְרַבִּים [’aqrabbim] means “scorpions” in Hebrew).
20,"['p1', 'verse', 'v4', 'content']","continue to Zin, and then its direction"
21,"['p1', 'verse', 'v4', 'note', 'f']","tn Heb “its going forth,” or the way it runs."
22,"['p1', 'verse', 'v4', 'content']",will be from the south to Kadesh Barnea. Then it will go to Hazar Addar and pass over to Azmon.
23,"['p1', 'verse', 'v5', 'label']",5
24,"['p1', 'verse', 'v5', 'content']","There the border will turn from Azmon to the Brook of Egypt, and then its direction is to the sea."
25,"['p1', 'verse', 'v5', 'note', 'f']","sn That is, the Mediterranean."
26,"['s1', 'heading']",The Western Border of the Land
27,"['p2', 'verse', 'v6', 'label']",6
28,"['p2', 'verse', 'v6', 'content']",“‘And for a western border
29,"['p2', 'verse', 'v6', 'note', 'f']","tn The word for west is simply “sea,” because the sea is west of Israel."
30,"['p2', 'verse', 'v6', 'content']",you will have the Great Sea.
31,"['p2', 'verse', 'v6', 'note', 'f']","sn That is, the Mediterranean Sea (also in the following verse)."
32,"['p2', 'verse', 'v6', 'content']",This will be your western border.
33,"['s1', 'heading']",The Northern Border of the Land
34,"['p3', 'verse', 'v7', 'label']",7
35,"['p3', 'verse', 'v7', 'content']",“‘And this will be your northern border: From the Great Sea you will draw a line to Mount Hor;
36,"['p3', 'verse', 'v8', 'label']",8
37,"['p3', 'verse', 'v8', 'content']","from Mount Hor you will draw a line to Lebo Hamath,"
38,"['p3', 'verse', 'v8', 'note', 'f']",tn Or “to the entrance to Hamath.”
39,"['p3', 'verse', 'v8', 'content']",and the direction of the border will be to Zedad.
40,"['p3', 'verse', 'v9', 'label']",9
41,"['p3', 'verse', 'v9', 'content']","The border will continue to Ziphron, and its direction will be to Hazar Enan. This will be your northern border."
42,"['s1', 'heading']",The Eastern Border of the Land
43,"['p4', 'verse', 'v10', 'label']",10
44,"['p4', 'verse', 'v10', 'content']",“‘For your eastern border you will draw a line from Hazar Enan to Shepham.
45,"['p4', 'verse', 'v11', 'label']",11
46,"['p4', 'verse', 'v11', 'content']","The border will run down from Shepham to Riblah, on the east side of Ain, and the border will descend and reach the eastern side of the Sea of Chinnereth."
47,"['p4', 'verse', 'v11', 'note', 'f']","tn Or “the Sea of Galilee” (so NLT); NCV, TEV, CEV “Lake Galilee.”
sn The word means “harp.” The lake (or sea) of Galilee was so named because it is shaped somewhat like a harp."
49,"['p4', 'verse', 'v12', 'label']",12
50,"['p4', 'verse', 'v12', 'content']",Then the border will continue down the Jordan River
51,"['p4', 'verse', 'v12', 'note', 'f']","tn The word “River” is not in the Hebrew text, but has been supplied in the translation for clarity."
52,"['p4', 'verse', 'v12', 'content']",and its direction will be to the Salt Sea. This will be your land by its borders that surround it.’”
53,"['p5', 'verse', 'v13', 'label']",13
54,"['p5', 'verse', 'v13', 'content']","Then Moses commanded the Israelites: “This is the land which you will inherit by lot, which the"
55,"['p5', 'verse', 'v13', 'sc']",Lord
56,"['p5', 'verse', 'v13', 'content']",has commanded to be given
57,"['p5', 'verse', 'v13', 'note', 'f']","tn The infinitive forms the direct object of what the Lord commanded. It actually means “to give,” but without an expressed subject may be made passive."
58,"['p5', 'verse', 'v13', 'content']","to the nine and a half tribes,"
59,"['p5', 'verse', 'v14', 'label']",14
60,"['p5', 'verse', 'v14', 'content']","because the tribe of the Reubenites by their families,"
61,"['p5', 'verse', 'v14', 'note', 'f']",tn Heb “the house of their fathers.” So also a little later in this verse.
62,"['p5', 'verse', 'v14', 'content']","the tribe of the Gadites by their families, and half of the tribe of Manasseh have received their inheritance."
63,"['p5', 'verse', 'v15', 'label']",15
64,"['p5', 'verse', 'v15', 'content']","The two and a half tribes have received their inheritance on this side of the Jordan, east of Jericho,"
65,"['p5', 'verse', 'v15', 'note', 'f']",map For the location of Jericho see Map5-B2; Map6-E1; Map7-E1; Map8-E3; Map10-A2; Map11-A1.
66,"['p5', 'verse', 'v15', 'content']",toward the sunrise.”
67,"['s1', 'heading']",Appointed Officials
68,"['p6', 'verse', 'v16', 'label']",16
69,"['p6', 'verse', 'v16', 'content']",The
70,"['p6', 'verse', 'v16', 'sc']",Lord
71,"['p6', 'verse', 'v16', 'content']",said to Moses:
72,"['p6', 'verse', 'v17', 'label']",17
73,"['p6', 'verse', 'v17', 'content']",“These are the names of the men who are to allocate the land to you as an inheritance:
74,"['p6', 'verse', 'v17', 'note', 'f']","tn The verb can be translated simply as “divide,” but it has more the idea of allocate as an inheritance, the related noun being “inheritance.”"
75,"['p6', 'verse', 'v17', 'content']",Eleazar the priest and Joshua son of Nun.
76,"['p6', 'verse', 'v18', 'label']",18
77,"['p6', 'verse', 'v18', 'content']",You must take one leader from every
78,"['p6', 'verse', 'v18', 'note', 'f']","tn This sense is created by repetition: “one leader, one leader from the tribe.”"
79,"['p6', 'verse', 'v18', 'content']",tribe to assist in allocating the land as an inheritance.
80,"['p6', 'verse', 'v18', 'note', 'f']","tn The sentence simply uses לִנְחֹל (linkhol, “to divide, apportion”). It has been taken already to mean “allocate as an inheritance.” Here “assist” may be added since Joshua and Eleazar had the primary work."
82,"['p6', 'verse', 'v19', 'label']",19
83,"['p6', 'verse', 'v19', 'content']","These are the names of the men: from the tribe of Judah, Caleb son of Jephunneh;"
84,"['p6', 'verse', 'v20', 'label']",20
85,"['p6', 'verse', 'v20', 'content']","from the tribe of the Simeonites, Shemuel son of Ammihud;"
86,"['p6', 'verse', 'v21', 'label']",21
87,"['p6', 'verse', 'v21', 'content']","from the tribe of Benjamin, Elidad son of Kislon;"
88,"['p6', 'verse', 'v22', 'label']",22
89,"['p6', 'verse', 'v22', 'content']","and from the tribe of the Danites, a leader, Bukki son of Jogli."
90,"['p6', 'verse', 'v23', 'label']",23
91,"['p6', 'verse', 'v23', 'content']","From the Josephites, Hanniel son of Ephod, a leader from the tribe of Manasseh;"
92,"['p6', 'verse', 'v24', 'label']",24
93,"['p6', 'verse', 'v24', 'content']","from the tribe of the Ephraimites, a leader, Kemuel son of Shiphtan;"
94,"['p6', 'verse', 'v25', 'label']",25
95,"['p6', 'verse', 'v25', 'content']","from the tribe of the Zebulunites, a leader, Elizaphan son of Parnach;"
96,"['p6', 'verse', 'v26', 'label']",26
97,"['p6', 'verse', 'v26', 'content']","from the tribe of the Issacharites, a leader, Paltiel son of Azzan;"
98,"['p6', 'verse', 'v27', 'label']",27
99,"['p6', 'verse', 'v27', 'content']","from the tribe of the Asherites, a leader, Ahihud son of Shelomi;"
100,"['p6', 'verse', 'v28', 'label']",28
101,"['p6', 'verse', 'v28', 'content']","and from the tribe of the Naphtalites, a leader, Pedahel son of Ammihud.”"
102,"['p6', 'verse', 'v29', 'label']",29
103,"['p6', 'verse', 'v29', 'content']",These are the ones whom the
104,"['p6', 'verse', 'v29', 'sc']",Lord
105,"['p6', 'verse', 'v29', 'content']",commanded to divide up the inheritance among the Israelites in the land of Canaan.
