id,tag,text
0,['label'],12
1,"['p1', 'verse', 'v1', 'label']",1
2,"['p1', 'verse', 'v1', 'content']",Now these are the kings of the land whom the Israelites defeated and drove from their land
3,"['p1', 'verse', 'v1', 'note', 'f']",tn Heb “and took possession of their land.”
4,"['p1', 'verse', 'v1', 'content']","on the east side of the Jordan,"
5,"['p1', 'verse', 'v1', 'note', 'f']","tn Heb “beyond the Jordan, toward the rising of the sun.”"
6,"['p1', 'verse', 'v1', 'content']","from the Arnon Valley to Mount Hermon, including all the eastern Arabah:"
7,"['p2', 'verse', 'v2', 'label']",2
8,"['p2', 'verse', 'v2', 'content']",King Sihon of the Amorites who lived
9,"['p2', 'verse', 'v2', 'note', 'f']","tn Or perhaps, “reigned.”"
10,"['p2', 'verse', 'v2', 'content']",in Heshbon and ruled from Aroer (on the edge of the Arnon Valley) – including the city in the middle of the valley
11,"['p2', 'verse', 'v2', 'note', 'f']","tc The MT reads here, “and the middle of the valley,” but the reading “the city in the middle of valley” can be reconstructed on the basis of Josh 13:9, 16."
12,"['p2', 'verse', 'v2', 'content']",and half of Gilead – all the way to the Jabbok Valley bordering Ammonite territory.
13,"['p2', 'verse', 'v3', 'label']",3
14,"['p2', 'verse', 'v3', 'content']",His kingdom included
15,"['p2', 'verse', 'v3', 'note', 'f']",tn The words “his kingdom included” are supplied in the translation for clarification.
16,"['p2', 'verse', 'v3', 'content']",the eastern Arabah from the Sea of Kinnereth
17,"['p2', 'verse', 'v3', 'note', 'f']",sn The Sea of Kinnereth is another name for the Sea of Galilee. See the note on the word “Kinnereth” in 11:2.
18,"['p2', 'verse', 'v3', 'content']","to the Sea of the Arabah (the Salt Sea),"
19,"['p2', 'verse', 'v3', 'note', 'f']",sn The Salt Sea is another name for the Dead Sea.
20,"['p2', 'verse', 'v3', 'content']",including the route to Beth Jeshimoth and the area southward below the slopes of Pisgah.
21,"['p3', 'verse', 'v4', 'label']",4
22,"['p3', 'verse', 'v4', 'content']","The territory of King Og of Bashan, one of the few remaining Rephaites,"
23,"['p3', 'verse', 'v4', 'note', 'f']","tn Heb “from the remnant of the Rephaites.”
sn The Rephaites were apparently an extremely tall ethnic group. See Deut 2:10-11, 20; 3:11."
24,"['p3', 'verse', 'v4', 'content']",who lived
25,"['p3', 'verse', 'v4', 'note', 'f']",tn Or perhaps “who reigned.”
26,"['p3', 'verse', 'v4', 'content']",in Ashtaroth and Edrei
27,"['p3', 'verse', 'v5', 'label']",5
28,"['p3', 'verse', 'v5', 'content']","and ruled over Mount Hermon, Salecah, all of Bashan to the border of the Geshurites and Maacathites, and half of Gilead as far as the border of King Sihon of Heshbon."
29,"['p4', 'verse', 'v6', 'label']",6
30,"['p4', 'verse', 'v6', 'content']",Moses the
31,"['p4', 'verse', 'v6', 'sc']",Lord
32,"['p4', 'verse', 'v6', 'content']",’s servant and the Israelites defeated them and Moses the
33,"['p4', 'verse', 'v6', 'sc']",Lord
34,"['p4', 'verse', 'v6', 'content']",’s servant assigned their land
35,"['p4', 'verse', 'v6', 'note', 'f']",tn Heb “gave it for a possession.”
36,"['p4', 'verse', 'v6', 'content']","to Reuben, Gad, and the half tribe of Manasseh."
37,"['p5', 'verse', 'v7', 'label']",7
38,"['p5', 'verse', 'v7', 'content']","These are the kings of the land whom Joshua and the Israelites defeated on the west side of the Jordan, from Baal Gad in the Lebanon Valley to Mount Halak on up to Seir. Joshua assigned this territory to the Israelite tribes,"
39,"['p5', 'verse', 'v7', 'note', 'f']",tn Heb “Joshua gave it to the tribes of Israel as a possession according to their allotted portions.”
41,"['p5', 'verse', 'v8', 'label']",8
42,"['p5', 'verse', 'v8', 'content']","including the hill country, the lowlands,"
43,"['p5', 'verse', 'v8', 'note', 'f']",tn Or “the foothills”; Heb “the Shephelah.”
44,"['p5', 'verse', 'v8', 'content']","the Arabah, the slopes, the wilderness, and the Negev – the land of"
45,"['p5', 'verse', 'v8', 'note', 'f']",tn The words “the land of” are supplied in the translation for clarification.
46,"['p5', 'verse', 'v8', 'content']","the Hittites, Amorites, Canaanites, Perizzites, Hivites, and Jebusites:"
47,"['p6', 'verse', 'v9', 'label']",9
48,"['p6', 'verse', 'v9', 'content']",the king of Jericho
49,"['p6', 'verse', 'v9', 'note', 'f']",map For location see Map5-B2; Map6-E1; Map7-E1; Map8-E3; Map10-A2; Map11-A1.
50,"['p6', 'verse', 'v9', 'content']","(one),"
51,"['p7', 'verse', 'v9', 'content']","the king of Ai – located near Bethel – (one),"
52,"['p8', 'verse', 'v10', 'label']",10
53,"['p8', 'verse', 'v10', 'content']",the king of Jerusalem
54,"['p8', 'verse', 'v10', 'note', 'f']",map For location see Map5-B1; Map6-F3; Map7-E2; Map8-F2; Map10-B3; JP1-F4; JP2-F4; JP3-F4; JP4-F4.
55,"['p8', 'verse', 'v10', 'content']","(one),"
56,"['p9', 'verse', 'v10', 'content']","the king of Hebron (one),"
57,"['p10', 'verse', 'v11', 'label']",11
58,"['p10', 'verse', 'v11', 'content']","the king of Jarmuth (one),"
59,"['p11', 'verse', 'v11', 'content']","the king of Lachish (one),"
60,"['p12', 'verse', 'v12', 'label']",12
61,"['p12', 'verse', 'v12', 'content']","the king of Eglon (one),"
62,"['p13', 'verse', 'v12', 'content']","the king of Gezer (one),"
63,"['p14', 'verse', 'v13', 'label']",13
64,"['p14', 'verse', 'v13', 'content']","the king of Debir (one),"
65,"['p15', 'verse', 'v13', 'content']","the king of Geder (one),"
66,"['p16', 'verse', 'v14', 'label']",14
67,"['p16', 'verse', 'v14', 'content']","the king of Hormah (one),"
68,"['p17', 'verse', 'v14', 'content']","the king of Arad (one),"
69,"['p18', 'verse', 'v15', 'label']",15
70,"['p18', 'verse', 'v15', 'content']","the king of Libnah (one),"
71,"['p19', 'verse', 'v15', 'content']","the king of Adullam (one),"
72,"['p20', 'verse', 'v16', 'label']",16
73,"['p20', 'verse', 'v16', 'content']","the king of Makkedah (one),"
74,"['p21', 'verse', 'v16', 'content']",the king of Bethel
75,"['p21', 'verse', 'v16', 'note', 'f']",map For location see Map4-G4; Map5-C1; Map6-E3; Map7-D1; Map8-G3.
76,"['p21', 'verse', 'v16', 'content']","(one),"
77,"['p22', 'verse', 'v17', 'label']",17
78,"['p22', 'verse', 'v17', 'content']","the king of Tappuah (one),"
79,"['p23', 'verse', 'v17', 'content']","the king of Hepher (one),"
80,"['p24', 'verse', 'v18', 'label']",18
81,"['p24', 'verse', 'v18', 'content']","the king of Aphek (one),"
82,"['p25', 'verse', 'v18', 'content']","the king of Lasharon (one),"
83,"['p26', 'verse', 'v19', 'label']",19
84,"['p26', 'verse', 'v19', 'content']","the king of Madon (one),"
85,"['p27', 'verse', 'v19', 'content']",the king of Hazor
86,"['p27', 'verse', 'v19', 'note', 'f']",map For location see Map1-D2; Map2-D3; Map3-A2; Map4-C1.
87,"['p27', 'verse', 'v19', 'content']","(one),"
88,"['p28', 'verse', 'v20', 'label']",20
89,"['p28', 'verse', 'v20', 'content']","the king of Shimron Meron (one),"
90,"['p29', 'verse', 'v20', 'content']","the king of Acshaph (one),"
91,"['p30', 'verse', 'v21', 'label']",21
92,"['p30', 'verse', 'v21', 'content']","the king of Taanach (one),"
93,"['p31', 'verse', 'v21', 'content']",the king of Megiddo
94,"['p31', 'verse', 'v21', 'note', 'f']",map For location see Map1-D4; Map2-C1; Map4-C2; Map5-F2; Map7-B1.
95,"['p31', 'verse', 'v21', 'content']","(one),"
96,"['p32', 'verse', 'v22', 'label']",22
97,"['p32', 'verse', 'v22', 'content']","the king of Kedesh (one),"
98,"['p33', 'verse', 'v22', 'content']","the king of Jokneam near Carmel (one),"
99,"['p34', 'verse', 'v23', 'label']",23
100,"['p34', 'verse', 'v23', 'content']","the king of Dor – near Naphath Dor – (one),"
101,"['p35', 'verse', 'v23', 'content']","the king of Goyim – near Gilgal – (one),"
102,"['p36', 'verse', 'v24', 'label']",24
103,"['p36', 'verse', 'v24', 'content']","the king of Tirzah (one),"
104,"['p37', 'verse', 'v24', 'content']",a total of thirty-one kings.
