id,tag,text
0,['label'],27
1,"['s1', 'heading']",Special Inheritance Laws
2,"['p1', 'verse', 'v1', 'label']",1
3,"['p1', 'verse', 'v1', 'note', 'f']","sn For additional information on this section, see N. H. Snaith, “The Daughters of Zelophehad,” VT 16 (1966): 124-27; and J. Weingreen, “The Case of the Daughters of Zelophehad,” VT 16 (1966): 518-22."
4,"['p1', 'verse', 'v1', 'content']","Then the daughters of Zelophehad son of Hepher, the son of Gilead, the son of Machir, the son of Manasseh of the families of Manasseh,"
5,"['p1', 'verse', 'v1', 'note', 'f']",tc The phrase “of the families of Manasseh” is absent from the Latin Vulgate.
6,"['p1', 'verse', 'v1', 'content']","the son Joseph came forward. Now these are the names of his daughters: Mahlah, Noah, Hoglah, Milcah, and Tirzah."
7,"['p1', 'verse', 'v2', 'label']",2
8,"['p1', 'verse', 'v2', 'content']","And they stood before Moses and Eleazar the priest and the leaders of the whole assembly at the entrance to the tent of meeting and said,"
9,"['p1', 'verse', 'v3', 'label']",3
10,"['p1', 'verse', 'v3', 'content']","“Our father died in the wilderness, although"
11,"['p1', 'verse', 'v3', 'note', 'f']","tn This clause begins with a vav (ו) on a pronoun, marking it out as a disjunctive vav. In this context it fits best to take it as a circumstantial clause introducing concession."
12,"['p1', 'verse', 'v3', 'content']",he was not part of
13,"['p1', 'verse', 'v3', 'note', 'f']",tn Heb “in the midst of.”
14,"['p1', 'verse', 'v3', 'content']",the company of those that gathered themselves together against the
15,"['p1', 'verse', 'v3', 'sc']",Lord
16,"['p1', 'verse', 'v3', 'content']","in the company of Korah; but he died for his own sin,"
17,"['p1', 'verse', 'v3', 'note', 'f']",tn The word order is emphatic: “but in/on account of his own sins he died.”
18,"['p1', 'verse', 'v3', 'content']",and he had no sons.
19,"['p1', 'verse', 'v4', 'label']",4
20,"['p1', 'verse', 'v4', 'content']",Why should the name of our father be lost from among his family because he had no son? Give us a possession
21,"['p1', 'verse', 'v4', 'note', 'f']","tn That is, the possession of land, or property, among the other families of their tribe."
22,"['p1', 'verse', 'v4', 'content']",among the relatives
23,"['p1', 'verse', 'v4', 'note', 'f']","tn The word is “brothers,” but this can be interpreted more loosely to relatives. So also in v. 7."
24,"['p1', 'verse', 'v4', 'content']",of our father.”
25,"['p2', 'verse', 'v5', 'label']",5
26,"['p2', 'verse', 'v5', 'content']",So Moses brought their case before the
27,"['p2', 'verse', 'v5', 'sc']",Lord
28,"['p2', 'verse', 'v5', 'content']",.
29,"['p2', 'verse', 'v6', 'label']",6
30,"['p2', 'verse', 'v6', 'content']",The
31,"['p2', 'verse', 'v6', 'sc']",Lord
32,"['p2', 'verse', 'v6', 'content']",said to Moses:
33,"['p2', 'verse', 'v7', 'label']",7
34,"['p2', 'verse', 'v7', 'content']",“The daughters of Zelophehad have a valid claim.
35,"['p2', 'verse', 'v7', 'note', 'f']",tn Heb “[the daughters of Zelophehad] speak right” (using the participle דֹּבְרֹת [dovÿrot] with כֵּן [ken]).
36,"['p2', 'verse', 'v7', 'content']",You must indeed
