id,tag,text
0,['label'],9
1,"['s1', 'heading']",Inauguration of Tabernacle Worship
2,"['p1', 'verse', 'v1', 'label']",1
3,"['p1', 'verse', 'v1', 'content']",On the eighth day
4,"['p1', 'verse', 'v1', 'note', 'f']",sn This eighth day is the one after the seven days of ordination referred to in Lev 8:33-35.
5,"['p1', 'verse', 'v1', 'content']",Moses summoned
6,"['p1', 'verse', 'v1', 'note', 'f']","tn Heb “called to”; CEV, NLT “called together.”"
7,"['p1', 'verse', 'v1', 'content']","Aaron and his sons and the elders of Israel,"
8,"['p1', 'verse', 'v2', 'label']",2
9,"['p1', 'verse', 'v2', 'content']","and said to Aaron, “Take for yourself a bull calf for a sin offering and a ram for a burnt offering, both flawless, and present them before the"
10,"['p1', 'verse', 'v2', 'sc']",Lord
11,"['p1', 'verse', 'v2', 'content']",.
12,"['p1', 'verse', 'v3', 'label']",3
13,"['p1', 'verse', 'v3', 'content']",Then tell the Israelites: ‘Take a male goat
14,"['p1', 'verse', 'v3', 'note', 'f']",tn Heb “a he-goat of goats.”
15,"['p1', 'verse', 'v3', 'content']","for a sin offering and a calf and lamb, both a year old and flawless,"
16,"['p1', 'verse', 'v3', 'note', 'f']","tn Heb “and a calf and a lamb, sons of a year, flawless”; KJV, ASV, NRSV “without blemish”; NASB, NIV “without defect”; NLT “with no physical defects.”"
17,"['p1', 'verse', 'v3', 'content']","for a burnt offering,"
18,"['p1', 'verse', 'v4', 'label']",4
19,"['p1', 'verse', 'v4', 'content']",and an ox and a ram for peace offerings to sacrifice before the
20,"['p1', 'verse', 'v4', 'sc']",Lord
21,"['p1', 'verse', 'v4', 'content']",", and a grain offering mixed with olive oil, for today the"
22,"['p1', 'verse', 'v4', 'sc']",Lord
23,"['p1', 'verse', 'v4', 'content']",is going to appear
24,"['p1', 'verse', 'v4', 'note', 'f']","tn The verb is either a prophetic perfect (“will appear to you”) as in the MT (cf. IBHS §30.5.1.e; so many English versions), or a futurum instans participle (“is going to appear to you”) as in the LXX and several other versions (see the BHS footnote; cf. IBHS 627 §37.6f). In either case, the point is that Moses was anticipating that the Lord would indeed appear to them on this day (cf. vv. 6, 22-24)."
25,"['p1', 'verse', 'v4', 'content']",to you.’”
26,"['p1', 'verse', 'v5', 'label']",5
27,"['p1', 'verse', 'v5', 'content']",So they took what Moses had commanded to the front of
28,"['p1', 'verse', 'v5', 'note', 'f']",tn Heb “to the faces of.”
29,"['p1', 'verse', 'v5', 'content']",the Meeting Tent and the whole congregation presented them and stood before the
30,"['p1', 'verse', 'v5', 'sc']",Lord
31,"['p1', 'verse', 'v5', 'content']",.
32,"['p1', 'verse', 'v6', 'label']",6
33,"['p1', 'verse', 'v6', 'content']","Then Moses said, “This is what the"
34,"['p1', 'verse', 'v6', 'sc']",Lord
35,"['p1', 'verse', 'v6', 'content']",has commanded you to do
36,"['p1', 'verse', 'v6', 'note', 'f']",tn Heb “which the Lord commanded you shall/should do.”
37,"['p1', 'verse', 'v6', 'content']",so that the glory of the
38,"['p1', 'verse', 'v6', 'sc']",Lord
39,"['p1', 'verse', 'v6', 'content']",may appear
40,"['p1', 'verse', 'v6', 'note', 'f']","tn Heb “and the glory of the Lord will appear,” but the construction with the simple vav (ו) plus the imperfect/jussive (וְיֵרָא, vÿyera’; literally, “and he will appear”) suggests purpose in this context, not just succession of events (i.e., “so that he might appear”)."
41,"['p1', 'verse', 'v6', 'content']",to you.”
42,"['p1', 'verse', 'v7', 'label']",7
43,"['p1', 'verse', 'v7', 'content']","Moses then said to Aaron, “Approach the altar and make your sin offering and your burnt offering, and make atonement on behalf of yourself and on behalf of the people;"
