id,tag,text
0,['label'],39
1,"['s1', 'heading']",The Making of the Priestly Garments
2,"['p1', 'verse', 'v1', 'label']",1
3,"['p1', 'verse', 'v1', 'content']","From the blue, purple, and scarlet yarn they made woven garments for serving in the sanctuary; they made holy garments that were for Aaron, just as the"
4,"['p1', 'verse', 'v1', 'sc']",Lord
5,"['p1', 'verse', 'v1', 'content']",had commanded Moses.
6,"['p1', 'verse', 'v1', 'note', 'f']","sn This chapter also will be almost identical to the instructions given earlier, with a few changes along the way."
7,"['s1', 'heading']",The Ephod
8,"['p2', 'verse', 'v2', 'label']",2
9,"['p2', 'verse', 'v2', 'content']","He made the ephod of gold, blue, purple, scarlet, and fine twisted linen."
10,"['p2', 'verse', 'v3', 'label']",3
11,"['p2', 'verse', 'v3', 'content']",They hammered the gold into thin sheets and cut it into narrow strips to weave
12,"['p2', 'verse', 'v3', 'note', 'f']","tn The verb is the infinitive that means “to do, to work.” It could be given a literal rendering: “to work [them into] the blue….” Weaving or embroidering is probably what is intended."
13,"['p2', 'verse', 'v3', 'content']","them into the blue, purple, and scarlet yarn, and into the fine linen, the work of an artistic designer."
14,"['p2', 'verse', 'v4', 'label']",4
15,"['p2', 'verse', 'v4', 'content']","They made shoulder pieces for it, attached to two of its corners, so it could be joined together."
16,"['p2', 'verse', 'v5', 'label']",5
17,"['p2', 'verse', 'v5', 'content']","The artistically woven waistband of the ephod that was on it was like it, of one piece with it,"
18,"['p2', 'verse', 'v5', 'note', 'f']",tn Heb “from it” or the same.
19,"['p2', 'verse', 'v5', 'content']","of gold, blue, purple, and scarlet yarn and fine twisted linen, just as the"
20,"['p2', 'verse', 'v5', 'sc']",Lord
21,"['p2', 'verse', 'v5', 'content']",had commanded Moses.
22,"['p3', 'verse', 'v6', 'label']",6
23,"['p3', 'verse', 'v6', 'content']","They set the onyx stones in gold filigree settings, engraved as with the engravings of a seal"
24,"['p3', 'verse', 'v6', 'note', 'f']",tn Or “as seals are engraved.”
25,"['p3', 'verse', 'v6', 'content']",with the names of the sons of Israel.
26,"['p3', 'verse', 'v6', 'note', 'f']","sn The twelve names were those of Israel’s sons. The idea was not the remembrance of the twelve sons as such, but the twelve tribes that bore their names."
28,"['p3', 'verse', 'v7', 'label']",7
29,"['p3', 'verse', 'v7', 'content']",He put
30,"['p3', 'verse', 'v7', 'note', 'f']",tn Or “attached.”
31,"['p3', 'verse', 'v7', 'content']","them on the shoulder pieces of the ephod as stones of memorial for the Israelites, just as the"
32,"['p3', 'verse', 'v7', 'sc']",Lord
33,"['p3', 'verse', 'v7', 'content']",had commanded Moses.
34,"['s1', 'heading']",The Breastpiece of Decision
35,"['p4', 'verse', 'v8', 'label']",8
36,"['p4', 'verse', 'v8', 'content']","He made the breastpiece, the work of an artistic designer, in the same fashion as the ephod, of gold, blue, purple, and scarlet, and fine twisted linen."
37,"['p4', 'verse', 'v9', 'label']",9
38,"['p4', 'verse', 'v9', 'content']","It was square – they made the breastpiece doubled, nine inches long and nine inches wide when doubled."
39,"['p4', 'verse', 'v10', 'label']",10
40,"['p4', 'verse', 'v10', 'content']",They set on it
41,"['p4', 'verse', 'v10', 'note', 'f']","tn That is, they set in mountings."
42,"['p4', 'verse', 'v10', 'content']","four rows of stones: a row with a ruby, a topaz, and a beryl – the first row;"
43,"['p4', 'verse', 'v11', 'label']",11
44,"['p4', 'verse', 'v11', 'content']","and the second row, a turquoise, a sapphire, and an emerald;"
45,"['p4', 'verse', 'v12', 'label']",12
46,"['p4', 'verse', 'v12', 'content']","and the third row, a jacinth, an agate, and an amethyst;"
47,"['p4', 'verse', 'v13', 'label']",13
48,"['p4', 'verse', 'v13', 'content']","and the fourth row, a chrysolite, an onyx, and a jasper. They were enclosed in gold filigree settings."
49,"['p4', 'verse', 'v14', 'label']",14
50,"['p4', 'verse', 'v14', 'content']","The stones were for the names of the sons of Israel, twelve, corresponding to the number of"
51,"['p4', 'verse', 'v14', 'note', 'f']",tn The phrase “the number of” has been supplied.
52,"['p4', 'verse', 'v14', 'content']",their names. Each name corresponding to one of the twelve tribes was like the engravings of a seal.
53,"['p5', 'verse', 'v15', 'label']",15
54,"['p5', 'verse', 'v15', 'content']","They made for the breastpiece braided chains like cords of pure gold,"
55,"['p5', 'verse', 'v16', 'label']",16
56,"['p5', 'verse', 'v16', 'content']","and they made two gold filigree settings and two gold rings, and they attached the two rings to the upper"
57,"['p5', 'verse', 'v16', 'note', 'f']",tn Here “upper” has been supplied.
58,"['p5', 'verse', 'v16', 'content']",two ends of the breastpiece.
59,"['p5', 'verse', 'v17', 'label']",17
60,"['p5', 'verse', 'v17', 'content']",They attached the two gold chains to the two rings at the ends of the breastpiece;
61,"['p5', 'verse', 'v18', 'label']",18
62,"['p5', 'verse', 'v18', 'content']",the other
