id,tag,text
0,['label'],33
1,"['s1', 'heading']",Wanderings from Egypt to Sinai
2,"['p1', 'verse', 'v1', 'label']",1
3,"['p1', 'verse', 'v1', 'note', 'f']","sn This material can be arranged into four sections: from Egypt to Sinai (vv. 1-15), the wilderness wanderings (vv. 16-36), from Kadesh to Moab (vv. 37-49), and final orders for Canaan (vv. 50-56)."
4,"['p1', 'verse', 'v1', 'content']","These are the journeys of the Israelites, who went out of the land of Egypt by their divisions under the authority"
5,"['p1', 'verse', 'v1', 'note', 'f']",tn Heb “hand.”
6,"['p1', 'verse', 'v1', 'content']",of Moses and Aaron.
7,"['p1', 'verse', 'v2', 'label']",2
8,"['p1', 'verse', 'v2', 'content']",Moses recorded their departures
9,"['p1', 'verse', 'v2', 'note', 'f']",tn Heb “their goings out.”
10,"['p1', 'verse', 'v2', 'content']","according to their journeys, by the commandment"
11,"['p1', 'verse', 'v2', 'note', 'f']",tn Heb “mouth.”
12,"['p1', 'verse', 'v2', 'content']",of the
13,"['p1', 'verse', 'v2', 'sc']",Lord
14,"['p1', 'verse', 'v2', 'content']",; now these are their journeys according to their departures.
15,"['p1', 'verse', 'v3', 'label']",3
16,"['p1', 'verse', 'v3', 'content']","They departed from Rameses in the first month, on the fifteenth day of the first month; on the day"
17,"['p1', 'verse', 'v3', 'note', 'f']",tn Heb “morrow.”
18,"['p1', 'verse', 'v3', 'content']",after the Passover the Israelites went out defiantly
19,"['p1', 'verse', 'v3', 'note', 'f']","tn Heb “with a high hand”; the expression means “defiantly; boldly” or “with confidence.” The phrase is usually used for arrogant sin and pride, the defiant fist, as it were. The image of the high hand can also mean the hand raised to deliver the blow (Job 38:15)."
20,"['p1', 'verse', 'v3', 'content']",in plain sight
21,"['p1', 'verse', 'v3', 'note', 'f']",tn Heb “in the eyes.”
22,"['p1', 'verse', 'v3', 'content']",of all the Egyptians.
23,"['p1', 'verse', 'v4', 'label']",4
24,"['p1', 'verse', 'v4', 'content']","Now the Egyptians were burying all their firstborn, whom the"
