id,tag,text
1,"[1, 'label']",17
2,"[2, 's1', 'heading']",Micah and the Levite
3,"[3, 'p1', 'verse', 'v1', 'label']",1
4,"[4, 'p1', 'verse', 'v1', 'content']",There was a man of
5,"[5, 'p1', 'verse', 'v1', 'note', 'x']",#ver.8;ch.18:2;SeeJosh. 24:33
6,"[6, 'p1', 'verse', 'v1', 'content']","the hill country of Ephraim, whose name was Micah."
7,"['v001_ESV_JDG_017', 7, 'p1', 'verse', 'v1', 'plain_text']","1 There was a man of the hill country of Ephraim, whose name was Micah."
8,"[8, 'p1', 'verse', 'v2', 'label']",2
9,"[9, 'p1', 'verse', 'v2', 'content']","And he said to his mother, “The 1,100 pieces of silver that were taken from you, about which you uttered a curse, and also spoke it in my ears, behold, the silver is with me; I took it.” And his mother said,"
10,"[10, 'p1', 'verse', 'v2', 'note', 'x']",#Ruth 3:10;1 Sam. 15:13
11,"[11, 'p1', 'verse', 'v2', 'content']",“Blessed be my son by the
12,"[12, 'p1', 'verse', 'v2', 'nd']",Lord
13,"[13, 'p1', 'verse', 'v2', 'content']",.”
14,"['v002_ESV_JDG_017', 14, 'p1', 'verse', 'v2', 'plain_text']","2 And he said to his mother, “The 1,100 pieces of silver that were taken from you, about which you uttered a curse, and also spoke it in my ears, behold, the silver is with me; I took it.” And his mother said, “Blessed be my son by the Lord .”"
15,"[15, 'p1', 'verse', 'v3', 'label']",3
16,"[16, 'p1', 'verse', 'v3', 'content']","And he restored the 1,100 pieces of silver to his mother. And his mother said, “I dedicate the silver to the"
17,"[17, 'p1', 'verse', 'v3', 'nd']",Lord
18,"[18, 'p1', 'verse', 'v3', 'content']","from my hand for my son, to make"
19,"[19, 'p1', 'verse', 'v3', 'note', 'x']",#[Ex. 20:4]
20,"[20, 'p1', 'verse', 'v3', 'content']",a carved image and
21,"[21, 'p1', 'verse', 'v3', 'note', 'x']",#[Lev. 19:4]
22,"[22, 'p1', 'verse', 'v3', 'content']",a metal image. Now therefore I will restore it to you.”
23,"['v003_ESV_JDG_017', 23, 'p1', 'verse', 'v3', 'plain_text']","3 And he restored the 1,100 pieces of silver to his mother. And his mother said, “I dedicate the silver to the Lord from my hand for my son, to make a carved image and a metal image. Now therefore I will restore it to you.”"
24,"[24, 'p1', 'verse', 'v4', 'label']",4
25,"[25, 'p1', 'verse', 'v4', 'content']","So when he restored the money to his mother, his mother"
26,"[26, 'p1', 'verse', 'v4', 'note', 'x']",#[Isa. 46:6]
27,"[27, 'p1', 'verse', 'v4', 'content']","took 200 pieces of silver and gave it to the silversmith, who made it into a carved image and a metal image. And it was in the house of Micah."
28,"['v004_ESV_JDG_017', 28, 'p1', 'verse', 'v4', 'plain_text']","4 So when he restored the money to his mother, his mother took 200 pieces of silver and gave it to the silversmith, who made it into a carved image and a metal image. And it was in the house of Micah."
29,"[29, 'p1', 'verse', 'v5', 'label']",5
30,"[30, 'p1', 'verse', 'v5', 'content']","And the man Micah had a shrine, and he made"
31,"[31, 'p1', 'verse', 'v5', 'note', 'x']","#ch.8:27;18:14,17;SeeEx. 28:6-35"
32,"[32, 'p1', 'verse', 'v5', 'content']",an ephod and
33,"[33, 'p1', 'verse', 'v5', 'note', 'x']",#[Gen. 31:19;Hos. 3:4]
34,"[34, 'p1', 'verse', 'v5', 'content']","household gods, and"
35,"[35, 'p1', 'verse', 'v5', 'note', 'x']",#ver.12;[1 Kgs. 13:33]
36,"[36, 'p1', 'verse', 'v5', 'content']",ordained
37,"[37, 'p1', 'verse', 'v5', 'note', 'f']",#17:5Hebrewfilled the hand of; also verse 12
38,"[38, 'p1', 'verse', 'v5', 'content']","one of his sons, who became his priest."
39,"['v005_ESV_JDG_017', 39, 'p1', 'verse', 'v5', 'plain_text']","5 And the man Micah had a shrine, and he made an ephod and household gods, and ordained one of his sons, who became his priest."
40,"[40, 'p1', 'verse', 'v6', 'label']",6
41,"[41, 'p1', 'verse', 'v6', 'note', 'x']",#ch.18:1;19:1;21:25
42,"[42, 'p1', 'verse', 'v6', 'content']",In those days there was no king in Israel.
43,"[43, 'p1', 'verse', 'v6', 'note', 'x']",#[Deut. 12:8]
44,"[44, 'p1', 'verse', 'v6', 'content']",Everyone did what was right in his own eyes.
45,"['v006_ESV_JDG_017', 45, 'p1', 'verse', 'v6', 'plain_text']",6 In those days there was no king in Israel. Everyone did what was right in his own eyes.
46,"[46, 'p2', 'verse', 'v7', 'label']",7
47,"[47, 'p2', 'verse', 'v7', 'content']",Now there was a young man of
48,"[48, 'p2', 'verse', 'v7', 'note', 'x']","#ch.19:1;Ruth 1:1,2;Mic. 5:2;Matt. 2:1,5,6"
49,"[49, 'p2', 'verse', 'v7', 'content']","Bethlehem in Judah, of the family of Judah, who was a Levite, and he sojourned there."
50,"['v007_ESV_JDG_017', 50, 'p2', 'verse', 'v7', 'plain_text']","7 Now there was a young man of Bethlehem in Judah, of the family of Judah, who was a Levite, and he sojourned there."
51,"[51, 'p2', 'verse', 'v8', 'label']",8
52,"[52, 'p2', 'verse', 'v8', 'content']","And the man departed from the town of Bethlehem in Judah to sojourn where he could find a place. And as he journeyed, he came to"
53,"[53, 'p2', 'verse', 'v8', 'note', 'x']",#SeeJosh. 24:33
54,"[54, 'p2', 'verse', 'v8', 'content']",the hill country of Ephraim to the house of Micah.
55,"['v008_ESV_JDG_017', 55, 'p2', 'verse', 'v8', 'plain_text']","8 And the man departed from the town of Bethlehem in Judah to sojourn where he could find a place. And as he journeyed, he came to the hill country of Ephraim to the house of Micah."
56,"[56, 'p2', 'verse', 'v9', 'label']",9
