id,tag,text
1,"[1, 'label']",19
2,"[2, 's1', 'heading']",A Levite and His Concubine
3,"[3, 'p1', 'verse', 'v1', 'label']",1
4,"[4, 'p1', 'verse', 'v1', 'content']","In those days,"
5,"[5, 'p1', 'verse', 'v1', 'note', 'x']",#ch.17:6;18:1;21:25
6,"[6, 'p1', 'verse', 'v1', 'content']","when there was no king in Israel, a certain Levite was sojourning in the remote parts of"
7,"[7, 'p1', 'verse', 'v1', 'note', 'x']",#SeeJosh. 24:33
8,"[8, 'p1', 'verse', 'v1', 'content']","the hill country of Ephraim, who took to himself a concubine from"
9,"[9, 'p1', 'verse', 'v1', 'note', 'x']",#See ch.17:7
10,"[10, 'p1', 'verse', 'v1', 'content']",Bethlehem in Judah.
11,"['v001_ESV_JDG_019', 11, 'p1', 'verse', 'v1', 'plain_text']","1 In those days, when there was no king in Israel, a certain Levite was sojourning in the remote parts of the hill country of Ephraim, who took to himself a concubine from Bethlehem in Judah."
12,"[12, 'p1', 'verse', 'v2', 'label']",2
13,"[13, 'p1', 'verse', 'v2', 'content']",And his concubine was unfaithful to
14,"[14, 'p1', 'verse', 'v2', 'note', 'f']","#19:2Septuagint, Old Latinbecame angry with"
15,"[15, 'p1', 'verse', 'v2', 'content']","him, and she went away from him to her father’s house at Bethlehem in Judah, and was there some four months."
16,"['v002_ESV_JDG_019', 16, 'p1', 'verse', 'v2', 'plain_text']","2 And his concubine was unfaithful to him, and she went away from him to her father’s house at Bethlehem in Judah, and was there some four months."
17,"[17, 'p1', 'verse', 'v3', 'label']",3
18,"[18, 'p1', 'verse', 'v3', 'content']","Then her husband arose and went after her, to speak kindly to her and bring her back. He had with him his servant and a couple of donkeys. And she brought him into her father’s house. And when the girl’s father saw him, he came with joy to meet him."
19,"['v003_ESV_JDG_019', 19, 'p1', 'verse', 'v3', 'plain_text']","3 Then her husband arose and went after her, to speak kindly to her and bring her back. He had with him his servant and a couple of donkeys. And she brought him into her father’s house. And when the girl’s father saw him, he came with joy to meet him."
20,"[20, 'p1', 'verse', 'v4', 'label']",4
21,"[21, 'p1', 'verse', 'v4', 'content']","And his father-in-law, the girl’s father, made him stay, and he remained with him three days. So they ate and drank and spent the night there."
22,"['v004_ESV_JDG_019', 22, 'p1', 'verse', 'v4', 'plain_text']","4 And his father-in-law, the girl’s father, made him stay, and he remained with him three days. So they ate and drank and spent the night there."
23,"[23, 'p1', 'verse', 'v5', 'label']",5
24,"[24, 'p1', 'verse', 'v5', 'content']","And on the fourth day they arose early in the morning, and he prepared to go, but the girl’s father said to his son-in-law,"
25,"[25, 'p1', 'verse', 'v5', 'note', 'x']",#ver.8;Gen. 18:5
26,"[26, 'p1', 'verse', 'v5', 'content']","“Strengthen your heart with a morsel of bread, and after that you may go.”"
27,"['v005_ESV_JDG_019', 27, 'p1', 'verse', 'v5', 'plain_text']","5 And on the fourth day they arose early in the morning, and he prepared to go, but the girl’s father said to his son-in-law, “Strengthen your heart with a morsel of bread, and after that you may go.”"
28,"[28, 'p1', 'verse', 'v6', 'label']",6
29,"[29, 'p1', 'verse', 'v6', 'content']","So the two of them sat and ate and drank together. And the girl’s father said to the man, “Be pleased to spend the night, and"
30,"[30, 'p1', 'verse', 'v6', 'note', 'x']","#ver.9, 22;ch.16:25;Ruth 3:7;2 Sam. 13:28"
31,"[31, 'p1', 'verse', 'v6', 'content']",let your heart be merry.”
