id,tag,text
1,"[1, 'label']",3
2,"[2, 'p1', 'verse', 'v1', 'label']",1
3,"[3, 'p1', 'verse', 'v1', 'note', 'x']","#ver.4;ch.2:21,22"
4,"[4, 'p1', 'verse', 'v1', 'content']",Now these are the nations that the
5,"[5, 'p1', 'verse', 'v1', 'nd']",Lord
6,"[6, 'p1', 'verse', 'v1', 'content']","left, to test Israel by them, that is, all in Israel who had not experienced all the wars in Canaan."
7,"['v001_ESV_JDG_003', 7, 'p1', 'verse', 'v1', 'plain_text']","1 Now these are the nations that the Lord left, to test Israel by them, that is, all in Israel who had not experienced all the wars in Canaan."
8,"[8, 'p1', 'verse', 'v2', 'label']",2
9,"[9, 'p1', 'verse', 'v2', 'content']","It was only in order that the generations of the people of Israel might know war, to teach war to those who had not known it before."
10,"['v002_ESV_JDG_003', 10, 'p1', 'verse', 'v2', 'plain_text']","2 It was only in order that the generations of the people of Israel might know war, to teach war to those who had not known it before."
11,"[11, 'p1', 'verse', 'v3', 'label']",3
12,"[12, 'p1', 'verse', 'v3', 'content']",These are the nations:
13,"[13, 'p1', 'verse', 'v3', 'note', 'x']",#SeeJosh. 13:2-6
14,"[14, 'p1', 'verse', 'v3', 'content']","the five lords of the Philistines and all the Canaanites and the Sidonians and the Hivites who lived on Mount Lebanon, from Mount Baal-hermon as far as Lebo-hamath."
15,"['v003_ESV_JDG_003', 15, 'p1', 'verse', 'v3', 'plain_text']","3 These are the nations: the five lords of the Philistines and all the Canaanites and the Sidonians and the Hivites who lived on Mount Lebanon, from Mount Baal-hermon as far as Lebo-hamath."
16,"[16, 'p1', 'verse', 'v4', 'label']",4
17,"[17, 'p1', 'verse', 'v4', 'content']",They were for
18,"[18, 'p1', 'verse', 'v4', 'note', 'x']",#ver.1
19,"[19, 'p1', 'verse', 'v4', 'content']","the testing of Israel, to know whether Israel would obey the commandments of the"
20,"[20, 'p1', 'verse', 'v4', 'nd']",Lord
21,"[21, 'p1', 'verse', 'v4', 'content']",", which he commanded their fathers by the hand of Moses."
22,"['v004_ESV_JDG_003', 22, 'p1', 'verse', 'v4', 'plain_text']","4 They were for the testing of Israel, to know whether Israel would obey the commandments of the Lord , which he commanded their fathers by the hand of Moses."
23,"[23, 'p1', 'verse', 'v5', 'label']",5
24,"[24, 'p1', 'verse', 'v5', 'content']",So the people of Israel lived
25,"[25, 'p1', 'verse', 'v5', 'note', 'x']",#Ex. 3:8;Ps. 106:35
26,"[26, 'p1', 'verse', 'v5', 'content']","among the Canaanites, the Hittites, the Amorites, the Perizzites, the Hivites, and the Jebusites."
27,"['v005_ESV_JDG_003', 27, 'p1', 'verse', 'v5', 'plain_text']","5 So the people of Israel lived among the Canaanites, the Hittites, the Amorites, the Perizzites, the Hivites, and the Jebusites."
28,"[28, 'p1', 'verse', 'v6', 'label']",6
29,"[29, 'p1', 'verse', 'v6', 'note', 'x']",#[Ex. 34:16;Deut. 7:3;Ezra 9:12]
30,"[30, 'p1', 'verse', 'v6', 'content']","And their daughters they took to themselves for wives, and their own daughters they gave to their sons, and they served their gods."
31,"[31, 's1', 'heading']",Othniel
32,"['v006_ESV_JDG_003', 32, 'p1', 'verse', 'v6', 'plain_text']","6 And their daughters they took to themselves for wives, and their own daughters they gave to their sons, and they served their gods."
33,"[33, 'p2', 'verse', 'v7', 'label']",7
34,"[34, 'p2', 'verse', 'v7', 'note', 'x']",#ch.2:11-13
35,"[35, 'p2', 'verse', 'v7', 'content']",And the people of Israel did what was evil in the sight of the
36,"[36, 'p2', 'verse', 'v7', 'nd']",Lord
37,"[37, 'p2', 'verse', 'v7', 'content']",. They forgot the
38,"[38, 'p2', 'verse', 'v7', 'nd']",Lord
